Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.45,0.4,0.55,0.4,0.65
1,0.35,0.6,0.4,0.35,0.55
2,0.1,0.5,0.3,0.35,0.6
3,0.2,0.65,0.5,0.6,0.5
4,0.2,0.55,0.45,0.95,0.55
5,0.4,0.55,0.4,0.5,0.55
6,0.5,0.45,0.45,0.45,0.65
7,0.35,0.35,0.3,0.1,0.55
8,0.4,0.25,0.2,0.15,0.45
9,0.4,0.25,0.2,0.4,0.25
10,0.4,0.35,0.35,0.45,0.2
11,0.4,0.25,0.4,0.5,0.25
12,0.45,0.35,0.4,0.5,0.5
13,0.5,0.5,0.3,0.6,0.55
14,0.35,0.5,0.4,0.55,0.65
15,0.3,0.55,0.4,0.3,0.8
16,0.3,0.5,0.4,0.35,0.55
17,0.3,0.4,0.45,0.45,0.45
18,0.5,0.75,0.3,0.35,0.55
19,0.45,0.65,0.4,0.4,0.6
20,0.35,0.65,0.8,0.35,0.65
21,0.5,0.65,0.75,0.2,0.55
22,0.6,0.65,0.5,0.25,0.6
23,0.4,0.4,0.4,0.45,0.5
24,0.45,0.15,0.45,0.25,0.65
25,0.15,0.15,0.45,0.45,0.55
26,0.15,0.45,0.7,0.45,0.55
27,0.0,0.25,0.55,0.4,0.65
28,0.3,0.3,0.5,0.5,0.7
29,0.45,0.4,0.6,0.5,0.5
30,0.55,0.5,0.65,0.6,0.45
31,0.7,0.55,0.6,0.65,0.65
32,0.65,0.7,0.45,0.45,0.55
33,0.45,0.55,0.4,0.4,0.75
34,0.5,0.45,0.4,0.45,0.8
35,0.35,0.45,0.25,0.45,0.6
36,0.45,0.4,0.35,0.4,0.6
37,0.45,0.25,0.5,0.6,0.55
38,0.5,0.2,0.5,0.55,0.75
39,0.55,0.3,0.25,0.45,0.5
40,0.5,0.2,0.35,0.35,0.55
41,0.45,0.15,0.2,0.25,0.45
42,0.35,0.3,0.4,0.4,0.5
43,0.25,0.5,0.45,0.55,0.65
44,0.3,0.45,0.35,0.5,0.6
45,0.55,0.25,0.45,0.55,0.55
46,0.45,0.4,0.45,0.7,0.4
47,0.45,0.35,0.5,0.65,0.5
48,0.45,0.3,0.65,0.6,0.4
49,0.65,0.6,0.5,0.5,0.35
50,0.7,0.55,0.45,0.55,0.4
51,0.55,0.35,0.7,0.55,0.6
52,0.3,0.3,0.6,0.55,0.65
53,0.35,0.4,0.6,0.5,0.5
54,0.35,0.35,0.4,0.45,0.25
55,0.45,0.55,0.2,0.4,0.25
56,0.5,0.55,0.15,0.5,0.4
57,0.45,0.4,0.15,0.5,0.3
58,0.45,0.7,0.25,0.5,0.25
59,0.3,0.6,0.35,0.5,0.45
60,0.4,0.55,0.35,0.3,0.4
61,0.25,0.5,0.55,0.25,0.3
62,0.4,0.4,0.35,0.55,0.45
63,0.3,0.35,0.55,0.5,0.4
64,0.35,0.4,0.1,0.5,0.6
65,0.3,0.35,0.2,0.65,0.55
66,0.3,0.2,0.3,0.5,0.5
67,0.3,0.15,0.55,0.6,0.8
68,0.15,0.25,0.45,0.55,0.65
69,0.35,0.35,0.4,0.55,0.6
70,0.5,0.4,0.55,0.4,0.75
71,0.65,0.45,0.55,0.5,0.8
72,0.4,0.4,0.35,0.25,0.55
73,0.35,0.5,0.25,0.25,0.65
74,0.3,0.5,0.4,0.1,0.6
75,0.5,0.65,0.5,0.35,0.5
76,0.45,0.6,0.7,0.25,0.4
77,0.35,0.45,0.85,0.15,0.3
78,0.2,0.45,0.7,0.3,0.6
79,0.4,0.5,0.6,0.25,0.4
80,0.3,0.5,0.65,0.4,0.35
81,0.5,0.15,0.55,0.55,0.5
82,0.5,0.45,0.45,0.4,0.55
83,0.75,0.45,0.4,0.65,0.4
84,0.5,0.3,0.2,0.85,0.3
85,0.25,0.4,0.35,0.8,0.4
86,0.3,0.2,0.55,0.7,0.7
87,0.3,0.35,0.6,0.4,0.4
88,0.6,0.25,0.65,0.35,0.25
89,0.25,0.25,0.75,0.3,0.2
90,0.45,0.3,0.55,0.2,0.2
91,0.6,0.55,0.25,0.25,0.3
92,0.5,0.55,0.45,0.3,0.2
93,0.55,0.25,0.45,0.3,0.45
94,0.6,0.55,0.6,0.55,0.3
95,0.6,0.4,0.5,0.45,0.3
96,0.6,0.5,0.7,0.45,0.4
97,0.55,0.25,0.45,0.65,0.35
98,0.8,0.4,0.0,0.7,0.2
99,0.7,0.1,0.25,0.8,0.5
