Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look,mate_11_look,mate_12_look,mate_13_look,mate_14_look,mate_15_look,mate_16_look,mate_17_look,mate_18_look,mate_19_look,mate_20_look
0,0.5,0.35,0.55,0.5,0.5,0.65,0.35,0.75,0.55,0.5,0.65,0.5,0.35,0.4,0.45,0.55,0.6,0.35,0.45,0.6
1,0.5,0.35,0.45,0.55,0.55,0.65,0.55,0.65,0.45,0.25,0.5,0.25,0.15,0.15,0.65,0.4,0.45,0.25,0.35,0.8
2,0.4,0.3,0.5,0.55,0.5,0.7,0.4,0.65,0.5,0.35,0.65,0.3,0.05,0.5,0.25,0.45,0.35,0.35,0.45,0.7
3,0.35,0.25,0.35,0.7,0.65,0.65,0.45,0.6,0.45,0.25,0.5,0.25,0.1,0.5,0.0,0.5,0.5,0.4,0.45,0.8
4,0.45,0.1,0.35,0.7,0.45,0.75,0.2,0.65,0.6,0.2,0.45,0.15,0.1,0.4,0.1,0.75,0.4,0.4,0.3,0.8
5,0.65,0.0,0.25,0.7,0.3,0.7,0.05,0.85,0.2,0.25,0.55,0.1,0.25,0.55,0.1,0.65,0.3,0.35,0.4,0.75
6,0.65,0.15,0.3,0.65,0.3,0.8,0.15,0.85,0.2,0.15,0.55,0.15,0.45,0.4,0.0,0.85,0.25,0.3,0.25,0.8
7,0.5,0.2,0.1,0.6,0.2,0.8,0.3,0.85,0.3,0.25,0.5,0.05,0.55,0.5,0.05,0.85,0.2,0.3,0.35,0.7
8,0.6,0.2,0.25,0.35,0.05,0.9,0.2,0.8,0.4,0.4,0.65,0.05,0.6,0.5,0.1,0.95,0.1,0.35,0.4,0.6
9,0.65,0.15,0.1,0.45,0.0,0.9,0.2,0.75,0.4,0.3,0.45,0.15,0.7,0.4,0.1,1.0,0.05,0.6,0.3,0.85
10,0.45,0.05,0.25,0.6,0.0,1.0,0.25,0.7,0.5,0.3,0.5,0.25,0.7,0.55,0.05,0.95,0.15,0.75,0.3,0.9
11,0.65,0.0,0.3,0.95,0.05,0.85,0.35,0.9,0.25,0.15,0.25,0.25,0.85,0.6,0.05,1.0,0.15,0.65,0.25,0.9
12,0.75,0.0,0.55,0.85,0.05,1.0,0.1,0.95,0.2,0.05,0.2,0.45,0.9,0.55,0.1,0.95,0.25,0.6,0.3,0.8
13,0.8,0.05,0.75,0.55,0.0,1.0,0.05,1.0,0.35,0.0,0.1,0.55,0.95,0.6,0.2,0.9,0.15,0.75,0.2,0.95
14,0.9,0.1,0.75,0.45,0.1,0.95,0.15,1.0,0.3,0.05,0.1,0.55,0.9,0.6,0.3,0.85,0.3,0.75,0.1,0.8
15,0.95,0.25,1.0,0.35,0.15,0.95,0.05,0.9,0.4,0.25,0.05,0.45,0.95,0.45,0.3,0.85,0.2,0.8,0.05,0.95
16,0.95,0.15,1.0,0.25,0.2,0.85,0.15,0.85,0.5,0.2,0.05,0.35,1.0,0.3,0.5,0.7,0.3,0.8,0.0,0.9
17,0.95,0.1,1.0,0.3,0.35,0.85,0.35,0.8,0.8,0.25,0.15,0.25,0.95,0.15,0.45,0.75,0.6,0.75,0.05,0.85
18,1.0,0.15,0.9,0.45,0.35,0.75,0.25,0.75,0.65,0.2,0.2,0.35,0.95,0.15,0.55,0.6,0.6,0.75,0.0,0.75
19,0.95,0.0,0.9,0.55,0.35,0.75,0.3,0.4,0.65,0.15,0.35,0.4,1.0,0.25,0.65,0.75,0.45,0.75,0.0,0.9
20,0.85,0.1,0.85,0.9,0.05,0.75,0.15,0.25,0.55,0.05,0.55,0.55,0.95,0.25,0.6,0.8,0.55,0.75,0.0,0.7
21,0.95,0.2,0.85,1.0,0.0,0.9,0.15,0.4,0.55,0.25,0.55,0.2,0.85,0.1,0.85,0.75,0.35,0.8,0.1,0.45
22,0.8,0.05,0.9,0.95,0.05,0.9,0.25,0.4,0.3,0.25,0.4,0.5,0.85,0.15,0.9,0.7,0.4,0.65,0.0,0.4
23,0.95,0.1,0.9,0.95,0.1,0.95,0.35,0.4,0.15,0.4,0.35,0.4,0.75,0.15,0.8,0.95,0.4,0.7,0.15,0.25
24,0.95,0.1,0.9,0.75,0.1,1.0,0.45,0.65,0.2,0.15,0.45,0.6,0.9,0.3,0.7,0.9,0.4,0.6,0.05,0.1
25,0.85,0.05,0.95,0.45,0.25,0.95,0.5,0.8,0.25,0.15,0.35,0.55,1.0,0.5,0.7,0.95,0.4,0.65,0.0,0.1
26,1.0,0.05,1.0,0.35,0.3,0.8,0.5,0.8,0.35,0.25,0.3,0.45,1.0,0.3,0.7,0.85,0.35,0.7,0.15,0.4
27,0.95,0.1,0.95,0.45,0.2,0.85,0.45,0.9,0.35,0.2,0.4,0.4,1.0,0.3,0.65,0.9,0.5,0.55,0.1,0.45
28,1.0,0.1,0.9,0.3,0.1,0.9,0.45,0.95,0.5,0.15,0.4,0.45,0.95,0.4,0.8,0.85,0.45,0.65,0.15,0.45
29,0.95,0.2,1.0,0.25,0.1,0.95,0.45,0.8,0.45,0.1,0.5,0.3,0.8,0.5,0.7,0.95,0.5,0.6,0.1,0.45
30,0.95,0.2,0.95,0.25,0.15,0.95,0.45,0.85,0.45,0.15,0.5,0.35,0.75,0.5,0.75,1.0,0.55,0.6,0.05,0.55
31,0.9,0.2,1.0,0.2,0.4,0.95,0.5,0.95,0.35,0.2,0.45,0.25,0.85,0.5,0.55,0.95,0.4,0.55,0.05,0.55
32,1.0,0.2,1.0,0.2,0.1,0.9,0.45,0.95,0.3,0.5,0.5,0.1,0.9,0.5,0.2,0.95,0.55,0.5,0.05,0.45
33,0.95,0.2,0.95,0.15,0.2,1.0,0.4,0.75,0.2,0.6,0.6,0.1,0.75,0.3,0.35,0.7,0.65,0.35,0.0,0.35
34,0.95,0.25,0.9,0.15,0.25,1.0,0.35,0.8,0.15,0.35,0.45,0.1,0.8,0.35,0.45,0.6,0.55,0.3,0.05,0.45
35,0.95,0.15,0.8,0.3,0.5,1.0,0.3,0.85,0.05,0.2,0.5,0.05,0.8,0.35,0.4,0.75,0.7,0.15,0.1,0.55
36,0.95,0.15,1.0,0.3,0.45,0.9,0.25,0.75,0.1,0.35,0.6,0.0,0.6,0.2,0.45,0.75,0.75,0.15,0.05,0.25
37,0.95,0.25,0.9,0.3,0.25,0.6,0.15,0.85,0.0,0.5,0.8,0.0,0.5,0.15,0.2,0.65,0.8,0.05,0.05,0.35
38,1.0,0.45,1.0,0.5,0.15,0.5,0.15,0.8,0.0,0.6,0.95,0.0,0.35,0.25,0.25,0.4,0.85,0.05,0.0,0.25
39,1.0,0.35,0.95,0.4,0.05,0.6,0.35,0.7,0.05,0.35,0.9,0.05,0.55,0.35,0.4,0.45,0.7,0.05,0.1,0.3
40,0.9,0.15,1.0,0.35,0.15,0.3,0.4,0.7,0.1,0.5,0.85,0.0,0.45,0.45,0.45,0.35,0.7,0.0,0.1,0.05
41,0.95,0.2,0.9,0.5,0.3,0.5,0.45,0.65,0.2,0.55,0.75,0.05,0.55,0.5,0.25,0.4,0.7,0.0,0.05,0.05
42,0.95,0.4,0.8,0.85,0.3,0.5,0.05,0.75,0.15,0.8,0.85,0.2,0.5,0.15,0.05,0.35,0.7,0.0,0.15,0.2
43,1.0,0.6,0.8,0.95,0.1,0.7,0.0,0.5,0.2,0.45,0.9,0.45,0.7,0.1,0.05,0.2,0.75,0.0,0.15,0.5
44,0.95,0.7,0.5,0.85,0.05,0.4,0.05,0.4,0.2,0.45,0.8,0.6,0.75,0.0,0.0,0.5,0.55,0.0,0.35,0.55
45,0.95,0.7,0.7,0.95,0.1,0.25,0.05,0.4,0.1,0.6,0.65,0.6,0.5,0.05,0.05,0.6,0.35,0.0,0.65,0.65
46,0.9,0.65,0.8,0.8,0.05,0.1,0.1,0.4,0.15,0.4,0.65,0.6,0.55,0.15,0.2,0.8,0.5,0.0,0.65,0.65
47,0.85,0.65,0.7,0.9,0.05,0.05,0.05,0.4,0.2,0.3,0.7,0.75,0.65,0.25,0.4,0.85,0.7,0.1,0.55,0.85
48,0.8,0.75,0.6,0.75,0.05,0.0,0.1,0.3,0.15,0.25,0.7,0.85,0.75,0.05,0.45,0.85,0.7,0.3,0.5,0.9
49,0.65,0.9,0.65,0.85,0.0,0.05,0.0,0.35,0.05,0.35,0.8,0.85,0.65,0.05,0.4,0.65,0.55,0.35,0.45,1.0
50,0.8,0.8,0.45,0.6,0.0,0.1,0.05,0.35,0.2,0.3,0.55,0.8,0.7,0.1,0.45,0.9,0.8,0.7,0.35,1.0
51,0.85,0.9,0.4,0.55,0.1,0.35,0.15,0.1,0.15,0.2,0.8,0.9,0.9,0.35,0.5,1.0,0.85,0.75,0.55,0.95
52,0.6,0.9,0.55,0.8,0.05,0.25,0.1,0.25,0.1,0.3,0.85,0.7,0.8,0.3,0.35,1.0,0.85,0.8,0.5,1.0
53,0.7,0.7,0.6,0.95,0.0,0.05,0.15,0.25,0.2,0.35,0.7,0.7,0.85,0.35,0.55,0.95,0.65,0.65,0.35,1.0
54,0.75,0.65,0.7,1.0,0.0,0.0,0.0,0.3,0.1,0.25,0.7,0.75,0.85,0.45,0.65,0.65,0.5,0.85,0.4,1.0
55,0.8,0.7,0.7,1.0,0.0,0.05,0.0,0.15,0.2,0.15,0.85,0.85,0.8,0.65,0.8,0.35,0.25,0.8,0.45,0.95
56,0.8,0.55,0.8,1.0,0.0,0.1,0.0,0.25,0.35,0.05,0.95,0.85,0.7,0.7,0.8,0.25,0.2,0.8,0.3,0.85
57,1.0,0.6,0.8,1.0,0.05,0.25,0.05,0.1,0.4,0.05,0.95,0.85,0.75,0.8,0.9,0.1,0.05,0.75,0.2,0.7
58,0.85,0.7,0.85,1.0,0.2,0.3,0.15,0.05,0.25,0.0,0.95,0.9,0.6,0.55,0.95,0.15,0.05,0.85,0.4,0.5
59,0.9,0.65,0.8,1.0,0.1,0.25,0.15,0.1,0.3,0.0,0.9,0.6,0.5,0.55,0.75,0.2,0.15,0.75,0.35,0.65
60,0.65,0.75,0.85,1.0,0.1,0.3,0.2,0.1,0.3,0.0,1.0,0.55,0.4,0.65,0.8,0.05,0.25,0.7,0.45,0.8
61,0.8,0.8,0.65,1.0,0.25,0.15,0.25,0.25,0.15,0.05,1.0,0.65,0.3,0.65,0.9,0.0,0.05,0.8,0.3,0.8
62,0.95,0.9,0.65,1.0,0.15,0.2,0.25,0.3,0.25,0.05,0.95,0.85,0.3,0.8,0.85,0.0,0.1,0.9,0.2,0.9
63,0.9,0.9,0.5,0.95,0.55,0.2,0.05,0.7,0.1,0.0,1.0,0.95,0.7,0.45,0.8,0.1,0.0,1.0,0.45,0.7
64,0.95,0.8,0.75,0.95,0.45,0.25,0.2,0.8,0.45,0.0,0.95,1.0,0.65,0.35,0.7,0.25,0.05,0.95,0.35,0.4
65,0.85,0.6,0.65,0.95,0.5,0.35,0.3,0.6,0.4,0.1,0.85,0.95,0.55,0.4,0.75,0.3,0.1,0.85,0.3,0.7
66,0.65,0.65,0.65,0.95,0.5,0.35,0.2,0.5,0.3,0.2,0.85,0.85,0.5,0.4,0.8,0.25,0.0,0.75,0.2,0.65
67,0.8,0.85,0.5,0.85,0.35,0.25,0.25,0.25,0.35,0.25,0.9,0.75,0.25,0.4,1.0,0.35,0.05,0.65,0.05,0.7
68,0.7,0.9,0.5,0.9,0.4,0.25,0.2,0.3,0.35,0.25,0.8,0.7,0.3,0.5,1.0,0.3,0.1,0.65,0.05,0.7
69,0.85,0.9,0.6,0.85,0.6,0.1,0.15,0.5,0.2,0.5,0.85,0.7,0.65,0.35,0.85,0.25,0.1,0.65,0.25,0.6
70,0.85,0.7,0.45,0.8,0.55,0.2,0.25,0.45,0.35,0.5,0.85,0.5,0.65,0.4,0.8,0.25,0.15,0.8,0.25,0.65
71,0.95,1.0,0.3,0.85,0.3,0.4,0.4,0.5,0.25,0.6,0.9,0.7,0.45,0.3,0.95,0.35,0.3,0.9,0.15,1.0
72,0.85,0.9,0.55,0.85,0.3,0.6,0.45,0.4,0.35,0.8,0.8,0.6,0.6,0.1,0.9,0.3,0.3,0.7,0.1,0.9
73,0.95,1.0,0.6,0.8,0.2,0.55,0.3,0.6,0.35,0.75,0.7,0.6,0.6,0.3,0.85,0.25,0.3,0.6,0.1,0.8
74,0.95,0.95,0.75,0.65,0.3,0.6,0.55,0.65,0.5,0.65,0.8,0.5,0.65,0.25,0.8,0.4,0.15,0.85,0.35,0.55
75,0.85,0.95,0.9,0.85,0.25,0.5,0.6,0.75,0.35,0.6,0.65,0.5,0.6,0.15,0.75,0.4,0.15,0.7,0.2,0.6
76,0.9,0.95,0.7,1.0,0.4,0.3,0.5,0.4,0.3,0.3,0.7,0.7,0.85,0.05,0.95,0.15,0.25,0.65,0.25,0.6
77,0.8,0.7,0.65,0.95,0.5,0.25,0.4,0.2,0.3,0.25,0.75,0.85,0.8,0.0,0.9,0.0,0.3,0.7,0.1,0.6
78,1.0,0.65,0.5,0.95,0.45,0.35,0.35,0.2,0.4,0.35,0.85,0.75,0.75,0.0,0.95,0.1,0.4,0.6,0.2,0.7
79,0.95,0.65,0.5,0.95,0.45,0.3,0.5,0.1,0.4,0.35,0.75,0.5,0.9,0.0,0.9,0.3,0.5,0.55,0.5,0.65
80,0.95,0.65,0.5,0.9,0.5,0.4,0.5,0.0,0.4,0.55,0.65,0.6,0.9,0.1,0.85,0.25,0.45,0.6,0.45,0.5
81,1.0,0.65,0.3,0.85,0.35,0.2,0.75,0.05,0.6,0.65,0.7,0.4,0.8,0.2,0.8,0.15,0.6,0.55,0.65,0.55
