Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.6,0.35,0.45,0.6,0.45
1,0.35,0.45,0.45,0.65,0.4
2,0.5,0.45,0.4,0.75,0.5
3,0.25,0.3,0.5,0.55,0.35
4,0.35,0.25,0.45,0.25,0.35
5,0.35,0.3,0.35,0.15,0.4
6,0.15,0.55,0.25,0.35,0.6
7,0.2,0.45,0.3,0.25,0.65
8,0.25,0.5,0.4,0.3,0.6
9,0.35,0.6,0.35,0.55,0.6
10,0.4,0.5,0.5,0.6,0.55
11,0.15,0.45,0.5,0.6,0.35
12,0.3,0.4,0.6,0.8,0.4
13,0.15,0.4,0.75,0.6,0.55
14,0.25,0.45,0.55,0.45,0.5
15,0.5,0.6,0.3,0.6,0.45
16,0.65,0.8,0.45,0.5,0.6
17,0.55,0.7,0.25,0.35,0.6
18,0.6,0.35,0.25,0.3,0.3
19,0.6,0.15,0.35,0.25,0.5
20,0.7,0.35,0.45,0.4,0.7
21,0.75,0.4,0.5,0.45,0.75
22,0.55,0.3,0.7,0.25,0.7
23,0.65,0.2,0.55,0.2,0.8
24,0.4,0.25,0.5,0.2,0.8
25,0.2,0.4,0.4,0.45,0.5
26,0.25,0.4,0.5,0.45,0.5
27,0.35,0.45,0.75,0.6,0.6
28,0.3,0.55,0.35,0.45,0.35
29,0.45,0.55,0.65,0.5,0.4
30,0.55,0.4,0.6,0.55,0.3
31,0.7,0.45,0.7,0.6,0.2
32,0.7,0.4,0.7,0.6,0.2
33,0.8,0.3,0.65,0.6,0.15
34,0.65,0.5,0.7,0.55,0.35
35,0.7,0.4,0.75,0.5,0.45
36,0.6,0.4,0.75,0.75,0.25
37,0.55,0.3,0.9,0.85,0.4
38,0.6,0.45,0.6,0.5,0.45
39,0.55,0.45,0.6,0.55,0.6
40,0.45,0.35,0.4,0.6,0.55
41,0.65,0.45,0.4,0.25,0.65
42,0.7,0.4,0.45,0.1,0.55
43,0.75,0.45,0.4,0.4,0.25
44,0.7,0.7,0.3,0.4,0.3
45,0.6,0.55,0.45,0.4,0.55
46,0.6,0.5,0.35,0.35,0.65
47,0.45,0.5,0.45,0.4,0.65
48,0.55,0.3,0.45,0.25,0.55
49,0.3,0.15,0.4,0.25,0.55
50,0.25,0.4,0.55,0.35,0.75
51,0.35,0.6,0.45,0.5,0.5
52,0.4,0.55,0.65,0.35,0.4
53,0.4,0.5,0.6,0.25,0.3
54,0.5,0.6,0.6,0.25,0.4
55,0.35,0.5,0.6,0.45,0.5
56,0.4,0.4,0.55,0.45,0.4
57,0.4,0.6,0.6,0.6,0.4
58,0.25,0.6,0.45,0.45,0.3
59,0.4,0.4,0.6,0.5,0.45
60,0.55,0.4,0.35,0.25,0.25
61,0.7,0.4,0.25,0.5,0.35
62,0.55,0.25,0.25,0.7,0.55
63,0.4,0.25,0.35,0.55,0.5
64,0.75,0.35,0.2,0.45,0.5
65,0.65,0.7,0.5,0.75,0.35
66,0.45,0.5,0.65,0.7,0.45
67,0.75,0.45,0.4,0.75,0.4
68,0.6,0.4,0.6,0.85,0.35
69,0.6,0.25,0.55,0.65,0.25
70,0.65,0.2,0.45,0.6,0.4
71,0.3,0.35,0.55,0.8,0.45
72,0.4,0.4,0.3,0.6,0.45
73,0.3,0.3,0.6,0.7,0.25
74,0.4,0.4,0.65,0.55,0.4
75,0.65,0.6,0.75,0.5,0.55
76,0.7,0.4,0.7,0.2,0.6
77,0.55,0.4,0.75,0.2,0.75
78,0.55,0.35,0.7,0.3,0.7
79,0.35,0.5,0.6,0.15,0.55
80,0.6,0.5,0.7,0.35,0.4
81,0.5,0.55,0.6,0.35,0.35
82,0.45,0.5,0.7,0.35,0.45
83,0.7,0.35,0.5,0.45,0.7
84,0.55,0.4,0.55,0.3,0.45
85,0.75,0.3,0.6,0.3,0.7
86,0.55,0.15,0.2,0.5,0.35
87,0.35,0.45,0.4,0.6,0.55
88,0.55,0.6,0.5,0.45,0.35
89,0.5,0.45,0.7,0.25,0.45
90,0.5,0.5,0.5,0.4,0.3
91,0.75,0.5,0.3,0.6,0.35
92,0.5,0.55,0.35,0.55,0.35
93,0.4,0.5,0.45,0.2,0.2
94,0.55,0.45,0.55,0.4,0.4
95,0.6,0.4,0.6,0.6,0.2
96,0.4,0.35,0.7,0.3,0.2
97,0.3,0.5,0.65,0.35,0.15
98,0.2,0.6,0.7,0.45,0.5
99,0.3,0.45,0.55,0.25,0.55
