Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.45,0.45,0.55,0.55,0.45,0.45,0.45,0.3,0.65,0.65
1,0.55,0.55,0.7,0.4,0.3,0.35,0.75,0.4,0.6,0.4
2,0.5,0.5,0.75,0.35,0.25,0.4,0.65,0.45,0.5,0.3
3,0.45,0.45,0.55,0.5,0.15,0.7,0.45,0.6,0.4,0.25
4,0.8,0.3,0.25,0.45,0.4,0.4,0.5,0.65,0.35,0.25
5,0.85,0.35,0.3,0.45,0.35,0.55,0.4,0.7,0.35,0.35
6,0.85,0.55,0.2,0.25,0.35,0.45,0.6,0.75,0.65,0.6
7,0.8,0.75,0.3,0.45,0.65,0.45,0.55,0.8,0.5,0.7
8,0.9,0.7,0.55,0.7,0.65,0.45,0.6,0.9,0.45,0.6
9,0.5,0.8,0.5,0.75,0.4,0.35,0.5,0.85,0.1,0.55
10,0.6,0.5,0.55,0.85,0.4,0.25,0.4,0.8,0.0,0.55
11,0.5,0.4,0.5,0.75,0.45,0.35,0.25,0.9,0.05,0.7
12,0.55,0.4,0.4,0.65,0.35,0.2,0.25,0.8,0.25,0.65
13,0.5,0.45,0.45,0.65,0.45,0.15,0.25,0.85,0.2,0.65
14,0.8,0.25,0.65,0.8,0.25,0.3,0.1,0.95,0.15,0.45
15,0.8,0.45,0.4,0.9,0.3,0.3,0.25,0.95,0.35,0.2
16,0.8,0.35,0.2,0.8,0.35,0.15,0.35,0.85,0.35,0.35
17,0.4,0.15,0.1,0.9,0.55,0.25,0.3,0.75,0.45,0.4
18,0.5,0.35,0.2,0.8,0.65,0.2,0.5,0.6,0.75,0.25
19,0.55,0.8,0.5,0.6,0.45,0.45,0.35,0.25,0.6,0.1
20,0.7,0.85,0.7,0.75,0.3,0.6,0.4,0.3,0.45,0.2
21,0.8,0.5,0.8,0.75,0.25,0.85,0.45,0.55,0.3,0.05
22,0.45,0.45,0.65,0.6,0.3,0.8,0.5,0.4,0.4,0.2
