Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look,mate_11_look,mate_12_look,mate_13_look,mate_14_look,mate_15_look,mate_16_look,mate_17_look,mate_18_look,mate_19_look,mate_20_look
0,0.55,0.35,0.65,0.65,0.45,0.55,0.3,0.45,0.6,0.55,0.55,0.45,0.45,0.65,0.3,0.45,0.65,0.65,0.65,0.5
1,0.25,0.1,0.7,0.55,0.1,0.7,0.15,0.4,0.75,0.5,0.45,0.25,0.85,0.5,0.05,0.7,0.65,0.8,0.3,0.55
2,0.3,0.25,0.65,0.6,0.25,0.7,0.15,0.4,0.8,0.35,0.35,0.15,0.85,0.45,0.15,0.8,0.55,0.95,0.4,0.35
3,0.25,0.25,0.7,0.45,0.25,0.65,0.15,0.45,0.65,0.4,0.45,0.15,0.7,0.5,0.15,0.7,0.65,0.85,0.45,0.5
4,0.4,0.2,0.6,0.4,0.25,0.75,0.15,0.55,0.7,0.25,0.4,0.2,0.75,0.6,0.2,0.6,0.45,0.8,0.45,0.5
5,0.55,0.1,0.6,0.45,0.1,0.75,0.2,0.45,0.65,0.4,0.2,0.3,0.7,0.55,0.35,0.75,0.3,0.75,0.4,0.8
6,0.75,0.15,0.7,0.65,0.2,0.8,0.3,0.55,0.65,0.45,0.35,0.35,0.9,0.75,0.35,0.8,0.15,0.7,0.65,0.45
7,0.65,0.0,0.7,0.7,0.15,0.95,0.05,0.55,0.55,0.25,0.25,0.45,0.9,0.8,0.15,0.9,0.0,0.75,0.75,0.35
8,0.7,0.1,0.8,0.7,0.3,1.0,0.05,0.45,0.4,0.05,0.15,0.55,0.8,0.85,0.2,0.9,0.0,0.8,0.9,0.25
9,0.8,0.05,0.85,0.65,0.15,0.95,0.05,0.5,0.45,0.1,0.15,0.55,0.8,0.9,0.25,0.75,0.05,0.8,0.9,0.3
10,0.6,0.05,0.75,0.9,0.3,0.85,0.2,0.35,0.25,0.1,0.3,0.75,0.7,0.9,0.1,0.25,0.15,0.8,0.4,0.0
11,0.8,0.05,0.9,0.8,0.2,0.7,0.15,0.4,0.2,0.3,0.25,0.75,0.75,0.95,0.2,0.15,0.1,0.75,0.3,0.1
12,0.85,0.0,1.0,0.8,0.2,0.85,0.3,0.35,0.05,0.2,0.35,0.75,0.65,0.9,0.1,0.25,0.15,0.9,0.25,0.35
13,0.65,0.05,1.0,0.85,0.05,0.9,0.6,0.4,0.25,0.0,0.2,0.65,0.95,0.85,0.05,0.35,0.0,0.8,0.25,0.6
14,0.75,0.15,1.0,0.8,0.05,0.95,0.45,0.4,0.35,0.1,0.25,0.65,0.9,0.75,0.2,0.25,0.05,0.7,0.35,0.8
15,0.95,0.05,1.0,0.9,0.05,0.8,0.55,0.35,0.35,0.25,0.35,0.65,1.0,0.6,0.15,0.35,0.25,0.6,0.45,0.9
16,0.8,0.1,1.0,0.85,0.1,0.8,0.65,0.3,0.2,0.05,0.2,0.85,1.0,0.75,0.25,0.6,0.25,0.85,0.2,0.95
17,0.65,0.35,0.95,0.75,0.15,0.7,0.55,0.4,0.15,0.05,0.35,0.8,0.95,0.7,0.3,0.65,0.35,0.85,0.25,1.0
18,0.7,0.2,1.0,0.7,0.2,0.6,0.55,0.4,0.2,0.2,0.25,0.9,0.85,0.7,0.2,0.65,0.25,0.85,0.2,0.9
19,0.8,0.15,0.9,0.6,0.0,0.75,0.45,0.25,0.05,0.2,0.2,0.9,0.85,0.7,0.2,0.7,0.3,0.85,0.05,0.8
20,0.85,0.2,0.9,0.3,0.05,0.7,0.5,0.15,0.05,0.4,0.45,0.95,0.75,0.4,0.2,0.7,0.25,0.65,0.15,0.8
21,0.8,0.05,0.85,0.35,0.0,0.55,0.65,0.15,0.15,0.35,0.5,0.95,0.7,0.6,0.35,0.6,0.4,0.75,0.15,0.7
22,0.75,0.1,0.7,0.35,0.05,0.65,0.6,0.2,0.15,0.4,0.5,0.9,0.6,0.75,0.2,0.55,0.4,0.75,0.2,0.6
23,0.75,0.3,0.75,0.35,0.15,0.8,0.7,0.2,0.1,0.55,0.55,0.75,0.7,0.95,0.35,0.65,0.65,0.8,0.15,0.4
24,0.7,0.35,0.7,0.45,0.1,0.6,0.65,0.4,0.15,0.6,0.4,0.9,0.45,0.95,0.2,0.4,0.5,0.75,0.4,0.65
25,0.55,0.45,0.8,0.4,0.25,0.75,0.65,0.65,0.25,0.65,0.25,0.7,0.45,0.9,0.3,0.4,0.75,0.9,0.35,0.55
26,0.75,0.2,1.0,0.7,0.3,0.85,0.55,0.55,0.5,0.35,0.3,0.85,0.4,0.75,0.45,0.65,0.85,0.8,0.15,0.5
27,0.65,0.25,0.9,0.6,0.15,0.85,0.8,0.55,0.8,0.5,0.1,0.9,0.3,0.7,0.6,0.6,0.6,0.8,0.35,0.55
28,0.8,0.2,0.75,0.8,0.15,0.9,0.9,0.5,0.6,0.4,0.15,0.65,0.35,0.65,0.65,0.5,0.7,0.7,0.25,0.4
29,0.85,0.05,0.7,0.7,0.15,0.65,0.75,0.35,0.8,0.25,0.1,0.55,0.5,0.5,0.7,0.6,0.6,0.55,0.05,0.1
30,0.95,0.25,0.8,0.65,0.1,0.6,0.7,0.2,0.75,0.35,0.0,0.55,0.65,0.5,0.8,0.7,0.7,0.7,0.05,0.3
31,0.85,0.2,0.8,0.5,0.0,0.7,0.85,0.1,0.7,0.55,0.05,0.8,0.65,0.6,0.8,0.55,0.7,0.55,0.1,0.35
32,0.75,0.25,0.9,0.45,0.0,0.85,0.8,0.05,0.75,0.4,0.05,0.85,0.45,0.75,0.95,0.6,0.8,0.5,0.05,0.35
33,0.65,0.15,0.8,0.25,0.05,0.6,0.7,0.2,0.65,0.5,0.1,1.0,0.4,0.65,0.85,0.6,0.85,0.7,0.2,0.45
34,0.85,0.25,0.95,0.45,0.05,0.8,0.7,0.2,0.7,0.6,0.25,0.95,0.65,0.65,0.9,0.55,0.85,0.55,0.0,0.3
35,0.85,0.2,0.9,0.35,0.1,0.7,0.7,0.25,0.7,0.6,0.25,0.85,0.65,0.65,0.8,0.6,0.75,0.5,0.05,0.25
36,0.9,0.05,0.85,0.35,0.1,0.8,0.75,0.05,1.0,0.6,0.1,1.0,0.85,0.85,0.6,0.4,0.9,0.4,0.1,0.2
37,0.95,0.1,0.75,0.25,0.15,0.8,0.75,0.05,0.95,0.5,0.45,0.95,0.55,0.75,0.8,0.45,1.0,0.5,0.0,0.2
38,0.95,0.25,0.65,0.35,0.0,0.9,0.85,0.05,0.95,0.55,0.6,0.8,0.45,0.85,0.75,0.55,1.0,0.6,0.0,0.1
39,0.95,0.15,0.6,0.75,0.0,0.95,0.9,0.05,0.85,0.65,0.45,0.95,0.45,0.7,0.65,0.5,1.0,0.45,0.05,0.05
40,0.95,0.25,0.1,0.9,0.05,0.95,0.95,0.05,0.9,0.7,0.3,0.95,0.7,0.4,0.35,0.35,0.95,0.2,0.3,0.1
41,1.0,0.25,0.1,0.95,0.2,1.0,1.0,0.15,0.85,0.45,0.55,1.0,0.35,0.65,0.4,0.55,1.0,0.05,0.75,0.15
42,0.95,0.55,0.05,0.9,0.3,1.0,0.95,0.25,0.85,0.7,0.25,1.0,0.55,0.55,0.25,0.4,1.0,0.25,0.6,0.2
43,1.0,0.45,0.2,0.9,0.2,0.9,0.95,0.2,0.75,0.8,0.15,0.95,0.5,0.6,0.25,0.15,1.0,0.2,0.6,0.3
44,1.0,0.45,0.25,0.95,0.05,0.85,0.8,0.15,0.65,0.95,0.05,1.0,0.4,0.45,0.15,0.1,1.0,0.05,0.6,0.35
45,1.0,0.4,0.25,1.0,0.0,0.95,0.75,0.0,0.55,0.9,0.05,0.95,0.2,0.4,0.0,0.3,1.0,0.05,0.65,0.35
46,1.0,0.6,0.45,1.0,0.0,1.0,0.8,0.0,0.5,0.95,0.1,0.9,0.2,0.35,0.0,0.25,1.0,0.05,0.4,0.45
47,0.95,0.6,0.4,0.9,0.0,0.9,0.75,0.0,0.5,0.85,0.25,0.8,0.3,0.5,0.1,0.3,0.95,0.2,0.5,0.45
48,0.95,0.7,0.65,0.8,0.05,0.95,0.7,0.0,0.55,0.85,0.4,0.8,0.25,0.45,0.2,0.35,0.95,0.1,0.5,0.3
49,0.95,0.7,0.65,0.55,0.1,0.7,0.7,0.1,0.3,0.8,0.3,0.6,0.3,0.55,0.45,0.4,0.95,0.05,0.5,0.35
50,0.95,0.55,0.6,0.8,0.1,0.75,0.8,0.05,0.5,0.6,0.1,0.7,0.15,0.5,0.6,0.45,0.8,0.15,0.65,0.5
51,0.8,0.3,0.4,0.75,0.25,0.7,0.7,0.0,0.15,0.75,0.25,0.75,0.25,0.55,0.75,0.8,0.8,0.4,0.75,0.6
52,0.85,0.4,0.5,0.6,0.3,0.65,0.55,0.0,0.2,0.75,0.3,0.85,0.45,0.65,0.8,0.95,0.95,0.2,0.7,0.55
53,0.8,0.2,0.55,0.8,0.35,0.65,0.6,0.05,0.35,0.65,0.3,0.8,0.2,0.7,0.8,0.9,0.9,0.35,0.75,0.75
54,0.85,0.2,0.75,0.75,0.35,0.9,0.5,0.15,0.45,0.75,0.45,0.9,0.35,0.8,0.9,0.9,0.9,0.3,0.65,0.65
55,0.8,0.35,0.65,0.55,0.45,0.9,0.55,0.2,0.3,0.75,0.45,0.85,0.45,0.65,0.85,0.95,0.85,0.4,0.55,0.5
56,0.6,0.3,0.75,0.4,0.35,0.95,0.3,0.2,0.25,0.9,0.75,0.65,0.25,0.75,0.6,0.95,0.9,0.2,0.7,0.55
57,0.5,0.1,0.8,0.85,0.2,1.0,0.15,0.1,0.1,0.95,0.8,0.9,0.15,0.75,0.45,0.75,0.7,0.15,0.65,0.8
58,0.3,0.1,0.7,0.9,0.3,1.0,0.25,0.1,0.15,0.95,0.75,1.0,0.0,0.75,0.35,0.8,0.75,0.25,0.65,0.85
59,0.45,0.05,0.7,0.9,0.25,0.95,0.25,0.1,0.05,1.0,0.85,1.0,0.05,0.7,0.2,0.75,0.9,0.25,0.45,0.85
60,0.4,0.0,0.75,0.95,0.2,0.95,0.25,0.2,0.2,1.0,0.95,0.95,0.1,0.8,0.2,0.75,0.75,0.2,0.55,0.9
61,0.45,0.0,0.55,1.0,0.1,0.9,0.3,0.15,0.1,0.95,0.9,0.9,0.15,0.7,0.35,0.65,0.8,0.25,0.55,1.0
62,0.5,0.1,0.75,0.95,0.3,0.95,0.3,0.35,0.15,0.8,0.9,0.9,0.2,0.7,0.35,0.6,0.75,0.3,0.4,0.95
63,0.55,0.3,0.4,0.7,0.2,0.9,0.2,0.3,0.45,0.8,0.8,0.7,0.15,0.6,0.25,0.45,0.8,0.4,0.45,0.85
64,0.65,0.55,0.5,0.65,0.2,0.8,0.35,0.2,0.35,0.75,0.8,0.75,0.05,0.35,0.1,0.35,0.6,0.5,0.45,0.95
65,0.65,0.6,0.35,0.55,0.0,1.0,0.5,0.05,0.65,0.8,0.85,0.85,0.05,0.0,0.05,0.05,0.4,0.8,0.7,0.95
66,0.6,0.35,0.3,0.45,0.0,1.0,0.4,0.15,0.75,0.8,0.8,0.85,0.0,0.05,0.05,0.05,0.6,0.9,0.7,0.95
67,0.75,0.45,0.2,0.3,0.05,1.0,0.3,0.05,0.85,0.65,0.7,0.65,0.05,0.15,0.15,0.0,0.75,0.9,0.75,1.0
68,0.45,0.6,0.15,0.25,0.0,0.9,0.2,0.1,0.9,0.55,0.55,0.65,0.0,0.2,0.25,0.0,0.8,0.7,0.75,0.95
69,0.4,0.6,0.3,0.35,0.0,0.7,0.4,0.2,0.8,0.45,0.55,0.65,0.0,0.25,0.35,0.05,0.75,0.75,0.65,0.95
70,0.4,0.7,0.2,0.2,0.0,0.75,0.45,0.45,0.8,0.6,0.7,0.45,0.0,0.25,0.25,0.05,0.75,0.55,0.7,1.0
71,0.5,0.65,0.15,0.2,0.05,0.6,0.35,0.6,0.85,0.5,0.75,0.35,0.1,0.2,0.25,0.15,0.8,0.4,0.75,1.0
72,0.6,0.8,0.05,0.35,0.1,0.65,0.05,0.75,0.9,0.3,0.7,0.55,0.05,0.1,0.3,0.1,0.9,0.4,0.8,0.95
73,0.65,0.8,0.05,0.2,0.2,0.7,0.05,0.85,1.0,0.35,0.75,0.6,0.15,0.1,0.3,0.15,0.85,0.3,0.8,0.9
74,0.65,0.9,0.1,0.1,0.15,0.85,0.05,0.6,0.9,0.3,0.55,0.7,0.05,0.05,0.35,0.25,0.8,0.6,0.55,0.9
75,0.9,0.95,0.2,0.25,0.45,0.75,0.1,0.95,0.9,0.5,0.7,0.35,0.1,0.0,0.65,0.4,0.95,0.5,0.75,0.9
76,1.0,1.0,0.2,0.35,0.35,0.6,0.05,0.9,0.9,0.8,0.6,0.15,0.1,0.05,0.45,0.55,0.95,0.7,0.6,1.0
77,0.95,1.0,0.45,0.55,0.3,0.5,0.05,1.0,0.95,0.8,0.5,0.1,0.1,0.0,0.65,0.55,1.0,0.45,0.7,0.95
78,0.95,0.95,0.55,0.7,0.1,0.15,0.15,0.85,0.95,0.85,0.7,0.05,0.1,0.0,0.65,0.5,0.9,0.35,0.75,1.0
79,0.9,0.95,0.7,0.95,0.0,0.15,0.1,0.9,0.8,1.0,0.8,0.05,0.2,0.1,0.6,0.3,0.9,0.1,0.8,0.95
80,0.85,0.95,0.75,0.85,0.0,0.2,0.25,0.95,0.75,0.85,0.95,0.2,0.1,0.0,0.45,0.3,0.75,0.05,0.65,0.85
81,0.9,1.0,0.85,0.85,0.05,0.45,0.35,0.95,0.85,0.85,1.0,0.55,0.0,0.15,0.65,0.3,0.6,0.05,0.85,0.85
82,0.9,0.9,0.85,0.85,0.05,0.1,0.1,0.95,0.75,1.0,0.9,0.7,0.1,0.2,0.35,0.5,0.75,0.2,0.95,0.8
83,0.95,1.0,0.8,0.9,0.15,0.1,0.1,0.95,0.8,0.9,0.95,0.8,0.2,0.2,0.25,0.6,0.75,0.2,0.95,0.8
84,0.85,0.9,0.7,0.95,0.2,0.05,0.15,0.95,0.75,0.85,0.95,0.8,0.25,0.15,0.25,0.8,0.65,0.3,0.9,0.8
85,0.85,0.9,0.6,0.9,0.25,0.15,0.15,0.95,0.8,0.85,0.75,0.85,0.3,0.2,0.3,0.7,0.75,0.2,0.85,0.75
86,0.85,1.0,0.4,1.0,0.2,0.05,0.3,0.95,0.5,0.95,0.85,0.9,0.4,0.1,0.55,0.5,0.4,0.0,0.65,0.55
87,0.85,0.95,0.65,0.95,0.15,0.2,0.3,0.85,0.35,0.9,0.9,0.8,0.6,0.2,0.7,0.35,0.4,0.0,0.8,0.3
88,0.85,1.0,0.5,0.8,0.2,0.3,0.2,0.55,0.55,0.9,1.0,0.85,0.45,0.5,0.9,0.4,0.45,0.05,0.65,0.5
89,0.9,1.0,0.7,0.85,0.15,0.35,0.15,0.25,0.5,0.85,1.0,1.0,0.45,0.6,0.95,0.35,0.25,0.05,0.65,0.35
90,0.95,0.95,0.6,0.8,0.2,0.35,0.0,0.15,0.2,0.9,0.9,1.0,0.45,0.7,0.9,0.35,0.15,0.05,0.75,0.4
91,0.85,1.0,0.5,0.95,0.4,0.35,0.05,0.1,0.1,0.85,0.9,0.95,0.25,0.5,0.9,0.55,0.0,0.0,0.9,0.7
92,0.9,1.0,0.7,0.7,0.1,0.35,0.1,0.3,0.3,0.75,0.6,0.9,0.5,0.65,1.0,0.2,0.0,0.05,0.7,0.4
93,0.95,1.0,0.75,0.7,0.25,0.45,0.2,0.3,0.25,0.75,0.75,0.7,0.45,0.6,0.9,0.2,0.05,0.25,0.65,0.45
94,0.95,1.0,0.75,0.65,0.2,0.3,0.25,0.35,0.2,0.55,0.7,0.6,0.35,0.6,0.8,0.3,0.05,0.25,0.7,0.6
95,0.95,1.0,0.9,0.65,0.05,0.35,0.5,0.25,0.1,0.75,0.65,0.5,0.45,0.65,0.6,0.1,0.0,0.05,0.85,0.5
96,1.0,0.9,1.0,0.75,0.1,0.2,0.55,0.1,0.05,0.7,0.55,0.75,0.45,0.6,0.65,0.35,0.05,0.1,0.95,0.25
97,0.85,0.7,0.95,0.85,0.1,0.15,0.7,0.25,0.0,0.6,0.55,0.9,0.55,0.45,0.55,0.3,0.05,0.05,0.9,0.45
98,1.0,0.4,0.95,0.9,0.15,0.3,0.7,0.05,0.0,1.0,0.6,0.75,0.4,0.7,0.45,0.2,0.35,0.0,0.9,0.55
99,0.85,0.35,0.9,0.9,0.05,0.35,0.35,0.05,0.0,0.9,0.55,0.8,0.6,0.6,0.55,0.35,0.55,0.0,0.95,0.45
