Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.45,0.3,0.35,0.6,0.5
1,0.45,0.25,0.35,0.65,0.7
2,0.55,0.2,0.35,0.65,0.75
3,0.7,0.5,0.55,0.6,0.45
4,0.7,0.55,0.45,0.5,0.3
5,0.55,0.7,0.55,0.65,0.4
6,0.6,0.5,0.5,0.5,0.65
7,0.5,0.4,0.6,0.45,0.6
8,0.6,0.45,0.4,0.5,0.6
9,0.55,0.3,0.35,0.55,0.25
10,0.55,0.3,0.65,0.55,0.15
11,0.7,0.45,0.4,0.15,0.3
12,0.45,0.4,0.45,0.15,0.3
13,0.45,0.65,0.7,0.2,0.4
14,0.55,0.55,0.65,0.25,0.45
15,0.5,0.75,0.4,0.35,0.4
16,0.3,0.8,0.85,0.25,0.3
17,0.6,0.6,0.75,0.45,0.35
18,0.6,0.6,0.5,0.45,0.25
19,0.55,0.6,0.4,0.4,0.25
20,0.6,0.5,0.45,0.2,0.35
21,0.45,0.3,0.4,0.25,0.55
22,0.3,0.7,0.45,0.35,0.45
23,0.1,0.5,0.45,0.6,0.35
24,0.25,0.3,0.55,0.6,0.2
25,0.55,0.4,0.5,0.55,0.4
26,0.65,0.25,0.45,0.55,0.5
27,0.55,0.2,0.6,0.4,0.45
28,0.45,0.35,0.55,0.55,0.4
29,0.35,0.45,0.6,0.55,0.45
30,0.45,0.3,0.55,0.6,0.45
31,0.75,0.35,0.55,0.45,0.75
32,0.55,0.5,0.55,0.4,0.6
33,0.3,0.5,0.55,0.55,0.5
34,0.5,0.4,0.55,0.5,0.4
35,0.55,0.3,0.4,0.4,0.35
36,0.7,0.55,0.4,0.3,0.45
37,0.5,0.7,0.5,0.25,0.45
38,0.55,0.45,0.55,0.3,0.35
39,0.1,0.3,0.6,0.5,0.5
40,0.25,0.7,0.6,0.55,0.55
41,0.1,0.75,0.4,0.3,0.6
42,0.25,0.35,0.55,0.3,0.75
43,0.3,0.25,0.5,0.2,0.65
44,0.2,0.45,0.55,0.2,0.55
45,0.15,0.3,0.3,0.2,0.5
46,0.1,0.7,0.3,0.2,0.45
47,0.35,0.5,0.45,0.4,0.45
48,0.45,0.5,0.6,0.3,0.35
49,0.5,0.6,0.55,0.45,0.4
50,0.75,0.4,0.25,0.25,0.6
51,0.75,0.3,0.2,0.4,0.45
52,0.6,0.2,0.3,0.8,0.4
53,0.45,0.4,0.35,0.6,0.45
54,0.65,0.4,0.55,0.45,0.4
55,0.5,0.4,0.35,0.4,0.4
56,0.55,0.5,0.45,0.5,0.65
57,0.65,0.4,0.2,0.4,0.7
58,0.6,0.35,0.4,0.5,0.6
59,0.6,0.25,0.35,0.4,0.5
60,0.65,0.15,0.5,0.6,0.55
61,0.7,0.35,0.7,0.5,0.45
62,0.85,0.25,0.75,0.4,0.35
63,0.6,0.35,0.75,0.3,0.45
64,0.2,0.5,0.65,0.3,0.45
65,0.3,0.6,0.55,0.35,0.7
66,0.55,0.4,0.65,0.35,0.45
67,0.5,0.25,0.55,0.35,0.3
68,0.3,0.25,0.35,0.35,0.4
69,0.4,0.15,0.2,0.45,0.6
70,0.55,0.2,0.2,0.65,0.55
71,0.7,0.5,0.4,0.45,0.5
72,0.8,0.5,0.35,0.65,0.75
73,0.65,0.35,0.25,0.45,0.6
74,0.55,0.3,0.1,0.35,0.7
75,0.35,0.25,0.1,0.35,0.45
76,0.4,0.3,0.3,0.25,0.4
77,0.5,0.35,0.5,0.45,0.25
78,0.55,0.45,0.3,0.25,0.15
79,0.6,0.7,0.4,0.25,0.25
80,0.5,0.75,0.45,0.25,0.4
81,0.3,0.6,0.45,0.45,0.5
82,0.45,0.45,0.45,0.45,0.4
83,0.55,0.65,0.55,0.35,0.35
84,0.75,0.8,0.5,0.3,0.45
85,0.55,0.8,0.55,0.45,0.4
86,0.35,0.55,0.5,0.65,0.6
87,0.2,0.45,0.55,0.45,0.85
88,0.2,0.4,0.35,0.25,0.65
89,0.35,0.55,0.25,0.35,0.65
90,0.35,0.45,0.35,0.35,0.45
91,0.4,0.65,0.25,0.65,0.4
92,0.55,0.6,0.45,0.4,0.4
93,0.8,0.8,0.4,0.3,0.3
94,0.8,0.65,0.35,0.35,0.4
95,0.7,0.6,0.25,0.3,0.55
96,0.55,0.55,0.55,0.25,0.65
97,0.35,0.7,0.45,0.2,0.6
98,0.3,0.6,0.25,0.5,0.4
99,0.25,0.55,0.35,0.35,0.2
