Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.45,0.55,0.35,0.5,0.45,0.55,0.5,0.5,0.55,0.5
1,0.5,0.4,0.3,0.5,0.5,0.6,0.3,0.35,0.5,0.5
2,0.55,0.35,0.4,0.5,0.45,0.5,0.45,0.25,0.55,0.5
3,0.55,0.4,0.55,0.65,0.35,0.3,0.55,0.4,0.75,0.25
4,0.75,0.3,0.4,0.45,0.0,0.45,0.45,0.45,0.75,0.2
5,0.65,0.35,0.35,0.55,0.1,0.4,0.55,0.25,0.6,0.35
6,0.75,0.35,0.2,0.4,0.3,0.1,0.35,0.15,0.75,0.05
7,0.95,0.35,0.4,0.35,0.3,0.1,0.4,0.3,0.5,0.1
8,0.85,0.4,0.35,0.55,0.25,0.15,0.55,0.4,0.45,0.15
9,0.7,0.4,0.35,0.6,0.25,0.05,0.7,0.45,0.35,0.1
10,0.6,0.4,0.25,0.6,0.2,0.1,0.65,0.35,0.4,0.25
11,0.5,0.55,0.2,0.55,0.35,0.25,0.55,0.35,0.3,0.35
12,0.6,0.45,0.35,0.4,0.15,0.4,0.85,0.25,0.45,0.25
13,0.7,0.7,0.4,0.2,0.25,0.6,0.85,0.25,0.35,0.15
14,0.85,0.55,0.6,0.5,0.4,0.7,0.75,0.25,0.4,0.2
15,0.95,0.55,0.9,0.6,0.4,0.8,0.5,0.5,0.35,0.1
16,1.0,0.85,0.75,0.65,0.6,0.8,0.55,0.65,0.45,0.1
17,0.85,0.8,0.6,0.45,0.65,0.65,0.55,0.5,0.6,0.15
18,0.9,0.65,0.75,0.4,0.8,0.9,0.55,0.7,0.45,0.15
19,0.9,0.35,0.7,0.5,0.8,0.8,0.55,0.6,0.35,0.3
20,0.9,0.4,0.7,0.35,0.5,0.85,0.55,0.75,0.4,0.4
21,0.7,0.5,0.75,0.45,0.4,0.6,0.4,0.5,0.45,0.4
22,0.7,0.35,0.8,0.55,0.5,0.8,0.45,0.5,0.35,0.4
23,0.5,0.5,0.65,0.4,0.55,0.9,0.6,0.6,0.45,0.3
24,0.2,0.8,0.7,0.35,0.25,0.8,0.55,0.6,0.35,0.25
25,0.3,0.6,0.65,0.4,0.3,0.6,0.9,0.7,0.35,0.3
26,0.3,0.65,0.55,0.5,0.3,0.65,0.75,0.6,0.4,0.2
27,0.4,0.7,0.65,0.5,0.45,0.6,0.7,0.75,0.3,0.35
28,0.6,0.45,0.25,0.4,0.3,0.6,0.65,0.75,0.5,0.45
29,0.6,0.55,0.4,0.45,0.45,0.45,0.65,0.7,0.4,0.4
30,0.8,0.8,0.45,0.5,0.5,0.3,0.85,0.7,0.5,0.2
31,0.95,0.85,0.25,0.6,0.25,0.15,0.85,0.6,0.75,0.25
32,0.7,0.65,0.15,0.5,0.35,0.1,0.95,0.55,0.85,0.25
33,0.95,0.65,0.05,0.5,0.2,0.3,0.9,0.4,0.95,0.3
34,0.85,0.65,0.2,0.6,0.4,0.55,0.85,0.4,0.95,0.15
35,0.9,0.55,0.35,0.75,0.5,0.55,0.7,0.6,0.85,0.2
36,0.8,0.35,0.2,0.7,0.35,0.5,0.65,0.6,0.85,0.5
37,0.75,0.45,0.5,0.75,0.2,0.55,0.65,0.65,0.7,0.5
38,0.55,0.8,0.8,0.8,0.2,0.55,0.3,0.75,0.25,0.15
39,0.35,0.75,1.0,0.75,0.2,0.7,0.15,0.85,0.15,0.15
40,0.2,0.6,0.9,0.65,0.1,0.7,0.1,0.85,0.25,0.4
41,0.2,0.7,0.9,0.45,0.1,0.4,0.1,0.9,0.3,0.35
42,0.35,0.65,0.9,0.7,0.3,0.6,0.05,0.7,0.15,0.35
43,0.6,0.35,0.85,0.7,0.3,0.45,0.1,0.95,0.15,0.55
44,0.55,0.3,0.85,0.5,0.5,0.35,0.2,0.85,0.15,0.3
45,0.7,0.3,0.6,0.45,0.5,0.55,0.45,0.85,0.1,0.25
46,0.65,0.5,0.35,0.3,0.45,0.4,0.55,0.5,0.1,0.25
47,0.85,0.5,0.5,0.2,0.45,0.4,0.3,0.3,0.3,0.6
48,0.95,0.4,0.85,0.25,0.6,0.35,0.4,0.2,0.3,0.6
49,0.95,0.25,0.9,0.15,0.7,0.4,0.5,0.4,0.45,0.4
50,0.9,0.35,0.85,0.35,0.65,0.5,0.4,0.2,0.55,0.45
51,0.7,0.25,0.5,0.4,0.7,0.5,0.25,0.2,0.5,0.45
52,0.75,0.3,0.5,0.5,0.9,0.65,0.2,0.15,0.5,0.55
53,0.85,0.35,0.5,0.6,0.8,0.7,0.35,0.5,0.4,0.75
54,0.85,0.35,0.3,0.5,0.7,0.7,0.45,0.35,0.7,0.7
55,0.85,0.35,0.1,0.55,0.75,0.65,0.3,0.35,0.6,0.45
56,0.85,0.5,0.35,0.5,0.7,0.85,0.3,0.25,0.6,0.7
57,0.8,0.5,0.15,0.65,0.85,0.65,0.35,0.2,0.5,0.5
58,0.6,0.7,0.3,0.6,0.75,0.55,0.45,0.1,0.55,0.15
59,0.7,0.9,0.2,0.7,0.9,0.55,0.35,0.4,0.75,0.35
60,0.75,0.8,0.3,0.6,0.8,0.4,0.2,0.15,0.75,0.3
61,0.6,0.65,0.3,0.8,0.55,0.3,0.25,0.05,0.55,0.25
62,0.3,0.8,0.25,0.75,0.8,0.1,0.3,0.25,0.6,0.1
63,0.45,0.7,0.45,0.75,0.75,0.2,0.45,0.15,0.7,0.25
64,0.35,0.8,0.2,0.9,0.8,0.45,0.05,0.3,0.75,0.25
65,0.65,0.55,0.25,0.75,0.8,0.4,0.1,0.3,0.5,0.3
66,0.8,0.45,0.35,0.8,0.65,0.35,0.25,0.55,0.25,0.45
67,0.9,0.6,0.4,0.75,0.45,0.4,0.35,0.75,0.35,0.65
68,0.85,0.5,0.35,0.75,0.3,0.25,0.5,0.8,0.3,0.7
69,0.9,0.65,0.4,0.75,0.35,0.3,0.6,0.7,0.4,0.7
70,0.95,0.65,0.3,0.5,0.55,0.5,0.8,0.7,0.45,0.75
71,0.6,0.55,0.45,0.2,0.65,0.7,0.75,0.85,0.4,0.9
72,0.4,0.5,0.45,0.15,0.85,0.6,0.9,0.8,0.35,0.8
73,0.5,0.45,0.4,0.05,0.85,0.7,0.95,0.6,0.25,0.65
74,0.55,0.65,0.35,0.3,0.9,0.65,0.85,0.55,0.3,0.25
75,0.35,0.35,0.4,0.3,0.8,0.4,0.75,0.35,0.45,0.25
76,0.35,0.25,0.4,0.2,0.75,0.35,0.6,0.6,0.45,0.25
77,0.15,0.25,0.45,0.2,0.65,0.15,0.55,0.45,0.45,0.55
78,0.2,0.4,0.35,0.25,0.5,0.4,0.45,0.3,0.4,0.65
79,0.3,0.3,0.35,0.5,0.45,0.5,0.65,0.15,0.45,0.65
80,0.3,0.4,0.4,0.55,0.5,0.15,0.4,0.1,0.6,0.35
81,0.35,0.05,0.45,0.7,0.5,0.55,0.4,0.5,0.65,0.45
82,0.25,0.1,0.25,0.65,0.4,0.65,0.4,0.9,0.7,0.2
83,0.4,0.1,0.25,0.5,0.45,0.85,0.55,0.95,0.55,0.2
84,0.6,0.3,0.3,0.65,0.35,0.85,0.3,0.9,0.75,0.2
85,0.9,0.55,0.25,0.75,0.35,0.6,0.15,0.7,0.5,0.3
86,0.85,0.3,0.45,0.85,0.5,0.65,0.15,0.75,0.8,0.15
87,0.6,0.3,0.35,0.9,0.6,0.35,0.1,0.65,0.9,0.3
88,0.55,0.3,0.35,0.8,0.65,0.5,0.1,0.45,0.75,0.3
89,0.65,0.35,0.4,0.8,0.7,0.4,0.0,0.4,0.45,0.35
90,0.7,0.3,0.2,0.75,0.75,0.55,0.05,0.25,0.2,0.4
91,0.65,0.35,0.3,0.75,0.7,0.55,0.1,0.25,0.3,0.4
92,0.45,0.4,0.25,0.8,0.8,0.35,0.25,0.25,0.25,0.4
93,0.4,0.25,0.3,0.9,0.8,0.6,0.3,0.3,0.25,0.25
94,0.55,0.3,0.35,0.95,0.8,0.55,0.35,0.45,0.1,0.4
95,0.6,0.25,0.15,0.75,0.7,0.55,0.4,0.55,0.15,0.3
96,0.6,0.3,0.5,0.6,0.55,0.5,0.4,0.5,0.25,0.25
97,0.6,0.6,0.4,0.6,0.55,0.6,0.25,0.55,0.05,0.25
98,0.8,0.7,0.5,0.85,0.4,0.35,0.65,0.7,0.1,0.65
