Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.3,0.35,0.3,0.3,0.45,0.25,0.6,0.55,0.4,0.4
1,0.15,0.45,0.35,0.4,0.55,0.1,0.1,0.6,0.55,0.3
2,0.05,0.3,0.3,0.7,0.6,0.1,0.2,0.5,0.65,0.3
3,0.05,0.65,0.35,0.4,0.65,0.2,0.2,0.25,0.7,0.05
4,0.2,0.55,0.3,0.35,0.8,0.4,0.2,0.15,0.55,0.15
5,0.3,0.5,0.25,0.25,0.85,0.6,0.15,0.1,0.35,0.3
6,0.45,0.2,0.1,0.3,0.7,0.55,0.2,0.35,0.3,0.25
7,0.55,0.25,0.25,0.3,0.65,0.65,0.45,0.45,0.1,0.15
8,0.7,0.25,0.3,0.1,0.8,0.5,0.65,0.6,0.2,0.2
9,0.45,0.3,0.4,0.15,0.8,0.4,0.55,0.4,0.4,0.55
10,0.55,0.25,0.35,0.2,0.65,0.55,0.6,0.4,0.4,0.5
11,0.5,0.25,0.3,0.25,0.7,0.6,0.55,0.65,0.4,0.55
12,0.5,0.2,0.35,0.35,0.7,0.6,0.6,0.8,0.45,0.55
13,0.4,0.25,0.15,0.4,0.5,0.8,0.65,0.75,0.7,0.75
14,0.4,0.55,0.55,0.7,0.45,0.55,0.6,0.8,0.7,0.6
15,0.4,0.3,0.35,0.85,0.15,0.7,0.55,0.75,0.55,0.5
16,0.65,0.3,0.45,0.9,0.2,0.8,0.6,0.8,0.3,0.4
17,0.45,0.45,0.4,0.9,0.2,0.85,0.55,0.8,0.4,0.35
18,0.5,0.45,0.3,0.6,0.1,0.85,0.5,0.6,0.3,0.25
19,0.55,0.45,0.15,0.65,0.05,0.8,0.65,0.7,0.2,0.3
20,0.45,0.35,0.15,0.55,0.15,0.45,0.6,0.6,0.35,0.2
21,0.45,0.55,0.3,0.7,0.2,0.4,0.7,0.7,0.35,0.45
22,0.5,0.4,0.35,0.75,0.45,0.65,0.45,0.75,0.4,0.4
23,0.3,0.3,0.65,0.75,0.4,0.6,0.35,0.75,0.4,0.55
24,0.2,0.2,0.7,0.85,0.5,0.5,0.35,0.65,0.45,0.45
25,0.3,0.45,0.65,0.7,0.3,0.75,0.5,0.7,0.35,0.5
26,0.2,0.7,0.6,0.6,0.3,0.8,0.5,0.65,0.15,0.45
27,0.35,0.8,0.45,0.6,0.35,0.6,0.35,0.75,0.05,0.35
