Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.6,0.4,0.65,0.55,0.4
1,0.5,0.45,0.65,0.45,0.4
2,0.4,0.4,0.4,0.75,0.35
3,0.55,0.55,0.55,0.7,0.5
4,0.65,0.45,0.6,0.6,0.65
5,0.35,0.45,0.55,0.4,0.7
6,0.3,0.45,0.65,0.4,0.7
7,0.5,0.55,0.7,0.45,0.55
8,0.55,0.45,0.75,0.35,0.3
9,0.45,0.5,0.55,0.5,0.3
10,0.55,0.6,0.5,0.6,0.65
11,0.45,0.5,0.55,0.65,0.6
12,0.55,0.65,0.55,0.75,0.7
13,0.35,0.4,0.5,0.7,0.6
14,0.3,0.2,0.5,0.7,0.25
15,0.3,0.35,0.55,0.55,0.25
16,0.35,0.3,0.65,0.75,0.35
17,0.7,0.6,0.55,0.5,0.4
18,0.7,0.5,0.65,0.5,0.25
19,0.65,0.6,0.75,0.45,0.25
20,0.85,0.55,0.7,0.7,0.15
21,0.65,0.45,0.7,0.5,0.15
22,0.65,0.35,0.65,0.4,0.45
23,0.5,0.3,0.65,0.3,0.35
24,0.35,0.15,0.45,0.3,0.3
25,0.4,0.35,0.55,0.2,0.55
26,0.55,0.45,0.5,0.2,0.7
27,0.55,0.6,0.65,0.35,0.6
28,0.8,0.75,0.55,0.5,0.5
29,0.65,0.55,0.5,0.65,0.45
30,0.7,0.7,0.4,0.5,0.4
31,0.8,0.45,0.3,0.45,0.5
32,0.6,0.35,0.3,0.6,0.35
33,0.7,0.4,0.15,0.85,0.6
34,0.7,0.35,0.35,0.5,0.65
35,0.85,0.35,0.25,0.45,0.35
36,0.75,0.35,0.5,0.6,0.4
37,0.6,0.5,0.6,0.6,0.65
38,0.75,0.7,0.55,0.55,0.35
39,0.7,0.8,0.7,0.65,0.2
40,0.75,0.65,0.65,0.4,0.3
41,0.7,0.6,0.45,0.6,0.4
42,0.4,0.3,0.3,0.8,0.25
43,0.25,0.1,0.2,0.7,0.55
44,0.4,0.35,0.35,0.65,0.6
45,0.3,0.4,0.45,0.45,0.65
46,0.35,0.5,0.45,0.35,0.6
47,0.45,0.5,0.4,0.3,0.7
48,0.4,0.4,0.6,0.3,0.5
49,0.5,0.25,0.45,0.4,0.5
50,0.4,0.3,0.45,0.3,0.6
51,0.5,0.25,0.4,0.45,0.75
52,0.4,0.3,0.35,0.3,0.4
53,0.45,0.25,0.4,0.6,0.35
54,0.45,0.5,0.55,0.6,0.4
55,0.3,0.4,0.35,0.8,0.45
56,0.7,0.65,0.45,0.65,0.6
57,0.65,0.55,0.25,0.6,0.6
58,0.65,0.8,0.35,0.45,0.75
59,0.5,0.6,0.4,0.55,0.7
60,0.5,0.6,0.2,0.45,0.75
61,0.6,0.45,0.1,0.65,0.55
62,0.55,0.45,0.35,0.7,0.5
63,0.65,0.55,0.55,0.6,0.35
64,0.4,0.8,0.65,0.45,0.5
65,0.4,0.55,0.5,0.35,0.5
66,0.1,0.4,0.4,0.35,0.35
67,0.3,0.6,0.4,0.35,0.35
68,0.45,0.4,0.6,0.4,0.45
69,0.45,0.4,0.7,0.45,0.45
70,0.55,0.35,0.55,0.45,0.45
71,0.65,0.55,0.4,0.35,0.5
72,0.5,0.55,0.65,0.25,0.65
73,0.45,0.4,0.45,0.35,0.55
74,0.45,0.35,0.7,0.4,0.5
75,0.65,0.5,0.65,0.2,0.55
76,0.55,0.75,0.7,0.25,0.55
77,0.6,0.7,0.75,0.35,0.45
78,0.8,0.55,0.8,0.5,0.35
79,0.5,0.65,0.5,0.45,0.7
80,0.55,0.3,0.35,0.4,0.8
81,0.6,0.45,0.4,0.45,0.75
82,0.6,0.4,0.45,0.35,0.85
83,0.5,0.5,0.3,0.5,0.8
84,0.35,0.55,0.3,0.55,0.8
85,0.35,0.55,0.25,0.7,0.75
86,0.5,0.4,0.3,0.65,0.7
87,0.5,0.35,0.15,0.7,0.75
88,0.45,0.2,0.25,0.85,0.55
89,0.55,0.45,0.35,0.8,0.35
90,0.7,0.45,0.4,0.55,0.45
91,0.6,0.25,0.45,0.5,0.55
92,0.55,0.35,0.5,0.65,0.6
93,0.65,0.3,0.5,0.5,0.7
94,0.5,0.3,0.35,0.4,0.65
95,0.6,0.25,0.4,0.3,0.55
96,0.75,0.3,0.3,0.5,0.7
97,0.8,0.45,0.4,0.6,0.7
98,0.8,0.55,0.55,0.35,0.55
99,0.5,0.55,0.7,0.2,0.5
