Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.4,0.55,0.75,0.45,0.45
1,0.4,0.55,0.55,0.3,0.5
2,0.4,0.5,0.55,0.25,0.6
3,0.4,0.55,0.55,0.3,0.55
4,0.5,0.35,0.45,0.4,0.55
5,0.7,0.4,0.55,0.2,0.45
6,0.6,0.4,0.65,0.1,0.35
7,0.75,0.5,0.45,0.25,0.4
8,0.75,0.45,0.3,0.3,0.55
9,0.7,0.45,0.55,0.4,0.5
10,0.65,0.2,0.35,0.35,0.45
11,0.3,0.35,0.3,0.35,0.5
12,0.55,0.55,0.4,0.3,0.6
13,0.45,0.45,0.55,0.4,0.4
14,0.55,0.35,0.25,0.4,0.55
15,0.35,0.45,0.3,0.4,0.45
16,0.6,0.35,0.35,0.6,0.75
17,0.35,0.15,0.25,0.5,0.5
18,0.15,0.2,0.3,0.45,0.8
19,0.1,0.2,0.2,0.5,0.55
20,0.25,0.35,0.25,0.25,0.5
21,0.6,0.4,0.35,0.45,0.25
22,0.7,0.45,0.5,0.4,0.25
23,0.75,0.3,0.4,0.45,0.25
24,0.7,0.25,0.3,0.45,0.15
25,0.45,0.45,0.45,0.35,0.35
26,0.55,0.45,0.5,0.4,0.35
27,0.5,0.35,0.5,0.55,0.3
28,0.45,0.5,0.4,0.35,0.25
29,0.55,0.45,0.15,0.35,0.3
30,0.45,0.45,0.3,0.2,0.15
31,0.55,0.65,0.4,0.3,0.15
32,0.5,0.35,0.35,0.15,0.5
33,0.3,0.55,0.6,0.3,0.4
34,0.1,0.55,0.35,0.5,0.35
35,0.2,0.5,0.35,0.55,0.3
36,0.4,0.45,0.55,0.5,0.5
37,0.75,0.25,0.65,0.45,0.5
38,0.55,0.4,0.65,0.5,0.3
39,0.8,0.45,0.7,0.55,0.25
40,0.7,0.4,0.7,0.5,0.5
41,0.5,0.55,0.7,0.45,0.5
42,0.4,0.4,0.7,0.35,0.55
43,0.5,0.25,0.7,0.35,0.3
44,0.5,0.4,0.7,0.3,0.35
45,0.45,0.35,0.9,0.3,0.5
46,0.6,0.6,0.85,0.25,0.55
47,0.55,0.8,0.7,0.2,0.45
48,0.45,0.7,0.45,0.35,0.3
49,0.45,0.55,0.55,0.35,0.4
50,0.5,0.5,0.25,0.35,0.45
51,0.5,0.35,0.25,0.3,0.25
52,0.4,0.15,0.25,0.35,0.5
53,0.55,0.1,0.5,0.3,0.55
54,0.55,0.35,0.55,0.35,0.65
55,0.65,0.55,0.55,0.45,0.65
56,0.5,0.7,0.5,0.4,0.4
57,0.5,0.25,0.25,0.45,0.3
58,0.5,0.15,0.5,0.3,0.35
59,0.55,0.4,0.55,0.4,0.4
60,0.55,0.45,0.75,0.5,0.3
61,0.45,0.4,0.55,0.55,0.2
62,0.4,0.65,0.2,0.4,0.25
63,0.4,0.45,0.45,0.5,0.05
64,0.35,0.5,0.35,0.45,0.25
65,0.15,0.55,0.45,0.4,0.35
66,0.4,0.45,0.65,0.4,0.25
67,0.45,0.55,0.6,0.35,0.3
68,0.45,0.75,0.8,0.45,0.45
69,0.35,0.65,0.75,0.3,0.35
70,0.3,0.9,0.7,0.25,0.3
71,0.4,0.9,0.45,0.4,0.3
72,0.35,0.7,0.5,0.5,0.3
73,0.2,0.3,0.65,0.5,0.45
74,0.3,0.55,0.6,0.65,0.5
75,0.4,0.5,0.6,0.5,0.5
76,0.45,0.5,0.6,0.25,0.55
77,0.5,0.75,0.55,0.5,0.4
78,0.4,0.65,0.5,0.5,0.35
79,0.45,0.45,0.6,0.45,0.45
80,0.25,0.5,0.45,0.7,0.5
81,0.4,0.5,0.45,0.8,0.5
82,0.3,0.6,0.55,0.7,0.5
83,0.7,0.55,0.45,0.55,0.2
84,0.75,0.65,0.3,0.5,0.2
85,0.75,0.7,0.25,0.5,0.1
86,0.9,0.6,0.3,0.45,0.15
87,0.55,0.4,0.2,0.4,0.45
88,0.5,0.65,0.55,0.4,0.4
89,0.75,0.65,0.35,0.4,0.45
90,0.55,0.5,0.35,0.4,0.45
91,0.55,0.5,0.2,0.55,0.5
92,0.35,0.4,0.35,0.3,0.6
93,0.45,0.65,0.3,0.3,0.5
94,0.4,0.55,0.25,0.35,0.4
95,0.55,0.5,0.25,0.35,0.2
96,0.5,0.6,0.25,0.45,0.15
97,0.5,0.65,0.4,0.25,0.35
98,0.35,0.35,0.45,0.35,0.35
99,0.3,0.2,0.45,0.2,0.45
