Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.5,0.6,0.45,0.5,0.7
1,0.75,0.65,0.35,0.45,0.7
2,0.65,0.5,0.6,0.5,0.6
3,0.65,0.45,0.55,0.6,0.55
4,0.35,0.4,0.4,0.45,0.35
5,0.25,0.45,0.45,0.45,0.45
6,0.4,0.5,0.4,0.25,0.45
7,0.6,0.55,0.35,0.15,0.65
8,0.45,0.55,0.3,0.25,0.6
9,0.45,0.5,0.35,0.1,0.55
10,0.45,0.65,0.3,0.25,0.6
11,0.25,0.5,0.4,0.4,0.5
12,0.2,0.3,0.35,0.35,0.6
13,0.45,0.25,0.3,0.45,0.5
14,0.7,0.4,0.25,0.45,0.45
15,0.65,0.35,0.2,0.25,0.5
16,0.6,0.2,0.35,0.3,0.45
17,0.4,0.35,0.4,0.2,0.55
18,0.45,0.35,0.55,0.4,0.6
19,0.55,0.55,0.55,0.3,0.5
20,0.55,0.7,0.65,0.55,0.35
21,0.5,0.55,0.6,0.55,0.45
22,0.5,0.45,0.6,0.45,0.55
23,0.75,0.35,0.5,0.3,0.6
24,0.8,0.3,0.4,0.35,0.5
25,0.45,0.45,0.45,0.4,0.5
26,0.45,0.2,0.45,0.6,0.45
27,0.65,0.2,0.4,0.65,0.65
28,0.6,0.3,0.3,0.5,0.5
29,0.65,0.35,0.3,0.7,0.35
30,0.4,0.1,0.4,0.7,0.35
31,0.5,0.05,0.35,0.65,0.3
32,0.4,0.25,0.35,0.7,0.55
33,0.35,0.25,0.35,0.75,0.5
34,0.35,0.2,0.35,0.7,0.6
35,0.65,0.35,0.5,0.7,0.65
36,0.65,0.25,0.35,0.9,0.5
37,0.7,0.3,0.35,0.9,0.65
38,0.55,0.3,0.4,0.8,0.6
39,0.65,0.4,0.55,0.55,0.55
40,0.3,0.35,0.65,0.75,0.5
41,0.15,0.45,0.7,0.75,0.35
42,0.1,0.45,0.45,0.5,0.15
43,0.15,0.45,0.5,0.5,0.3
44,0.3,0.6,0.35,0.5,0.3
45,0.2,0.85,0.4,0.4,0.4
46,0.35,0.9,0.25,0.3,0.35
47,0.45,0.7,0.5,0.2,0.45
48,0.5,0.75,0.5,0.15,0.6
49,0.35,0.6,0.4,0.25,0.5
50,0.2,0.55,0.4,0.25,0.4
51,0.3,0.45,0.35,0.6,0.7
52,0.45,0.7,0.25,0.75,0.5
53,0.35,0.5,0.25,0.7,0.5
54,0.4,0.6,0.35,0.3,0.45
55,0.4,0.4,0.3,0.45,0.6
56,0.7,0.55,0.35,0.6,0.65
57,0.45,0.6,0.3,0.55,0.5
58,0.45,0.5,0.5,0.45,0.4
59,0.3,0.2,0.85,0.4,0.55
60,0.4,0.15,0.75,0.4,0.4
61,0.5,0.3,0.7,0.55,0.45
62,0.65,0.4,0.7,0.55,0.5
63,0.5,0.3,0.55,0.45,0.4
64,0.6,0.55,0.5,0.4,0.45
65,0.6,0.35,0.25,0.35,0.45
66,0.7,0.55,0.4,0.65,0.4
67,0.65,0.45,0.5,0.65,0.45
68,0.8,0.3,0.55,0.7,0.3
69,0.65,0.3,0.6,0.45,0.4
70,0.6,0.35,0.5,0.45,0.25
71,0.25,0.35,0.2,0.65,0.65
72,0.3,0.35,0.3,0.65,0.5
73,0.3,0.45,0.25,0.4,0.35
74,0.5,0.5,0.4,0.4,0.45
75,0.35,0.6,0.55,0.45,0.55
76,0.4,0.45,0.6,0.3,0.55
77,0.45,0.55,0.5,0.4,0.4
78,0.45,0.7,0.55,0.2,0.5
79,0.4,0.55,0.7,0.3,0.45
80,0.35,0.55,0.7,0.2,0.35
81,0.25,0.6,0.65,0.3,0.25
82,0.4,0.65,0.8,0.4,0.2
83,0.35,0.5,0.8,0.4,0.05
84,0.35,0.5,0.5,0.5,0.25
85,0.3,0.4,0.7,0.45,0.45
86,0.35,0.4,0.5,0.2,0.35
87,0.35,0.65,0.6,0.35,0.15
88,0.25,0.55,0.7,0.4,0.35
89,0.15,0.45,0.55,0.7,0.3
90,0.3,0.35,0.45,0.8,0.65
91,0.35,0.15,0.3,0.85,0.55
92,0.4,0.25,0.3,0.65,0.65
93,0.55,0.25,0.25,0.35,0.5
94,0.45,0.65,0.15,0.4,0.3
95,0.65,0.55,0.2,0.3,0.25
96,0.7,0.65,0.2,0.4,0.35
97,0.8,0.65,0.25,0.4,0.35
98,0.55,0.6,0.3,0.5,0.45
99,0.65,0.6,0.25,0.6,0.2
