Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look,mate_11_look,mate_12_look,mate_13_look,mate_14_look,mate_15_look,mate_16_look,mate_17_look,mate_18_look,mate_19_look,mate_20_look
0,0.4,0.4,0.55,0.65,0.6,0.75,0.55,0.4,0.45,0.55,0.35,0.35,0.45,0.6,0.45,0.55,0.65,0.2,0.6,0.55
1,0.45,0.1,0.4,0.55,0.8,0.75,0.25,0.65,0.3,0.55,0.25,0.2,0.1,0.35,0.45,1.0,0.85,0.15,0.25,0.45
2,0.4,0.25,0.35,0.6,0.95,0.7,0.5,0.65,0.1,0.65,0.25,0.05,0.1,0.3,0.7,0.95,0.9,0.35,0.3,0.3
3,0.6,0.25,0.55,0.65,0.9,1.0,0.7,0.9,0.3,0.5,0.1,0.05,0.15,0.3,0.5,0.95,0.9,0.15,0.15,0.3
4,0.85,0.25,0.8,0.65,1.0,0.85,0.9,0.95,0.45,0.3,0.1,0.1,0.15,0.2,0.55,0.95,0.9,0.25,0.25,0.15
5,1.0,0.1,0.8,0.6,0.95,0.85,0.65,0.75,0.75,0.25,0.25,0.0,0.1,0.4,0.45,0.95,0.7,0.1,0.45,0.3
6,1.0,0.0,0.8,0.45,0.8,0.7,0.35,0.8,0.75,0.4,0.35,0.05,0.15,0.5,0.6,0.95,0.7,0.0,0.35,0.25
7,0.95,0.05,0.8,0.5,0.85,0.7,0.3,0.85,0.9,0.5,0.25,0.05,0.2,0.45,0.65,0.9,0.65,0.05,0.35,0.35
8,0.95,0.05,0.95,0.5,0.85,0.75,0.4,0.95,1.0,0.7,0.15,0.05,0.2,0.55,0.65,0.8,0.9,0.15,0.2,0.4
9,0.95,0.0,0.95,0.65,0.9,0.65,0.25,0.95,0.85,0.9,0.1,0.15,0.05,0.7,0.65,0.8,0.95,0.25,0.0,0.2
10,1.0,0.0,0.9,0.3,0.8,0.55,0.05,0.85,0.8,0.85,0.1,0.1,0.2,0.9,0.9,0.8,1.0,0.05,0.0,0.25
11,1.0,0.0,0.75,0.05,0.75,0.75,0.15,0.7,0.85,0.6,0.2,0.25,0.15,0.95,0.8,0.95,0.95,0.2,0.05,0.35
12,0.95,0.05,0.6,0.05,0.65,0.5,0.3,0.5,0.8,0.8,0.35,0.4,0.3,0.9,0.8,0.8,0.9,0.4,0.05,0.45
13,0.95,0.0,0.65,0.05,0.5,0.65,0.5,0.5,0.6,0.6,0.5,0.65,0.25,0.95,0.9,0.85,0.8,0.45,0.05,0.4
14,0.9,0.0,0.55,0.1,0.3,0.6,0.55,0.75,0.4,0.5,0.7,0.5,0.15,0.85,0.7,0.7,0.8,0.25,0.05,0.5
15,0.95,0.0,0.55,0.05,0.35,0.7,0.4,0.95,0.1,0.1,0.8,0.8,0.05,0.9,0.85,0.6,0.65,0.25,0.05,0.25
16,0.95,0.05,0.4,0.1,0.3,0.4,0.35,0.95,0.2,0.25,0.7,0.7,0.0,0.65,0.7,0.5,0.65,0.25,0.0,0.3
17,1.0,0.15,0.2,0.1,0.5,0.5,0.35,0.95,0.15,0.3,0.85,0.4,0.1,0.65,0.45,0.25,0.6,0.05,0.15,0.4
18,0.8,0.25,0.05,0.15,0.6,0.55,0.5,1.0,0.15,0.05,0.85,0.45,0.0,0.4,0.6,0.25,0.35,0.2,0.3,0.3
19,0.95,0.15,0.25,0.05,0.55,0.5,0.55,1.0,0.1,0.1,0.55,0.4,0.1,0.5,0.65,0.55,0.4,0.4,0.45,0.15
20,1.0,0.0,0.15,0.2,0.55,0.7,0.75,0.9,0.1,0.05,0.7,0.3,0.0,0.55,0.4,0.3,0.25,0.3,0.7,0.1
21,0.9,0.0,0.15,0.3,0.45,0.55,0.6,0.95,0.1,0.25,0.65,0.35,0.05,0.55,0.45,0.4,0.35,0.35,0.65,0.3
22,0.8,0.0,0.2,0.45,0.25,0.45,0.35,0.95,0.0,0.3,0.4,0.55,0.1,0.6,0.45,0.45,0.4,0.45,0.5,0.4
23,0.7,0.0,0.25,0.35,0.45,0.6,0.25,0.9,0.0,0.25,0.55,0.55,0.2,0.45,0.5,0.4,0.2,0.45,0.65,0.3
