Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look,mate_11_look,mate_12_look,mate_13_look,mate_14_look,mate_15_look,mate_16_look,mate_17_look,mate_18_look,mate_19_look,mate_20_look
0,0.65,0.55,0.45,0.35,0.5,0.6,0.45,0.45,0.5,0.5,0.15,0.5,0.4,0.5,0.7,0.4,0.4,0.55,0.55,0.4
1,0.8,0.65,0.7,0.4,0.5,0.35,0.65,0.45,0.6,0.5,0.2,0.4,0.45,0.5,0.75,0.35,0.3,0.45,0.55,0.6
2,0.75,0.9,0.5,0.25,0.7,0.45,0.6,0.4,0.6,0.55,0.2,0.45,0.5,0.65,0.85,0.1,0.5,0.15,0.45,0.45
3,0.8,0.6,0.7,0.55,0.7,0.35,0.45,0.4,0.6,0.35,0.15,0.55,0.4,0.75,0.55,0.05,0.2,0.05,0.15,0.45
4,0.75,0.35,0.8,0.75,0.95,0.25,0.25,0.25,0.8,0.25,0.0,0.25,0.15,0.8,0.5,0.1,0.2,0.3,0.1,0.6
5,0.75,0.35,0.8,0.85,0.85,0.2,0.15,0.2,0.8,0.4,0.05,0.15,0.05,0.9,0.25,0.15,0.3,0.35,0.0,0.55
6,0.35,0.5,0.9,0.85,0.8,0.3,0.0,0.45,0.6,0.55,0.0,0.05,0.05,0.85,0.2,0.3,0.3,0.25,0.1,0.7
7,0.5,0.3,0.9,0.75,0.55,0.0,0.2,0.45,0.8,0.45,0.0,0.1,0.05,0.8,0.0,0.25,0.0,0.3,0.2,0.5
8,0.55,0.25,0.85,0.6,0.65,0.05,0.1,0.45,0.85,0.6,0.05,0.1,0.1,0.95,0.05,0.15,0.0,0.5,0.0,0.55
9,0.65,0.4,0.9,0.55,0.7,0.0,0.0,0.5,0.75,0.75,0.0,0.25,0.0,0.95,0.05,0.15,0.05,0.55,0.0,0.45
10,0.85,0.75,0.65,0.45,0.6,0.15,0.1,0.6,0.7,0.9,0.0,0.4,0.15,0.95,0.2,0.35,0.0,0.55,0.0,0.25
11,0.85,0.7,0.75,0.6,0.55,0.1,0.15,0.5,0.7,0.8,0.0,0.4,0.15,0.95,0.3,0.4,0.25,0.55,0.0,0.25
12,0.85,0.55,0.8,0.45,0.45,0.15,0.3,0.55,0.6,0.75,0.1,0.4,0.1,1.0,0.3,0.45,0.1,0.55,0.05,0.35
13,0.7,0.65,0.8,0.2,0.2,0.25,0.25,0.75,0.5,0.7,0.15,0.65,0.1,0.95,0.15,0.8,0.05,0.45,0.05,0.3
14,0.8,0.7,0.55,0.25,0.2,0.2,0.25,0.85,0.45,0.75,0.1,0.7,0.15,0.9,0.05,0.65,0.1,0.5,0.1,0.2
15,0.85,0.6,0.8,0.25,0.1,0.3,0.25,0.8,0.2,0.9,0.05,0.5,0.15,0.95,0.3,0.75,0.05,0.65,0.25,0.1
16,0.8,0.3,1.0,0.15,0.1,0.1,0.45,0.85,0.0,0.85,0.0,0.3,0.25,0.8,0.4,0.9,0.1,0.75,0.1,0.0
17,0.8,0.4,0.95,0.15,0.1,0.25,0.45,0.85,0.0,0.6,0.05,0.4,0.3,0.85,0.35,0.9,0.15,0.7,0.2,0.0
18,0.85,0.2,0.95,0.2,0.15,0.2,0.2,0.95,0.05,0.75,0.25,0.35,0.3,0.8,0.25,0.9,0.0,0.6,0.2,0.1
