Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.6,0.55,0.8,0.35,0.5,0.55,0.5,0.55,0.4,0.55
1,0.6,0.5,0.8,0.6,0.45,0.7,0.55,0.55,0.45,0.5
2,0.8,0.7,0.55,0.8,0.35,0.8,0.65,0.55,0.55,0.5
3,0.85,0.75,0.35,0.75,0.35,0.9,0.7,0.6,0.7,0.55
4,1.0,0.6,0.35,0.65,0.25,0.95,0.7,0.85,0.6,0.55
5,0.95,0.6,0.5,0.85,0.35,0.95,0.65,0.85,0.4,0.85
6,0.75,0.35,0.65,0.95,0.2,0.9,0.7,0.8,0.45,0.7
7,0.65,0.3,0.75,0.7,0.45,0.45,0.95,0.9,0.15,0.65
8,0.6,0.25,0.4,0.8,0.5,0.5,0.9,0.7,0.4,0.65
9,0.5,0.15,0.55,0.6,0.4,0.55,0.9,0.85,0.2,0.45
10,0.6,0.25,0.7,0.65,0.3,0.45,0.7,0.75,0.3,0.6
11,0.3,0.25,0.6,0.8,0.45,0.6,0.8,0.55,0.15,0.2
12,0.55,0.3,0.6,0.75,0.3,0.55,0.65,0.55,0.35,0.4
13,0.75,0.25,0.45,0.5,0.6,0.6,0.6,0.25,0.45,0.45
14,0.8,0.15,0.25,0.6,0.6,0.75,0.65,0.1,0.45,0.4
15,0.9,0.45,0.15,0.75,0.55,0.8,0.5,0.15,0.45,0.8
16,0.9,0.65,0.1,0.75,0.75,0.65,0.7,0.35,0.35,0.85
17,0.7,0.5,0.4,0.5,0.6,0.75,0.3,0.2,0.3,0.65
18,0.8,0.35,0.45,0.6,0.6,0.8,0.35,0.2,0.4,0.7
19,0.75,0.4,0.75,0.75,0.75,0.85,0.35,0.25,0.5,0.85
20,0.95,0.45,0.75,0.8,0.85,0.75,0.2,0.55,0.5,0.9
21,0.65,0.65,0.8,0.9,0.8,0.7,0.3,0.5,0.5,0.85
22,0.5,0.75,0.7,0.9,0.6,0.55,0.4,0.75,0.55,0.9
23,0.35,0.55,0.4,0.95,0.25,0.45,0.35,0.85,0.55,1.0
24,0.1,0.55,0.5,0.95,0.25,0.35,0.35,0.65,0.55,1.0
25,0.05,0.35,0.6,0.95,0.4,0.55,0.45,0.55,0.55,0.9
26,0.0,0.4,0.65,0.85,0.6,0.7,0.75,0.75,0.5,0.75
27,0.05,0.45,0.7,0.65,0.55,0.7,0.55,0.85,0.6,0.8
28,0.1,0.2,0.7,0.5,0.35,0.65,0.7,0.8,0.65,0.85
29,0.3,0.4,0.85,0.4,0.5,0.4,0.45,0.65,0.7,0.75
30,0.55,0.5,0.4,0.35,0.45,0.2,0.25,0.5,0.75,0.75
31,0.5,0.5,0.4,0.6,0.55,0.25,0.15,0.5,0.9,0.7
32,0.5,0.65,0.35,0.6,0.6,0.25,0.2,0.5,0.85,0.65
33,0.65,0.7,0.35,0.5,0.5,0.35,0.3,0.35,0.8,0.75
34,0.6,0.75,0.25,0.5,0.6,0.6,0.4,0.35,0.9,0.6
35,0.45,0.75,0.3,0.7,0.65,0.6,0.4,0.3,0.7,0.45
36,0.4,0.6,0.3,0.35,0.55,0.4,0.5,0.15,0.7,0.65
37,0.35,0.6,0.2,0.25,0.4,0.3,0.6,0.05,0.8,0.9
38,0.25,0.55,0.25,0.25,0.2,0.15,0.55,0.2,0.8,1.0
39,0.3,0.65,0.25,0.2,0.25,0.2,0.45,0.55,0.85,0.95
40,0.3,0.6,0.5,0.4,0.3,0.25,0.2,0.6,0.75,0.9
41,0.55,0.7,0.7,0.5,0.6,0.2,0.1,0.6,0.7,0.9
42,0.45,0.6,0.5,0.35,0.35,0.15,0.2,0.45,0.4,0.6
43,0.55,0.5,0.4,0.4,0.4,0.15,0.15,0.5,0.75,0.7
44,0.4,0.55,0.45,0.35,0.4,0.3,0.3,0.65,0.75,0.65
45,0.3,0.55,0.6,0.35,0.65,0.05,0.4,0.7,0.7,0.6
46,0.5,0.45,0.3,0.5,0.6,0.15,0.55,0.75,0.55,0.7
47,0.7,0.5,0.35,0.5,0.55,0.15,0.65,0.6,0.5,0.55
48,0.5,0.5,0.45,0.4,0.65,0.4,0.5,0.35,0.5,0.4
49,0.7,0.7,0.4,0.45,0.5,0.25,0.65,0.1,0.3,0.25
