Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.55,0.45,0.55,0.55,0.55,0.5,0.65,0.5,0.3,0.5
1,0.7,0.45,0.35,0.35,0.3,0.55,0.75,0.4,0.4,0.55
2,0.7,0.5,0.6,0.6,0.45,0.5,0.9,0.55,0.1,0.25
3,0.55,0.5,0.8,0.6,0.5,0.35,0.8,0.5,0.0,0.25
4,0.5,0.45,0.55,0.75,0.6,0.3,0.7,0.45,0.05,0.2
5,0.7,0.35,0.3,0.75,0.65,0.15,0.5,0.4,0.1,0.2
6,0.9,0.35,0.2,0.55,0.75,0.25,0.6,0.35,0.35,0.55
7,0.9,0.6,0.35,0.5,0.95,0.4,0.8,0.55,0.45,0.5
8,0.65,0.5,0.35,0.35,0.6,0.25,0.65,0.6,0.75,0.5
9,0.7,0.55,0.3,0.5,0.7,0.45,0.65,0.6,0.8,0.5
10,0.8,0.9,0.4,0.65,0.95,0.45,0.6,0.85,0.7,0.5
11,0.7,0.65,0.5,0.4,0.85,0.55,0.85,0.65,0.7,0.35
12,0.7,0.5,0.5,0.2,0.65,0.8,0.8,0.45,0.8,0.35
13,0.9,0.55,0.4,0.05,0.8,0.65,0.6,0.5,0.75,0.3
14,0.85,0.5,0.3,0.05,0.65,0.85,0.4,0.4,0.45,0.4
15,0.85,0.3,0.45,0.15,0.5,0.7,0.75,0.45,0.4,0.5
16,0.55,0.4,0.15,0.4,0.35,0.8,0.8,0.8,0.65,0.5
17,0.45,0.15,0.2,0.4,0.6,0.7,0.55,0.55,0.65,0.65
18,0.55,0.25,0.3,0.4,0.6,0.45,0.4,0.45,0.2,0.55
19,0.6,0.35,0.15,0.2,0.75,0.5,0.6,0.25,0.05,0.75
20,0.6,0.3,0.3,0.1,0.7,0.55,0.5,0.4,0.2,0.7
21,0.75,0.3,0.35,0.2,0.7,0.35,0.65,0.65,0.25,0.85
22,0.6,0.5,0.4,0.1,0.75,0.4,0.45,0.55,0.05,0.95
23,0.45,0.5,0.15,0.25,0.6,0.6,0.45,0.4,0.2,0.9
24,0.35,0.6,0.15,0.25,0.6,0.6,0.2,0.65,0.3,0.85
25,0.75,0.55,0.25,0.0,0.45,0.65,0.3,0.6,0.5,0.85
26,0.7,0.5,0.4,0.15,0.4,0.65,0.2,0.5,0.25,0.85
27,0.8,0.5,0.4,0.1,0.25,0.5,0.2,0.45,0.2,0.85
28,0.6,0.6,0.35,0.2,0.35,0.25,0.35,0.6,0.4,0.9
29,0.45,0.45,0.65,0.4,0.15,0.2,0.35,0.65,0.6,0.8
30,0.6,0.45,0.7,0.2,0.2,0.2,0.5,0.7,0.4,0.65
31,0.65,0.4,0.55,0.15,0.15,0.3,0.45,0.9,0.2,0.45
32,0.8,0.45,0.25,0.25,0.5,0.35,0.35,0.85,0.15,0.2
33,0.7,0.7,0.25,0.35,0.45,0.25,0.2,0.75,0.3,0.2
34,0.6,0.7,0.4,0.1,0.65,0.1,0.2,0.75,0.35,0.4
35,0.8,0.8,0.45,0.05,0.55,0.35,0.4,0.85,0.3,0.25
36,0.9,0.8,0.3,0.0,0.7,0.3,0.6,0.65,0.1,0.2
37,0.95,0.9,0.35,0.05,0.75,0.35,0.65,0.95,0.05,0.25
38,0.95,0.95,0.65,0.15,0.65,0.5,0.75,0.9,0.15,0.45
39,0.85,0.8,0.55,0.35,0.75,0.45,0.55,0.8,0.2,0.25
40,0.95,0.75,0.6,0.55,0.4,0.35,0.5,0.65,0.25,0.5
41,0.85,0.8,0.75,0.4,0.45,0.65,0.2,0.45,0.45,0.3
42,0.8,0.65,0.9,0.55,0.45,0.75,0.2,0.4,0.4,0.15
43,0.8,0.35,0.95,0.6,0.65,0.75,0.1,0.45,0.5,0.2
44,0.8,0.55,0.95,0.45,0.6,0.6,0.2,0.5,0.35,0.35
45,0.7,0.55,0.75,0.65,0.65,0.55,0.35,0.55,0.5,0.45
46,0.75,0.6,0.65,0.4,0.7,0.55,0.6,0.6,0.4,0.45
47,0.8,0.65,0.65,0.45,0.75,0.55,0.6,0.7,0.45,0.6
48,0.6,0.6,0.3,0.4,0.95,0.55,0.7,0.6,0.3,0.45
49,0.6,0.4,0.35,0.4,0.85,0.55,0.55,0.5,0.05,0.6
50,0.45,0.6,0.4,0.6,0.65,0.55,0.4,0.5,0.1,0.6
51,0.6,0.35,0.4,0.85,0.45,0.35,0.6,0.3,0.4,0.65
52,0.65,0.25,0.5,0.7,0.65,0.5,0.55,0.3,0.45,0.55
53,0.7,0.3,0.6,0.75,0.75,0.45,0.25,0.4,0.5,0.45
54,0.8,0.25,0.65,0.6,0.55,0.5,0.2,0.3,0.7,0.3
55,0.75,0.2,0.6,0.4,0.35,0.45,0.3,0.35,0.75,0.3
56,0.9,0.35,0.85,0.2,0.45,0.6,0.35,0.2,0.9,0.35
57,0.8,0.35,0.8,0.15,0.35,0.35,0.55,0.3,0.9,0.45
58,0.65,0.25,0.85,0.25,0.3,0.4,0.4,0.6,0.85,0.2
59,0.8,0.2,1.0,0.35,0.55,0.15,0.6,0.55,0.7,0.2
60,0.9,0.25,0.85,0.3,0.5,0.05,0.7,0.7,0.55,0.3
61,0.8,0.25,0.75,0.2,0.25,0.15,0.9,0.8,0.15,0.4
62,0.7,0.25,0.85,0.3,0.25,0.15,0.8,0.8,0.25,0.3
63,0.8,0.45,0.9,0.2,0.15,0.15,0.7,0.7,0.5,0.15
64,0.75,0.4,0.9,0.1,0.25,0.35,0.8,0.75,0.65,0.1
65,0.8,0.55,0.65,0.25,0.3,0.4,0.65,0.8,0.65,0.2
66,0.8,0.25,0.55,0.3,0.4,0.5,0.45,0.8,0.25,0.25
67,0.75,0.45,0.45,0.3,0.45,0.25,0.55,0.6,0.55,0.05
68,0.8,0.15,0.75,0.25,0.25,0.4,0.65,0.7,0.55,0.1
69,0.85,0.2,0.85,0.15,0.2,0.4,0.65,0.75,0.5,0.4
70,0.7,0.45,0.9,0.35,0.35,0.25,0.95,0.45,0.5,0.35
71,0.7,0.6,0.85,0.55,0.35,0.1,0.95,0.2,0.2,0.25
72,0.8,0.55,0.85,0.5,0.65,0.1,0.85,0.35,0.4,0.35
73,0.7,0.55,0.7,0.6,0.45,0.3,0.7,0.4,0.3,0.4
74,0.9,0.3,0.65,0.4,0.25,0.15,0.7,0.25,0.35,0.25
75,0.85,0.25,0.8,0.35,0.25,0.15,0.7,0.35,0.55,0.3
76,0.9,0.3,0.7,0.35,0.15,0.4,0.7,0.4,0.45,0.55
77,0.75,0.35,0.85,0.4,0.1,0.4,0.7,0.3,0.65,0.5
78,0.85,0.1,0.95,0.3,0.05,0.45,0.5,0.25,0.7,0.45
79,0.8,0.15,0.95,0.45,0.3,0.45,0.4,0.25,0.7,0.4
80,0.75,0.35,0.95,0.35,0.3,0.4,0.1,0.3,0.65,0.45
81,0.7,0.15,0.95,0.6,0.4,0.45,0.05,0.25,0.7,0.7
82,0.7,0.25,0.95,0.35,0.35,0.35,0.2,0.5,0.65,0.9
83,0.85,0.3,0.85,0.15,0.35,0.4,0.25,0.7,0.6,0.75
84,0.8,0.55,0.7,0.2,0.25,0.35,0.5,0.55,0.5,0.95
85,0.9,0.7,0.6,0.3,0.3,0.1,0.3,0.4,0.3,0.95
86,0.95,0.55,0.5,0.45,0.2,0.3,0.05,0.25,0.25,0.95
87,0.85,0.2,0.15,0.55,0.3,0.2,0.1,0.45,0.25,0.95
88,0.8,0.1,0.3,0.25,0.1,0.1,0.15,0.5,0.3,0.95
89,0.5,0.15,0.2,0.25,0.15,0.2,0.05,0.45,0.3,0.8
90,0.55,0.05,0.3,0.25,0.35,0.2,0.15,0.2,0.35,0.85
91,0.45,0.2,0.35,0.25,0.5,0.1,0.2,0.2,0.35,0.9
92,0.25,0.25,0.15,0.55,0.35,0.1,0.15,0.3,0.25,0.8
93,0.2,0.25,0.1,0.45,0.4,0.2,0.25,0.5,0.2,1.0
94,0.2,0.2,0.05,0.3,0.55,0.15,0.2,0.65,0.3,0.9
95,0.4,0.4,0.25,0.25,0.5,0.1,0.3,0.8,0.45,0.6
96,0.55,0.4,0.3,0.3,0.5,0.1,0.6,0.6,0.45,0.5
97,0.65,0.4,0.35,0.45,0.45,0.05,0.55,0.6,0.45,0.4
98,0.4,0.1,0.5,0.45,0.65,0.1,0.4,0.85,0.5,0.4
99,0.35,0.25,0.45,0.5,0.75,0.05,0.35,0.9,0.3,0.35
