Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.5,0.4,0.5,0.55,0.55
1,0.55,0.3,0.45,0.6,0.6
2,0.55,0.2,0.55,0.6,0.45
3,0.75,0.3,0.5,0.35,0.65
4,0.8,0.4,0.3,0.3,0.35
5,0.8,0.45,0.45,0.3,0.45
6,0.65,0.5,0.4,0.2,0.35
7,0.6,0.3,0.2,0.45,0.25
8,0.55,0.55,0.35,0.55,0.3
9,0.55,0.6,0.3,0.55,0.35
10,0.55,0.5,0.2,0.75,0.4
11,0.65,0.6,0.2,0.65,0.4
12,0.65,0.35,0.35,0.6,0.2
13,0.5,0.1,0.15,0.4,0.3
14,0.7,0.25,0.25,0.55,0.4
15,0.8,0.3,0.05,0.35,0.45
16,0.95,0.35,0.25,0.5,0.5
17,0.85,0.4,0.25,0.45,0.55
18,0.7,0.45,0.2,0.6,0.45
19,0.65,0.4,0.3,0.45,0.6
20,0.5,0.5,0.25,0.5,0.6
21,0.6,0.45,0.25,0.45,0.6
22,0.5,0.3,0.6,0.45,0.55
23,0.65,0.55,0.5,0.3,0.4
24,0.65,0.35,0.7,0.3,0.6
25,0.65,0.4,0.7,0.25,0.55
26,0.6,0.5,0.55,0.35,0.6
27,0.8,0.15,0.6,0.4,0.5
28,0.7,0.2,0.3,0.45,0.55
29,0.35,0.35,0.6,0.4,0.55
30,0.35,0.2,0.6,0.45,0.85
31,0.4,0.4,0.45,0.6,0.8
32,0.65,0.65,0.45,0.65,0.75
33,0.55,0.55,0.35,0.45,0.65
34,0.75,0.6,0.3,0.55,0.5
35,0.65,0.55,0.55,0.45,0.5
36,0.35,0.45,0.5,0.55,0.55
37,0.7,0.2,0.75,0.5,0.45
38,0.75,0.15,0.5,0.6,0.45
39,0.65,0.55,0.3,0.55,0.6
40,0.8,0.5,0.25,0.45,0.45
41,0.55,0.35,0.15,0.45,0.5
42,0.5,0.5,0.25,0.5,0.55
43,0.7,0.7,0.35,0.6,0.55
44,0.7,0.45,0.5,0.25,0.5
45,0.7,0.75,0.25,0.3,0.5
46,0.75,0.65,0.35,0.45,0.45
47,0.6,0.45,0.45,0.05,0.15
48,0.75,0.35,0.7,0.3,0.4
49,0.45,0.25,0.75,0.4,0.25
50,0.5,0.6,0.45,0.15,0.35
51,0.5,0.6,0.4,0.3,0.25
52,0.5,0.45,0.45,0.25,0.15
53,0.4,0.4,0.4,0.25,0.1
54,0.4,0.6,0.4,0.05,0.5
55,0.65,0.5,0.4,0.2,0.45
56,0.65,0.55,0.4,0.25,0.35
57,0.55,0.45,0.45,0.3,0.45
58,0.55,0.4,0.4,0.25,0.4
59,0.45,0.4,0.35,0.45,0.6
60,0.35,0.4,0.3,0.4,0.65
61,0.4,0.35,0.6,0.5,0.3
62,0.55,0.4,0.35,0.25,0.35
63,0.4,0.65,0.3,0.55,0.4
64,0.4,0.75,0.65,0.45,0.25
65,0.55,0.65,0.7,0.45,0.25
66,0.7,0.6,0.55,0.7,0.35
67,0.5,0.65,0.55,0.75,0.4
68,0.6,0.4,0.4,0.65,0.35
69,0.65,0.2,0.6,0.85,0.1
70,0.6,0.15,0.75,0.75,0.15
71,0.55,0.35,0.6,0.5,0.2
72,0.6,0.4,0.55,0.6,0.2
73,0.3,0.6,0.35,0.45,0.4
74,0.25,0.4,0.3,0.55,0.4
75,0.2,0.4,0.3,0.5,0.7
76,0.15,0.4,0.25,0.65,0.75
77,0.6,0.25,0.45,0.65,0.55
78,0.45,0.5,0.3,0.5,0.75
79,0.45,0.3,0.25,0.6,0.55
80,0.35,0.3,0.2,0.35,0.4
81,0.45,0.3,0.4,0.4,0.5
82,0.6,0.15,0.4,0.4,0.1
83,0.55,0.1,0.45,0.5,0.4
84,0.35,0.15,0.55,0.45,0.5
85,0.45,0.1,0.45,0.6,0.5
86,0.7,0.25,0.25,0.7,0.55
87,0.5,0.3,0.3,0.6,0.6
88,0.2,0.5,0.4,0.45,0.45
89,0.3,0.45,0.7,0.45,0.4
90,0.45,0.4,0.6,0.5,0.4
91,0.35,0.65,0.5,0.25,0.4
92,0.55,0.6,0.25,0.55,0.3
93,0.8,0.4,0.3,0.45,0.25
94,0.8,0.45,0.3,0.5,0.15
95,0.45,0.35,0.4,0.45,0.3
96,0.55,0.25,0.45,0.6,0.25
97,0.6,0.25,0.6,0.6,0.3
98,0.65,0.35,0.55,0.5,0.4
99,0.55,0.45,0.55,0.35,0.45
