Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.4,0.55,0.5,0.3,0.55,0.8,0.55,0.55,0.45,0.5
1,0.35,0.55,0.95,0.45,0.4,0.6,0.8,0.65,0.5,0.5
2,0.2,0.5,0.95,0.3,0.15,0.6,0.85,0.65,0.65,0.7
3,0.5,0.3,0.95,0.35,0.35,0.8,1.0,0.45,0.7,0.65
4,0.6,0.15,0.9,0.5,0.25,0.85,0.95,0.35,0.35,0.65
5,0.75,0.4,0.9,0.7,0.4,0.75,0.85,0.35,0.2,0.85
6,0.65,0.45,0.95,0.35,0.7,0.55,0.95,0.35,0.4,0.7
7,0.45,0.5,0.9,0.45,1.0,0.65,1.0,0.2,0.45,0.8
8,0.5,0.5,0.85,0.65,0.85,0.3,0.95,0.15,0.3,0.65
9,0.2,0.45,0.75,0.65,0.4,0.15,0.9,0.1,0.2,0.45
10,0.15,0.5,0.9,0.95,0.45,0.15,0.75,0.2,0.05,0.45
11,0.15,0.7,0.8,0.95,0.35,0.1,0.55,0.25,0.05,0.65
12,0.05,0.75,0.7,0.75,0.35,0.1,0.65,0.25,0.15,0.7
13,0.15,0.7,0.65,0.45,0.45,0.05,0.4,0.3,0.2,0.7
14,0.15,0.85,0.3,0.75,0.4,0.0,0.4,0.2,0.2,0.65
15,0.2,0.85,0.45,0.6,0.35,0.0,0.3,0.1,0.3,0.7
16,0.4,0.9,0.45,0.35,0.65,0.0,0.05,0.2,0.3,0.95
17,0.2,0.85,0.65,0.5,0.7,0.1,0.15,0.35,0.4,0.8
18,0.55,0.65,0.45,0.5,0.5,0.25,0.1,0.5,0.35,0.7
19,0.35,0.85,0.45,0.55,0.5,0.65,0.15,0.6,0.15,0.55
20,0.25,0.75,0.4,0.75,0.5,0.45,0.25,0.6,0.45,0.65
21,0.15,0.9,0.65,0.55,0.5,0.6,0.45,0.3,0.5,0.8
22,0.15,0.8,0.45,0.55,0.35,0.55,0.5,0.4,0.75,0.8
23,0.0,0.9,0.35,0.6,0.55,0.7,0.7,0.2,0.7,0.6
24,0.0,0.85,0.5,0.65,0.7,0.6,0.75,0.35,0.55,0.65
25,0.15,0.85,0.7,0.55,0.8,0.35,0.7,0.15,0.35,0.8
26,0.4,0.85,0.65,0.7,0.45,0.35,0.65,0.45,0.45,0.75
