Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.5,0.55,0.45,0.6,0.65,0.55,0.3,0.5,0.35,0.6
1,0.7,0.4,0.5,0.6,0.55,0.65,0.35,0.25,0.35,0.65
2,0.75,0.5,0.25,0.6,0.55,0.75,0.2,0.45,0.3,0.6
3,0.95,0.65,0.45,0.55,0.55,0.9,0.2,0.4,0.55,0.45
4,0.9,0.95,0.45,0.6,0.55,0.95,0.25,0.45,0.75,0.65
5,0.8,0.9,0.6,0.65,0.5,0.95,0.2,0.45,0.75,0.4
6,0.9,0.85,0.55,0.7,0.45,0.85,0.35,0.4,0.7,0.2
7,0.9,0.85,0.45,0.35,0.3,0.75,0.4,0.2,0.85,0.25
8,0.7,0.85,0.35,0.15,0.15,0.5,0.2,0.35,0.75,0.25
9,0.85,0.8,0.25,0.05,0.25,0.25,0.55,0.3,0.9,0.55
10,0.65,0.75,0.3,0.2,0.5,0.15,0.4,0.45,0.65,0.4
11,0.7,0.9,0.3,0.55,0.25,0.25,0.15,0.45,0.5,0.45
12,0.7,0.9,0.4,0.55,0.25,0.2,0.35,0.8,0.65,0.15
13,0.65,0.9,0.4,0.55,0.35,0.25,0.2,0.55,0.65,0.15
14,0.65,0.75,0.45,0.45,0.25,0.25,0.15,0.45,0.35,0.3
15,0.8,0.85,0.45,0.45,0.25,0.45,0.25,0.5,0.45,0.2
16,0.7,0.75,0.5,0.35,0.25,0.35,0.15,0.55,0.65,0.3
17,0.85,0.75,0.6,0.3,0.25,0.45,0.2,0.8,0.65,0.45
18,0.75,0.8,0.4,0.55,0.3,0.6,0.1,0.8,0.7,0.5
19,0.6,0.6,0.3,0.8,0.35,0.45,0.25,1.0,0.8,0.65
20,0.6,0.5,0.5,0.7,0.25,0.6,0.35,1.0,0.65,0.55
21,0.4,0.7,0.35,0.6,0.35,0.55,0.2,0.8,0.65,0.45
22,0.3,0.75,0.45,0.55,0.45,0.7,0.2,0.6,0.5,0.65
23,0.25,0.7,0.4,0.35,0.2,0.75,0.2,0.6,0.55,0.75
24,0.5,0.6,0.3,0.3,0.3,0.85,0.25,0.6,0.45,0.7
25,0.75,0.65,0.4,0.4,0.55,0.75,0.15,0.5,0.35,0.85
26,0.8,0.75,0.3,0.25,0.4,0.45,0.4,0.65,0.55,0.8
27,0.7,0.5,0.35,0.3,0.6,0.6,0.3,0.5,0.2,0.35
28,0.8,0.3,0.35,0.25,0.45,0.4,0.45,0.5,0.6,0.65
29,0.8,0.45,0.6,0.15,0.5,0.2,0.65,0.35,0.5,0.75
30,0.9,0.4,0.45,0.15,0.55,0.1,0.55,0.55,0.6,0.75
31,0.9,0.55,0.3,0.25,0.5,0.3,0.55,0.65,0.7,0.75
