Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look,mate_11_look,mate_12_look,mate_13_look,mate_14_look,mate_15_look,mate_16_look,mate_17_look,mate_18_look,mate_19_look,mate_20_look
0,0.55,0.45,0.4,0.55,0.6,0.5,0.5,0.7,0.65,0.5,0.35,0.65,0.65,0.55,0.45,0.5,0.55,0.45,0.4,0.55
1,0.65,0.65,0.6,0.65,0.5,0.5,0.45,0.6,0.55,0.35,0.3,0.65,0.65,0.6,0.4,0.5,0.4,0.35,0.45,0.65
2,0.7,0.55,0.65,0.5,0.6,0.65,0.3,0.5,0.45,0.05,0.45,0.95,0.8,0.6,0.05,0.4,0.65,0.55,0.6,0.45
3,0.45,0.7,0.7,0.45,0.7,0.7,0.6,0.8,0.5,0.25,0.6,1.0,0.65,0.65,0.05,0.45,0.75,0.55,0.6,0.3
4,0.6,0.65,0.5,0.5,0.75,0.55,0.45,0.7,0.55,0.3,0.5,1.0,0.55,0.65,0.0,0.5,0.7,0.65,0.55,0.25
5,0.8,0.55,0.25,0.7,0.75,0.45,0.2,0.75,0.25,0.3,0.35,0.95,0.35,0.5,0.0,0.6,0.6,0.8,0.4,0.3
6,0.85,0.55,0.3,0.75,0.75,0.6,0.25,0.7,0.1,0.4,0.2,1.0,0.2,0.35,0.05,0.65,0.4,0.9,0.45,0.35
7,0.75,0.55,0.4,0.75,0.4,0.55,0.15,0.55,0.2,0.45,0.1,1.0,0.15,0.45,0.2,0.65,0.2,0.95,0.55,0.55
8,0.8,0.8,0.35,0.6,0.35,0.6,0.2,0.65,0.15,0.55,0.2,1.0,0.3,0.45,0.1,0.8,0.25,1.0,0.55,0.55
9,0.75,0.75,0.35,0.7,0.5,0.65,0.35,0.5,0.2,0.8,0.3,0.95,0.4,0.6,0.1,0.75,0.2,1.0,0.65,0.5
10,0.65,0.85,0.15,0.8,0.85,0.75,0.35,0.85,0.1,0.85,0.25,0.9,0.15,0.6,0.1,0.85,0.2,0.95,0.75,0.15
11,0.55,0.9,0.05,0.65,0.85,0.65,0.4,0.85,0.2,0.9,0.2,0.85,0.25,0.65,0.1,0.95,0.3,0.9,0.65,0.15
12,0.55,0.85,0.05,0.8,0.9,0.8,0.35,0.85,0.25,1.0,0.35,1.0,0.2,0.65,0.15,0.8,0.2,0.9,0.5,0.15
13,0.5,0.65,0.1,0.9,0.95,0.9,0.35,0.9,0.1,0.9,0.5,1.0,0.35,0.5,0.15,0.85,0.3,0.85,0.5,0.2
14,0.4,0.6,0.0,0.95,1.0,0.9,0.4,0.9,0.05,0.8,0.45,1.0,0.5,0.3,0.2,0.8,0.2,0.9,0.55,0.15
15,0.2,0.45,0.05,0.75,1.0,0.85,0.45,0.8,0.25,1.0,0.3,0.95,0.85,0.3,0.4,0.9,0.0,0.95,0.45,0.25
16,0.05,0.35,0.25,0.8,0.95,0.95,0.35,0.75,0.3,0.8,0.25,0.9,0.8,0.2,0.25,0.75,0.05,0.95,0.5,0.2
17,0.05,0.2,0.1,0.6,1.0,0.9,0.45,0.65,0.2,0.7,0.1,0.8,0.8,0.4,0.45,0.7,0.15,0.9,0.5,0.4
18,0.0,0.2,0.1,0.7,1.0,0.9,0.25,0.85,0.1,0.95,0.45,0.85,0.55,0.25,0.15,0.5,0.25,0.95,0.4,0.35
19,0.0,0.4,0.1,0.65,0.85,0.9,0.3,0.85,0.1,1.0,0.5,0.9,0.45,0.2,0.15,0.35,0.25,0.9,0.25,0.35
20,0.0,0.25,0.2,0.85,0.85,0.75,0.05,0.6,0.2,0.95,0.35,0.8,0.2,0.05,0.3,0.45,0.25,0.7,0.35,0.4
21,0.05,0.25,0.15,0.85,0.9,0.5,0.05,0.5,0.05,0.95,0.4,0.85,0.2,0.15,0.35,0.65,0.15,0.7,0.4,0.45
22,0.25,0.25,0.0,0.95,1.0,0.3,0.05,0.4,0.0,0.85,0.2,0.9,0.25,0.25,0.65,0.9,0.15,0.65,0.5,0.8
23,0.05,0.2,0.0,0.9,1.0,0.2,0.0,0.1,0.1,0.85,0.05,0.9,0.4,0.1,0.65,0.9,0.1,0.55,0.85,0.85
24,0.05,0.4,0.15,0.9,0.9,0.3,0.1,0.2,0.15,0.95,0.05,0.95,0.65,0.15,0.4,0.85,0.15,0.5,0.85,0.7
25,0.25,0.4,0.05,0.85,0.85,0.35,0.2,0.25,0.2,0.95,0.15,0.95,0.6,0.15,0.35,0.8,0.25,0.4,0.85,0.65
26,0.15,0.55,0.15,0.85,0.9,0.25,0.2,0.3,0.25,1.0,0.35,0.8,0.6,0.4,0.3,0.7,0.3,0.3,0.75,0.65
27,0.4,0.45,0.05,0.95,0.85,0.2,0.1,0.3,0.15,0.95,0.25,0.95,0.75,0.25,0.65,0.7,0.25,0.25,0.65,0.6
28,0.2,0.35,0.15,0.9,0.75,0.3,0.1,0.4,0.05,0.8,0.35,1.0,0.55,0.05,0.85,0.55,0.1,0.15,0.7,0.75
29,0.45,0.55,0.2,0.65,0.5,0.6,0.15,0.6,0.2,0.75,0.25,0.95,0.65,0.2,0.65,0.6,0.25,0.05,0.85,0.95
30,0.5,0.7,0.2,0.8,0.35,0.65,0.1,0.8,0.0,0.4,0.2,0.95,0.8,0.05,0.95,0.25,0.35,0.15,0.85,0.85
31,0.4,0.95,0.3,0.85,0.45,0.9,0.4,0.8,0.05,0.55,0.45,0.85,0.95,0.2,0.75,0.2,0.4,0.2,0.8,0.95
32,0.35,0.85,0.2,0.65,0.5,0.7,0.35,0.65,0.1,0.8,0.5,0.7,0.85,0.2,0.75,0.4,0.25,0.5,0.65,0.95
33,0.55,0.65,0.5,0.6,0.5,0.8,0.45,0.65,0.0,0.55,0.45,0.6,0.75,0.25,0.85,0.5,0.2,0.55,0.7,0.9
34,0.65,0.8,0.7,0.45,0.3,0.8,0.25,0.55,0.1,0.4,0.35,0.75,0.7,0.2,0.8,0.5,0.25,0.65,0.7,0.8
35,0.85,0.55,0.8,0.45,0.3,0.7,0.25,0.6,0.25,0.7,0.55,0.7,0.85,0.2,0.6,0.55,0.15,0.7,0.65,0.9
36,0.8,0.5,0.7,0.7,0.3,0.45,0.25,0.65,0.25,0.75,0.65,0.75,0.8,0.2,0.7,0.4,0.15,0.6,0.4,1.0
37,0.65,0.5,0.75,0.7,0.3,0.3,0.3,0.55,0.35,0.75,0.7,0.75,0.75,0.2,0.6,0.45,0.1,0.5,0.3,1.0
38,0.6,0.25,0.85,0.8,0.4,0.2,0.3,0.45,0.45,0.6,0.75,0.95,0.5,0.3,0.55,0.5,0.25,0.45,0.25,0.95
39,0.55,0.15,0.95,0.7,0.5,0.3,0.3,0.35,0.25,0.35,0.65,0.95,0.4,0.35,0.75,0.55,0.15,0.6,0.3,0.9
40,0.7,0.0,0.9,0.6,0.35,0.4,0.45,0.35,0.1,0.35,0.4,0.95,0.3,0.3,0.7,0.7,0.1,0.8,0.5,0.8
41,0.5,0.05,0.95,0.5,0.25,0.45,0.7,0.55,0.1,0.6,0.4,0.9,0.1,0.5,0.6,0.95,0.2,0.85,0.5,0.9
42,0.75,0.2,1.0,0.65,0.25,0.45,0.65,0.65,0.15,0.6,0.4,0.6,0.0,0.6,0.65,1.0,0.35,0.95,0.3,0.85
43,0.75,0.35,0.9,0.45,0.1,0.45,0.75,0.45,0.0,0.45,0.6,0.45,0.0,0.3,0.65,0.9,0.25,0.85,0.4,0.95
44,0.65,0.2,0.75,0.4,0.0,0.4,0.9,0.4,0.1,0.45,0.75,0.35,0.0,0.3,0.5,0.95,0.25,0.75,0.45,1.0
45,0.65,0.1,0.75,0.35,0.0,0.35,0.75,0.5,0.2,0.6,0.75,0.35,0.0,0.4,0.5,1.0,0.15,0.65,0.4,0.95
46,0.7,0.05,0.7,0.45,0.15,0.25,0.8,0.55,0.25,0.8,0.8,0.45,0.05,0.3,0.5,0.85,0.1,0.5,0.35,0.95
47,0.7,0.2,0.7,0.6,0.25,0.4,0.85,0.6,0.3,0.7,0.8,0.25,0.15,0.3,0.45,0.85,0.1,0.45,0.3,0.9
48,0.5,0.45,0.65,0.7,0.35,0.35,0.7,0.75,0.5,0.8,0.8,0.1,0.1,0.45,0.25,0.7,0.1,0.2,0.3,0.85
49,0.65,0.4,0.45,0.8,0.35,0.55,0.5,0.85,0.35,0.85,0.9,0.15,0.1,0.4,0.05,0.65,0.15,0.35,0.55,0.75
50,0.65,0.3,0.4,1.0,0.45,0.35,0.55,0.7,0.35,0.7,1.0,0.3,0.05,0.35,0.05,0.75,0.35,0.15,0.55,0.6
51,0.35,0.4,0.5,1.0,0.6,0.35,0.75,0.75,0.45,0.8,0.95,0.25,0.05,0.5,0.1,0.65,0.4,0.1,0.35,0.6
52,0.3,0.6,0.5,1.0,0.4,0.35,0.65,0.85,0.5,0.85,0.9,0.35,0.05,0.45,0.1,0.7,0.35,0.2,0.3,0.65
53,0.4,0.5,0.35,0.95,0.5,0.35,0.65,0.7,0.3,0.7,1.0,0.5,0.1,0.35,0.2,0.75,0.45,0.25,0.5,0.6
54,0.15,0.25,0.7,0.95,0.6,0.1,0.75,0.7,0.7,0.75,0.95,0.7,0.1,0.7,0.1,0.85,0.25,0.25,0.35,0.75
55,0.25,0.45,0.4,0.7,0.75,0.2,0.65,0.6,0.45,0.6,0.95,0.55,0.2,0.45,0.25,0.95,0.45,0.15,0.7,0.65
56,0.3,0.3,0.55,0.5,0.55,0.05,0.55,0.6,0.5,0.55,0.9,0.7,0.05,0.5,0.4,1.0,0.45,0.35,0.6,0.55
57,0.3,0.45,0.45,0.5,0.45,0.1,0.45,0.5,0.3,0.35,1.0,0.65,0.2,0.45,0.75,1.0,0.6,0.45,0.7,0.35
58,0.1,0.75,0.75,0.5,0.3,0.05,0.9,0.25,0.55,0.45,1.0,0.35,0.3,0.65,0.5,0.95,0.3,0.3,0.3,0.7
59,0.0,0.7,0.7,0.5,0.3,0.15,0.8,0.1,0.5,0.5,0.9,0.25,0.35,0.8,0.5,0.8,0.25,0.15,0.3,0.6
60,0.0,0.7,0.55,0.4,0.25,0.2,0.75,0.1,0.45,0.6,1.0,0.55,0.45,0.7,0.6,0.6,0.4,0.2,0.5,0.45
61,0.15,0.7,0.4,0.5,0.2,0.35,0.65,0.05,0.45,0.5,0.95,0.55,0.55,0.75,0.75,0.65,0.6,0.2,0.7,0.45
62,0.25,0.7,0.4,0.35,0.3,0.35,0.65,0.05,0.65,0.35,0.9,0.4,0.5,0.6,0.65,0.8,0.8,0.25,0.7,0.45
63,0.3,0.7,0.25,0.55,0.15,0.55,0.3,0.1,0.4,0.6,0.85,0.45,0.55,0.5,0.7,0.65,0.6,0.2,0.6,0.3
64,0.45,0.7,0.45,0.5,0.05,0.5,0.4,0.0,0.4,0.7,0.95,0.15,0.5,0.5,0.5,0.65,0.65,0.1,0.4,0.35
65,0.6,0.5,0.4,0.5,0.25,0.35,0.4,0.0,0.45,0.45,0.95,0.2,0.45,0.6,0.35,0.65,0.7,0.3,0.5,0.55
66,0.8,0.4,0.55,0.2,0.35,0.25,0.5,0.0,0.65,0.3,1.0,0.05,0.4,0.7,0.3,0.7,0.8,0.35,0.65,0.7
67,0.9,0.45,0.75,0.1,0.25,0.25,0.65,0.1,0.65,0.2,1.0,0.05,0.45,0.85,0.05,0.65,0.85,0.2,0.7,0.85
68,0.7,0.15,0.65,0.25,0.4,0.25,0.65,0.2,0.5,0.25,0.95,0.2,0.65,0.55,0.1,0.3,0.65,0.3,0.65,0.75
69,0.5,0.2,0.6,0.4,0.15,0.4,0.4,0.2,0.3,0.4,0.85,0.15,0.55,0.6,0.1,0.35,0.5,0.5,0.45,0.55
70,0.55,0.1,0.45,0.55,0.1,0.5,0.35,0.15,0.35,0.6,0.7,0.15,0.8,0.35,0.2,0.2,0.4,0.45,0.4,0.4
71,0.65,0.2,0.5,0.5,0.05,0.45,0.4,0.15,0.45,0.5,0.4,0.0,0.75,0.45,0.2,0.2,0.55,0.35,0.5,0.1
72,0.45,0.2,0.45,0.55,0.05,0.45,0.55,0.2,0.6,0.5,0.45,0.05,0.7,0.35,0.15,0.2,0.65,0.5,0.55,0.2
73,0.7,0.4,0.5,0.4,0.0,0.55,0.8,0.35,0.55,0.3,0.25,0.1,0.55,0.7,0.1,0.45,0.65,0.25,0.7,0.2
74,0.8,0.4,0.4,0.35,0.0,0.6,0.8,0.4,0.5,0.3,0.4,0.1,0.5,0.8,0.0,0.4,0.65,0.35,0.75,0.25
75,0.65,0.25,0.45,0.45,0.05,0.7,0.65,0.25,0.4,0.3,0.35,0.1,0.65,0.75,0.05,0.4,0.55,0.45,0.6,0.2
76,0.85,0.1,0.35,0.55,0.05,0.65,0.75,0.35,0.1,0.15,0.25,0.0,0.65,0.85,0.0,0.65,0.5,0.25,0.4,0.15
77,0.95,0.1,0.4,0.6,0.1,0.65,1.0,0.3,0.0,0.2,0.4,0.05,0.65,0.9,0.05,0.7,0.5,0.1,0.55,0.25
78,0.7,0.1,0.4,0.6,0.0,0.75,0.95,0.3,0.1,0.05,0.25,0.1,0.8,1.0,0.0,0.85,0.5,0.15,0.45,0.25
79,0.45,0.15,0.55,0.5,0.05,0.65,0.85,0.35,0.25,0.1,0.3,0.3,0.75,0.95,0.0,0.9,0.8,0.45,0.7,0.3
80,0.65,0.05,0.55,0.15,0.0,0.75,0.7,0.35,0.15,0.4,0.2,0.7,0.85,0.95,0.1,1.0,0.85,0.6,0.85,0.65
81,0.8,0.05,0.45,0.15,0.0,0.95,1.0,0.55,0.3,0.5,0.1,0.9,0.9,0.85,0.3,1.0,0.9,0.95,0.8,0.95
82,0.85,0.1,0.4,0.1,0.0,0.9,0.85,0.55,0.6,0.65,0.25,0.9,0.95,0.65,0.3,0.95,0.7,0.95,0.6,0.95
83,0.75,0.35,0.35,0.25,0.0,1.0,0.75,0.75,0.8,0.7,0.3,0.9,0.95,0.45,0.2,1.0,0.7,0.85,0.3,0.9
84,0.7,0.5,0.2,0.25,0.1,0.95,0.7,0.8,0.8,0.8,0.3,0.85,1.0,0.2,0.1,0.9,0.55,0.9,0.2,0.95
85,0.85,0.7,0.35,0.2,0.2,0.9,0.9,0.7,0.8,0.7,0.3,0.8,1.0,0.25,0.1,0.75,0.55,1.0,0.2,0.95
86,0.85,0.75,0.4,0.1,0.2,0.85,0.95,0.65,0.7,0.7,0.3,0.75,1.0,0.3,0.1,0.65,0.35,0.9,0.4,1.0
87,0.65,0.7,0.3,0.2,0.25,0.8,0.95,0.65,0.75,0.65,0.5,0.7,1.0,0.25,0.05,0.55,0.6,0.85,0.15,1.0
88,0.7,0.7,0.2,0.3,0.5,0.75,0.85,0.8,0.75,0.4,0.3,0.8,0.9,0.2,0.1,0.3,0.15,0.7,0.1,0.95
89,1.0,0.8,0.05,0.4,0.6,0.7,0.95,0.9,0.85,0.5,0.45,0.9,0.95,0.05,0.15,0.4,0.3,0.8,0.15,0.95
90,0.95,0.9,0.05,0.5,0.95,0.6,0.9,1.0,1.0,0.25,0.3,0.85,0.95,0.0,0.4,0.15,0.3,0.9,0.0,0.95
91,0.9,0.95,0.1,0.6,1.0,0.65,0.9,1.0,0.95,0.25,0.35,0.75,0.9,0.05,0.35,0.0,0.2,0.9,0.1,0.85
92,1.0,0.9,0.15,0.3,0.95,0.6,0.55,0.95,0.7,0.2,0.4,1.0,0.95,0.0,0.25,0.05,0.15,0.75,0.05,0.95
93,1.0,0.8,0.1,0.4,0.95,0.65,0.45,0.85,0.35,0.05,0.45,0.95,0.9,0.05,0.45,0.05,0.1,0.5,0.0,0.95
94,0.95,0.95,0.05,0.55,1.0,0.7,0.4,0.8,0.5,0.05,0.5,0.9,0.75,0.0,0.5,0.05,0.15,0.35,0.05,0.9
95,0.85,0.9,0.0,0.5,0.95,0.75,0.25,0.7,0.45,0.0,0.5,0.85,0.7,0.0,0.35,0.1,0.15,0.3,0.05,0.85
96,0.65,0.95,0.05,0.6,0.95,0.45,0.3,0.65,0.7,0.05,0.4,0.65,0.65,0.0,0.45,0.3,0.4,0.35,0.05,0.85
97,0.8,1.0,0.05,0.4,0.9,0.35,0.25,0.5,0.45,0.05,0.5,0.75,0.75,0.05,0.3,0.35,0.1,0.1,0.0,0.75
98,1.0,0.9,0.05,0.55,0.95,0.2,0.15,0.45,0.55,0.05,0.65,0.55,0.85,0.1,0.15,0.45,0.0,0.15,0.15,0.8
99,1.0,0.85,0.1,0.55,0.9,0.2,0.2,0.6,0.35,0.05,0.45,0.9,0.75,0.2,0.2,0.6,0.1,0.1,0.25,0.55
