Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.45,0.35,0.45,0.5,0.4,0.5,0.4,0.3,0.4,0.55
1,0.6,0.15,0.45,0.45,0.3,0.45,0.5,0.55,0.85,0.7
2,0.75,0.5,0.25,0.75,0.1,0.25,0.55,0.5,0.75,0.65
3,0.8,0.35,0.15,0.8,0.2,0.3,0.5,0.35,0.6,0.55
4,0.75,0.1,0.35,0.55,0.3,0.25,0.3,0.25,0.35,0.3
5,0.6,0.0,0.5,0.55,0.3,0.2,0.25,0.2,0.3,0.1
6,0.6,0.1,0.5,0.45,0.2,0.25,0.5,0.25,0.25,0.2
7,0.6,0.25,0.7,0.45,0.3,0.25,0.45,0.15,0.3,0.4
8,0.55,0.4,0.5,0.5,0.1,0.5,0.55,0.15,0.15,0.35
9,0.6,0.35,0.45,0.45,0.25,0.45,0.55,0.3,0.15,0.35
10,0.55,0.45,0.45,0.6,0.35,0.4,0.5,0.35,0.05,0.4
11,0.65,0.5,0.45,0.45,0.25,0.45,0.45,0.25,0.05,0.4
12,0.6,0.75,0.6,0.45,0.25,0.65,0.35,0.35,0.2,0.5
13,0.5,0.6,0.55,0.65,0.2,0.7,0.4,0.35,0.2,0.4
14,0.7,0.75,0.55,0.7,0.2,0.5,0.3,0.4,0.3,0.65
15,0.75,0.7,0.45,0.65,0.25,0.7,0.35,0.45,0.35,0.65
16,0.85,0.85,0.3,0.7,0.35,0.65,0.5,0.45,0.35,0.8
17,0.7,0.9,0.25,0.65,0.5,0.9,0.25,0.4,0.45,0.6
18,0.45,0.9,0.3,0.65,0.8,0.85,0.15,0.4,0.3,0.45
19,0.3,0.95,0.25,0.65,0.8,0.6,0.05,0.25,0.4,0.25
20,0.35,0.9,0.4,0.65,0.85,0.4,0.1,0.15,0.5,0.35
21,0.35,0.65,0.35,0.55,0.75,0.1,0.25,0.15,0.65,0.7
22,0.45,0.75,0.35,0.65,0.7,0.35,0.15,0.25,0.5,0.75
23,0.35,0.55,0.35,0.7,0.8,0.5,0.15,0.3,0.45,0.6
24,0.45,0.7,0.4,0.8,0.7,0.35,0.25,0.4,0.35,0.55
25,0.55,0.95,0.35,0.7,0.6,0.25,0.3,0.2,0.15,0.8
26,0.6,1.0,0.85,0.85,0.45,0.15,0.5,0.1,0.35,0.65
27,0.65,1.0,0.65,0.8,0.35,0.35,0.6,0.05,0.3,0.35
28,0.6,0.85,0.6,0.6,0.55,0.05,0.8,0.1,0.5,0.5
29,0.75,0.75,0.4,0.65,0.6,0.2,0.85,0.2,0.4,0.25
30,0.8,0.65,0.45,0.7,0.5,0.3,0.75,0.35,0.45,0.2
31,0.7,0.4,0.4,0.75,0.8,0.3,0.55,0.3,0.65,0.05
32,0.65,0.45,0.25,0.8,0.7,0.45,0.85,0.3,0.5,0.15
