Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.35,0.5,0.45,0.45,0.45,0.55,0.55,0.6,0.45,0.45
1,0.45,0.45,0.25,0.45,0.4,0.45,0.45,0.8,0.35,0.3
2,0.65,0.3,0.25,0.45,0.5,0.45,0.45,0.65,0.5,0.3
3,0.8,0.45,0.5,0.7,0.45,0.25,0.6,0.3,0.45,0.3
4,0.65,0.55,0.65,0.85,0.6,0.05,0.55,0.3,0.5,0.35
5,0.8,0.85,0.75,0.65,0.45,0.15,0.6,0.45,0.25,0.5
6,0.75,0.7,0.6,0.6,0.35,0.35,0.35,0.5,0.35,0.5
7,0.7,0.7,0.9,0.5,0.35,0.35,0.45,0.5,0.25,0.45
8,0.6,0.55,0.75,0.75,0.3,0.6,0.6,0.3,0.2,0.55
9,0.65,0.55,0.95,0.85,0.55,0.5,0.9,0.35,0.2,0.8
10,0.8,0.85,0.95,0.7,0.45,0.6,0.65,0.45,0.25,0.75
11,0.75,0.6,0.75,0.75,0.1,0.55,0.75,0.3,0.35,0.8
12,0.7,0.65,0.85,0.65,0.3,0.4,0.9,0.35,0.45,0.6
13,0.7,0.6,0.85,0.85,0.4,0.5,0.9,0.45,0.45,0.4
14,0.5,0.6,0.7,0.65,0.45,0.55,0.75,0.3,0.5,0.4
15,0.6,0.65,0.55,0.5,0.6,0.65,0.5,0.15,0.7,0.55
16,0.75,0.6,0.4,0.55,0.55,0.4,0.75,0.2,0.95,0.15
17,0.8,0.45,0.25,0.55,0.65,0.5,0.85,0.15,0.8,0.25
18,0.75,0.35,0.6,0.35,0.85,0.25,0.95,0.15,0.75,0.3
19,0.7,0.35,0.85,0.3,0.7,0.1,0.85,0.05,0.75,0.3
20,0.7,0.4,0.75,0.45,0.45,0.05,0.6,0.1,0.65,0.35
21,0.8,0.7,0.55,0.4,0.25,0.15,0.6,0.25,0.5,0.6
22,0.55,0.75,0.45,0.35,0.15,0.2,0.55,0.35,0.55,0.55
23,0.85,0.6,0.6,0.35,0.25,0.45,0.55,0.4,0.8,0.55
24,0.75,0.75,0.5,0.3,0.25,0.55,0.65,0.4,0.85,0.5
25,0.6,0.9,0.55,0.35,0.3,0.55,0.75,0.55,0.65,0.55
26,0.75,0.8,0.3,0.3,0.1,0.8,0.95,0.4,0.7,0.7
27,0.85,0.75,0.35,0.5,0.0,0.9,0.9,0.15,0.8,0.45
28,0.7,0.75,0.25,0.3,0.25,0.6,0.9,0.3,0.8,0.55
29,0.8,0.75,0.3,0.35,0.45,0.65,0.75,0.5,0.6,0.45
30,0.95,0.7,0.3,0.45,0.5,0.45,0.75,0.75,0.75,0.35
31,0.95,0.65,0.35,0.5,0.25,0.4,0.7,0.5,0.65,0.15
32,1.0,0.75,0.35,0.6,0.4,0.35,0.65,0.75,0.65,0.1
33,0.95,0.75,0.2,0.45,0.75,0.3,0.55,0.7,0.8,0.15
34,0.85,0.85,0.35,0.15,0.85,0.2,0.45,0.6,0.9,0.2
35,0.85,0.65,0.3,0.05,0.85,0.1,0.45,0.65,0.75,0.2
36,0.75,0.55,0.25,0.25,0.65,0.35,0.4,0.6,0.55,0.35
37,0.85,0.45,0.3,0.45,0.6,0.2,0.35,0.35,0.75,0.3
38,0.75,0.75,0.4,0.35,0.8,0.5,0.55,0.45,0.3,0.1
39,0.8,0.5,0.3,0.35,0.6,0.55,0.35,0.55,0.35,0.35
40,0.95,0.35,0.2,0.45,0.6,0.55,0.25,0.6,0.4,0.35
41,0.85,0.3,0.15,0.7,0.7,0.6,0.3,0.6,0.45,0.85
42,0.95,0.3,0.3,0.75,0.6,0.55,0.35,0.75,0.3,0.65
43,0.8,0.3,0.2,0.8,0.55,0.6,0.4,0.5,0.1,0.6
44,0.7,0.25,0.45,0.8,0.4,0.6,0.3,0.5,0.25,0.7
45,0.4,0.15,0.2,0.6,0.45,0.5,0.25,0.35,0.2,0.85
46,0.3,0.4,0.4,0.7,0.55,0.55,0.3,0.55,0.15,0.6
47,0.65,0.35,0.5,0.9,0.75,0.4,0.25,0.4,0.25,0.7
48,0.4,0.25,0.35,0.9,0.85,0.15,0.25,0.35,0.15,0.7
49,0.35,0.35,0.45,0.8,0.9,0.2,0.3,0.4,0.4,0.85
50,0.35,0.2,0.65,0.65,0.65,0.6,0.45,0.35,0.35,0.85
51,0.15,0.45,0.8,0.8,0.4,0.85,0.6,0.2,0.2,0.7
52,0.1,0.45,0.65,0.7,0.45,0.7,0.5,0.3,0.25,0.65
53,0.2,0.55,0.6,0.5,0.5,0.8,0.4,0.2,0.25,0.6
54,0.2,0.7,0.45,0.6,0.7,0.7,0.4,0.35,0.5,0.55
55,0.3,0.8,0.7,0.65,0.55,0.8,0.55,0.25,0.1,0.85
56,0.5,0.85,0.8,0.45,0.35,0.5,0.4,0.1,0.05,0.55
57,0.6,0.65,0.7,0.45,0.55,0.5,0.65,0.25,0.25,0.6
58,0.65,0.6,0.4,0.55,0.8,0.7,0.7,0.2,0.25,0.3
59,0.7,0.4,0.35,0.75,0.75,0.6,0.65,0.2,0.1,0.4
60,0.6,0.45,0.4,0.7,0.65,0.25,0.55,0.45,0.25,0.4
61,0.6,0.3,0.5,0.65,0.4,0.1,0.4,0.45,0.3,0.45
62,0.5,0.25,0.3,0.65,0.3,0.25,0.35,0.5,0.35,0.3
63,0.75,0.3,0.3,0.65,0.3,0.2,0.35,0.45,0.3,0.2
64,0.7,0.5,0.35,0.7,0.35,0.25,0.6,0.4,0.15,0.15
65,0.5,0.65,0.4,0.5,0.3,0.35,0.6,0.4,0.15,0.2
66,0.6,0.65,0.4,0.5,0.5,0.25,0.65,0.35,0.5,0.15
67,0.55,0.5,0.3,0.45,0.35,0.2,0.45,0.35,0.45,0.25
68,0.7,0.2,0.2,0.4,0.3,0.25,0.85,0.2,0.2,0.25
69,0.7,0.25,0.3,0.45,0.2,0.1,0.7,0.15,0.1,0.1
70,0.65,0.25,0.35,0.35,0.25,0.05,0.85,0.25,0.2,0.15
71,0.55,0.15,0.3,0.1,0.3,0.1,0.9,0.45,0.25,0.2
72,0.3,0.35,0.1,0.1,0.2,0.35,1.0,0.25,0.6,0.3
73,0.25,0.45,0.15,0.05,0.5,0.45,1.0,0.15,0.35,0.55
74,0.55,0.5,0.25,0.25,0.4,0.4,0.9,0.15,0.2,0.45
75,0.5,0.3,0.45,0.45,0.7,0.45,0.9,0.2,0.3,0.35
76,0.25,0.4,0.4,0.6,0.5,0.5,0.95,0.35,0.3,0.4
77,0.55,0.35,0.55,0.7,0.5,0.5,0.85,0.2,0.3,0.45
78,0.5,0.4,0.5,0.8,0.5,0.35,0.9,0.25,0.15,0.45
79,0.4,0.55,0.8,0.55,0.3,0.3,0.85,0.35,0.25,0.35
80,0.55,0.45,0.7,0.5,0.25,0.3,0.6,0.4,0.45,0.3
81,0.7,0.65,0.6,0.7,0.5,0.3,0.25,0.45,0.4,0.65
82,0.85,0.75,0.8,0.6,0.4,0.25,0.25,0.25,0.45,0.35
83,0.85,0.7,0.75,0.35,0.55,0.4,0.35,0.3,0.7,0.6
84,0.55,0.45,0.6,0.35,0.6,0.65,0.2,0.35,0.5,0.55
85,0.45,0.45,0.5,0.55,0.6,0.7,0.25,0.25,0.5,0.65
86,0.8,0.5,0.45,0.35,0.6,0.55,0.4,0.35,0.4,0.65
87,0.8,0.5,0.45,0.3,0.75,0.4,0.3,0.5,0.5,0.75
88,0.75,0.45,0.4,0.3,0.7,0.6,0.35,0.55,0.45,0.5
89,0.6,0.35,0.35,0.45,0.5,0.55,0.4,0.35,0.65,0.45
90,0.7,0.55,0.6,0.4,0.55,0.4,0.3,0.6,0.5,0.6
91,0.4,0.6,0.65,0.25,0.4,0.55,0.4,0.45,0.5,0.55
92,0.5,0.55,0.8,0.2,0.3,0.4,0.35,0.7,0.35,0.55
93,0.55,0.45,0.8,0.05,0.25,0.25,0.2,0.75,0.4,0.65
94,0.45,0.3,0.6,0.05,0.15,0.55,0.35,0.6,0.45,0.75
95,0.4,0.3,0.65,0.1,0.4,0.4,0.35,0.75,0.75,0.75
96,0.4,0.4,0.65,0.15,0.25,0.7,0.5,0.75,0.7,0.95
97,0.3,0.35,0.4,0.15,0.1,0.9,0.45,0.65,0.9,0.95
98,0.4,0.35,0.45,0.4,0.05,0.85,0.5,0.45,0.9,0.85
99,0.65,0.4,0.25,0.45,0.05,0.85,0.45,0.5,0.75,0.8
