Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.4,0.4,0.5,0.55,0.65
1,0.4,0.3,0.25,0.55,0.55
2,0.55,0.4,0.4,0.5,0.5
3,0.5,0.35,0.35,0.35,0.4
4,0.7,0.3,0.3,0.35,0.6
5,0.7,0.4,0.45,0.45,0.6
6,0.75,0.6,0.3,0.3,0.65
7,0.55,0.55,0.45,0.2,0.6
8,0.6,0.4,0.6,0.2,0.75
9,0.55,0.5,0.35,0.45,0.45
10,0.5,0.6,0.4,0.3,0.45
11,0.45,0.4,0.45,0.45,0.65
12,0.3,0.2,0.25,0.55,0.55
13,0.2,0.4,0.35,0.45,0.6
14,0.5,0.4,0.45,0.55,0.55
15,0.1,0.5,0.7,0.5,0.5
16,0.15,0.35,0.5,0.3,0.45
17,0.25,0.55,0.35,0.35,0.45
18,0.55,0.35,0.6,0.5,0.45
19,0.7,0.4,0.55,0.3,0.45
20,0.55,0.55,0.35,0.25,0.3
21,0.8,0.55,0.65,0.6,0.3
22,0.7,0.3,0.5,0.45,0.3
23,0.5,0.6,0.55,0.55,0.2
24,0.3,0.6,0.45,0.35,0.3
25,0.35,0.3,0.4,0.1,0.25
26,0.65,0.3,0.4,0.15,0.3
27,0.45,0.3,0.3,0.3,0.55
28,0.6,0.3,0.25,0.65,0.5
29,0.6,0.3,0.25,0.6,0.6
30,0.35,0.35,0.2,0.5,0.6
31,0.3,0.4,0.45,0.3,0.55
32,0.65,0.35,0.25,0.45,0.4
33,0.75,0.45,0.6,0.65,0.35
34,0.5,0.25,0.5,0.45,0.4
35,0.35,0.15,0.55,0.3,0.45
36,0.45,0.15,0.5,0.15,0.25
37,0.6,0.2,0.45,0.2,0.7
38,0.55,0.25,0.55,0.35,0.5
39,0.75,0.6,0.7,0.35,0.55
40,0.45,0.5,0.55,0.35,0.35
41,0.55,0.2,0.65,0.3,0.25
42,0.55,0.4,0.6,0.2,0.4
43,0.3,0.6,0.65,0.45,0.35
44,0.25,0.8,0.8,0.35,0.2
45,0.35,0.65,0.7,0.7,0.1
46,0.25,0.55,0.65,0.5,0.25
47,0.45,0.2,0.45,0.45,0.3
48,0.45,0.2,0.45,0.4,0.5
49,0.65,0.35,0.7,0.45,0.45
50,0.7,0.2,0.55,0.35,0.45
51,0.5,0.2,0.45,0.45,0.3
52,0.4,0.15,0.45,0.35,0.25
53,0.35,0.2,0.3,0.25,0.45
54,0.5,0.15,0.4,0.6,0.5
55,0.35,0.15,0.5,0.4,0.55
56,0.5,0.2,0.5,0.3,0.5
57,0.35,0.25,0.45,0.2,0.5
58,0.6,0.5,0.35,0.15,0.6
59,0.4,0.4,0.65,0.2,0.5
60,0.6,0.55,0.6,0.2,0.4
61,0.65,0.4,0.5,0.45,0.45
62,0.65,0.45,0.6,0.5,0.3
63,0.65,0.65,0.5,0.4,0.25
64,0.6,0.5,0.4,0.45,0.45
65,0.5,0.2,0.5,0.5,0.4
66,0.75,0.25,0.45,0.65,0.25
67,0.6,0.3,0.2,0.8,0.4
68,0.4,0.25,0.35,0.75,0.45
69,0.35,0.35,0.45,0.65,0.5
70,0.25,0.3,0.5,0.6,0.55
71,0.35,0.4,0.5,0.4,0.5
72,0.6,0.45,0.5,0.45,0.5
73,0.7,0.55,0.5,0.5,0.55
74,0.4,0.55,0.3,0.15,0.6
75,0.4,0.25,0.5,0.3,0.35
76,0.65,0.55,0.55,0.2,0.4
77,0.75,0.35,0.45,0.25,0.35
78,0.9,0.35,0.4,0.15,0.35
79,0.8,0.45,0.35,0.2,0.35
80,0.6,0.25,0.35,0.1,0.4
81,0.65,0.3,0.3,0.3,0.45
82,0.5,0.4,0.5,0.3,0.45
83,0.6,0.45,0.45,0.4,0.35
84,0.55,0.4,0.35,0.35,0.65
85,0.55,0.55,0.3,0.15,0.7
86,0.55,0.8,0.45,0.25,0.6
87,0.7,0.85,0.4,0.2,0.5
88,0.7,0.45,0.6,0.3,0.45
89,0.65,0.4,0.65,0.45,0.45
90,0.5,0.15,0.55,0.65,0.6
91,0.25,0.15,0.4,0.65,0.65
92,0.3,0.2,0.55,0.75,0.65
93,0.35,0.35,0.5,0.65,0.65
94,0.25,0.3,0.35,0.55,0.55
95,0.25,0.35,0.3,0.45,0.75
96,0.3,0.4,0.4,0.35,0.65
97,0.45,0.25,0.5,0.35,0.65
98,0.3,0.35,0.4,0.25,0.75
99,0.35,0.4,0.65,0.35,0.55
