Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look,mate_11_look,mate_12_look,mate_13_look,mate_14_look,mate_15_look,mate_16_look,mate_17_look,mate_18_look,mate_19_look,mate_20_look
0,0.7,0.55,0.5,0.55,0.7,0.3,0.55,0.75,0.5,0.45,0.45,0.55,0.55,0.5,0.55,0.6,0.5,0.45,0.45,0.55
1,0.65,0.1,0.45,0.6,0.5,0.55,0.8,0.95,0.6,0.45,0.4,0.45,0.7,0.45,0.65,0.55,0.55,0.75,0.45,0.5
2,0.95,0.2,0.5,0.6,0.45,0.85,0.8,0.9,0.7,0.35,0.3,0.25,0.7,0.3,0.5,0.3,0.4,0.65,0.45,0.75
3,0.75,0.05,0.45,0.4,0.6,0.65,0.8,1.0,0.75,0.5,0.5,0.25,0.55,0.35,0.6,0.3,0.65,0.75,0.6,0.8
4,0.5,0.1,0.45,0.3,0.85,0.55,0.85,0.9,0.75,0.65,0.7,0.1,0.6,0.45,0.5,0.45,0.7,0.7,0.55,0.8
5,0.5,0.1,0.35,0.25,0.8,0.4,0.9,0.8,0.65,0.7,0.6,0.25,0.4,0.5,0.45,0.6,0.6,0.75,0.65,0.8
6,0.6,0.05,0.5,0.1,0.6,0.4,1.0,0.9,0.75,0.75,0.5,0.5,0.4,0.4,0.3,0.7,0.55,0.7,0.65,0.85
7,0.7,0.25,0.65,0.05,0.25,0.6,0.95,0.8,0.95,0.8,0.5,0.55,0.45,0.3,0.25,0.55,0.3,0.65,0.5,0.8
8,0.55,0.55,0.45,0.05,0.4,0.35,0.95,0.75,0.95,0.8,0.75,0.3,0.4,0.5,0.2,0.7,0.5,0.8,0.7,0.7
9,0.5,0.5,0.5,0.25,0.35,0.5,0.8,0.65,0.85,0.7,0.9,0.2,0.5,0.65,0.2,0.65,0.5,0.75,0.75,0.6
10,0.6,0.3,0.65,0.35,0.15,0.5,0.75,0.5,0.9,0.65,0.9,0.2,0.7,0.55,0.15,0.35,0.35,0.7,0.65,0.5
11,0.65,0.25,0.65,0.4,0.05,0.75,0.8,0.4,0.75,0.35,0.75,0.05,0.75,0.75,0.35,0.2,0.25,0.7,0.45,0.25
12,0.65,0.5,0.6,0.35,0.05,0.65,0.9,0.45,0.7,0.3,0.8,0.1,0.85,0.9,0.35,0.5,0.35,0.7,0.45,0.2
13,0.55,0.4,0.55,0.3,0.1,0.45,0.85,0.6,0.7,0.45,0.75,0.15,0.75,0.85,0.3,0.6,0.3,0.65,0.5,0.35
14,0.5,0.4,0.55,0.55,0.45,0.5,0.6,0.45,0.7,0.35,0.7,0.1,0.7,0.9,0.45,0.4,0.25,0.8,0.3,0.1
15,0.45,0.3,0.6,0.6,0.4,0.5,0.6,0.6,0.75,0.3,0.55,0.2,0.7,0.65,0.45,0.35,0.35,0.9,0.35,0.2
16,0.0,0.4,0.65,0.55,0.55,0.1,0.4,0.5,0.8,0.4,0.7,0.1,0.9,0.75,0.4,0.4,0.4,0.95,0.35,0.15
17,0.0,0.3,0.65,0.3,0.4,0.35,0.4,0.65,0.65,0.35,0.85,0.35,0.65,0.55,0.35,0.4,0.35,1.0,0.35,0.35
18,0.1,0.4,0.65,0.25,0.45,0.35,0.4,0.6,0.8,0.45,0.8,0.6,0.85,0.45,0.35,0.4,0.55,0.95,0.35,0.4
19,0.05,0.2,0.8,0.4,0.65,0.4,0.2,0.35,0.8,0.35,0.7,0.45,0.8,0.4,0.55,0.4,0.25,0.85,0.15,0.25
20,0.05,0.05,0.9,0.35,0.5,0.45,0.1,0.25,0.7,0.2,0.7,0.45,0.7,0.5,0.45,0.65,0.2,0.85,0.0,0.45
21,0.15,0.15,1.0,0.5,0.7,0.35,0.15,0.25,0.65,0.1,0.6,0.35,0.7,0.45,0.3,0.5,0.2,0.85,0.1,0.3
22,0.2,0.15,1.0,0.5,0.75,0.4,0.2,0.1,0.6,0.2,0.45,0.25,0.85,0.15,0.2,0.25,0.65,0.9,0.0,0.35
23,0.2,0.25,0.95,0.65,0.75,0.4,0.3,0.2,0.4,0.15,0.55,0.35,0.85,0.1,0.25,0.2,0.3,0.7,0.2,0.5
24,0.3,0.45,0.85,0.55,0.75,0.4,0.25,0.35,0.35,0.25,0.6,0.25,0.6,0.1,0.35,0.25,0.25,0.75,0.25,0.5
25,0.2,0.25,0.85,0.45,0.6,0.5,0.0,0.2,0.3,0.3,0.65,0.2,0.55,0.3,0.5,0.35,0.25,0.75,0.25,0.65
26,0.25,0.2,0.8,0.45,0.65,0.5,0.1,0.35,0.45,0.35,0.65,0.15,0.85,0.2,0.4,0.4,0.15,0.9,0.25,0.7
27,0.05,0.2,0.7,0.8,0.4,0.6,0.2,0.1,0.55,0.45,0.5,0.3,0.75,0.35,0.4,0.4,0.35,0.9,0.05,0.8
28,0.05,0.3,0.85,0.8,0.45,0.65,0.2,0.2,0.7,0.3,0.35,0.35,0.9,0.3,0.45,0.25,0.1,0.7,0.1,0.55
29,0.05,0.3,0.85,0.85,0.35,0.65,0.05,0.3,0.7,0.6,0.35,0.45,0.8,0.15,0.6,0.2,0.2,0.55,0.25,0.55
30,0.1,0.35,0.7,0.9,0.1,1.0,0.05,0.6,0.2,0.25,0.2,0.5,0.7,0.3,0.7,0.45,0.3,0.4,0.3,0.55
31,0.15,0.35,0.8,0.85,0.15,0.95,0.05,0.7,0.2,0.05,0.2,0.45,0.7,0.45,0.65,0.65,0.3,0.35,0.4,0.6
32,0.05,0.35,0.6,0.95,0.1,0.85,0.0,0.7,0.05,0.0,0.3,0.35,0.65,0.55,0.55,0.7,0.35,0.2,0.45,0.65
33,0.15,0.25,0.4,0.85,0.25,1.0,0.05,0.6,0.2,0.05,0.5,0.35,0.8,0.4,0.75,0.6,0.6,0.1,0.3,0.55
34,0.25,0.15,0.5,0.7,0.25,0.95,0.25,0.7,0.3,0.05,0.55,0.45,0.8,0.25,0.85,0.6,0.75,0.15,0.25,0.45
35,0.3,0.4,0.6,0.6,0.2,0.9,0.2,0.75,0.25,0.05,0.55,0.45,0.75,0.25,0.6,0.85,0.6,0.2,0.65,0.35
36,0.35,0.3,0.65,0.35,0.25,0.8,0.2,0.55,0.2,0.05,0.6,0.45,0.75,0.2,0.75,0.9,0.8,0.2,0.4,0.15
37,0.55,0.5,0.6,0.6,0.25,0.45,0.3,0.8,0.15,0.0,0.55,0.25,0.7,0.15,0.65,0.9,0.65,0.2,0.8,0.35
38,0.55,0.5,0.75,0.35,0.4,0.3,0.1,0.7,0.45,0.05,0.3,0.3,0.65,0.25,0.6,0.85,0.7,0.35,0.8,0.3
39,0.55,0.6,0.8,0.55,0.4,0.55,0.05,0.8,0.3,0.1,0.1,0.3,0.75,0.15,0.45,0.8,0.4,0.25,0.8,0.5
40,0.45,0.8,0.55,0.75,0.35,0.55,0.0,0.7,0.25,0.2,0.3,0.35,0.65,0.15,0.5,0.75,0.45,0.15,0.7,0.55
41,0.65,0.8,0.4,0.75,0.25,0.6,0.05,0.7,0.3,0.3,0.2,0.25,0.75,0.3,0.3,0.65,0.2,0.15,0.85,0.75
42,0.5,0.7,0.8,0.5,0.2,0.6,0.05,0.6,0.4,0.05,0.2,0.35,0.85,0.3,0.15,0.75,0.1,0.0,1.0,0.9
