Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.55,0.65,0.7,0.45,0.4,0.6,0.55,0.8,0.6,0.4
1,0.4,0.55,0.45,0.6,0.35,0.75,0.55,0.65,0.45,0.35
2,0.55,0.35,0.25,0.8,0.45,0.65,0.5,0.5,0.6,0.55
3,0.7,0.4,0.3,0.8,0.55,0.65,0.35,0.4,0.45,0.5
4,0.65,0.5,0.2,0.7,0.6,0.6,0.5,0.35,0.35,0.4
5,0.35,0.5,0.2,0.8,0.3,0.4,0.45,0.2,0.4,0.35
6,0.35,0.55,0.15,0.75,0.45,0.25,0.5,0.1,0.35,0.25
7,0.4,0.6,0.1,0.85,0.55,0.25,0.65,0.5,0.35,0.4
8,0.4,0.6,0.2,0.75,0.65,0.4,0.45,0.4,0.45,0.45
9,0.65,0.45,0.2,0.75,0.95,0.5,0.4,0.45,0.7,0.4
10,0.6,0.3,0.1,0.5,0.9,0.5,0.25,0.35,0.45,0.45
11,0.65,0.15,0.1,0.3,1.0,0.4,0.3,0.6,0.15,0.55
12,0.8,0.1,0.25,0.15,0.8,0.3,0.5,0.25,0.1,0.65
13,0.75,0.3,0.35,0.15,0.6,0.15,0.4,0.2,0.05,0.45
14,0.85,0.4,0.35,0.05,0.55,0.2,0.6,0.2,0.1,0.6
15,0.7,0.3,0.55,0.3,0.35,0.3,0.5,0.35,0.15,0.4
16,0.85,0.55,0.65,0.3,0.4,0.4,0.5,0.35,0.1,0.7
17,0.85,0.45,0.8,0.4,0.7,0.5,0.6,0.15,0.3,0.75
18,0.65,0.5,0.7,0.55,0.65,0.5,0.55,0.25,0.05,0.45
19,0.6,0.4,0.65,0.7,0.55,0.3,0.6,0.35,0.1,0.35
20,0.65,0.25,0.55,0.55,0.6,0.5,0.45,0.2,0.1,0.05
21,0.55,0.4,0.55,0.5,0.55,0.45,0.4,0.25,0.25,0.25
22,0.6,0.45,0.25,0.5,0.6,0.15,0.5,0.25,0.15,0.25
23,0.85,0.6,0.05,0.7,0.6,0.15,0.5,0.25,0.3,0.15
24,0.6,0.1,0.2,0.6,0.5,0.2,0.5,0.2,0.35,0.45
25,0.75,0.15,0.35,0.65,0.65,0.2,0.3,0.15,0.2,0.25
26,0.7,0.1,0.65,0.6,0.65,0.4,0.15,0.35,0.25,0.65
