Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.55,0.5,0.55,0.55,0.6
1,0.3,0.65,0.3,0.45,0.3
2,0.45,0.5,0.4,0.65,0.5
3,0.1,0.55,0.6,0.5,0.4
4,0.15,0.45,0.7,0.5,0.5
5,0.5,0.35,0.7,0.65,0.55
6,0.6,0.45,0.7,0.45,0.35
7,0.45,0.55,0.5,0.15,0.45
8,0.7,0.7,0.6,0.1,0.5
9,0.65,0.55,0.65,0.4,0.25
10,0.65,0.35,0.5,0.6,0.25
11,0.6,0.35,0.65,0.7,0.3
12,0.7,0.6,0.25,0.55,0.35
13,0.6,0.45,0.35,0.45,0.3
14,0.8,0.35,0.2,0.25,0.45
15,0.85,0.55,0.35,0.3,0.65
16,0.8,0.45,0.4,0.4,0.5
17,0.75,0.35,0.4,0.3,0.4
18,0.85,0.4,0.45,0.25,0.5
19,0.85,0.4,0.55,0.3,0.4
20,0.7,0.35,0.6,0.55,0.55
21,0.7,0.35,0.5,0.6,0.4
22,0.7,0.25,0.65,0.55,0.5
23,0.45,0.35,0.6,0.3,0.4
24,0.35,0.35,0.5,0.05,0.45
25,0.15,0.25,0.45,0.1,0.25
26,0.4,0.45,0.55,0.4,0.45
27,0.55,0.55,0.55,0.45,0.45
28,0.6,0.3,0.65,0.7,0.3
29,0.7,0.35,0.55,0.25,0.2
30,0.55,0.3,0.65,0.25,0.35
31,0.6,0.55,0.55,0.55,0.6
32,0.25,0.55,0.55,0.5,0.7
33,0.6,0.4,0.3,0.25,0.7
34,0.55,0.45,0.25,0.3,0.8
35,0.5,0.5,0.45,0.35,0.65
36,0.4,0.35,0.2,0.35,0.65
37,0.6,0.25,0.25,0.3,0.45
38,0.5,0.35,0.35,0.45,0.35
39,0.55,0.4,0.65,0.45,0.35
40,0.5,0.4,0.55,0.25,0.45
41,0.5,0.35,0.45,0.4,0.6
42,0.7,0.45,0.25,0.55,0.75
43,0.4,0.55,0.45,0.65,0.6
44,0.5,0.35,0.35,0.6,0.45
45,0.45,0.5,0.5,0.55,0.35
46,0.55,0.4,0.3,0.7,0.55
47,0.65,0.45,0.55,0.75,0.4
48,0.55,0.4,0.5,0.7,0.5
49,0.55,0.4,0.35,0.55,0.65
50,0.5,0.5,0.25,0.6,0.6
51,0.4,0.4,0.2,0.35,0.5
52,0.25,0.7,0.5,0.35,0.6
53,0.45,0.55,0.55,0.2,0.7
54,0.55,0.55,0.4,0.15,0.65
55,0.6,0.5,0.35,0.2,0.6
56,0.6,0.55,0.25,0.4,0.55
57,0.5,0.5,0.4,0.45,0.5
58,0.45,0.4,0.5,0.6,0.45
59,0.6,0.65,0.65,0.7,0.4
60,0.45,0.55,0.6,0.6,0.45
61,0.3,0.5,0.55,0.6,0.25
62,0.25,0.45,0.35,0.5,0.35
63,0.55,0.6,0.4,0.55,0.45
64,0.4,0.6,0.35,0.7,0.65
65,0.45,0.5,0.5,0.65,0.7
66,0.5,0.5,0.55,0.55,0.55
67,0.55,0.4,0.7,0.45,0.4
68,0.75,0.4,0.6,0.6,0.25
69,0.85,0.35,0.7,0.65,0.2
70,0.65,0.5,0.5,0.6,0.25
71,0.45,0.55,0.55,0.3,0.25
72,0.3,0.25,0.6,0.5,0.35
73,0.6,0.0,0.65,0.5,0.35
74,0.45,0.25,0.5,0.45,0.3
75,0.55,0.4,0.4,0.5,0.2
76,0.45,0.2,0.5,0.55,0.4
77,0.55,0.25,0.65,0.35,0.45
78,0.45,0.35,0.65,0.3,0.4
79,0.45,0.5,0.5,0.3,0.15
80,0.3,0.5,0.6,0.25,0.25
81,0.45,0.5,0.7,0.4,0.25
82,0.3,0.3,0.7,0.55,0.35
83,0.4,0.3,0.6,0.45,0.3
84,0.4,0.55,0.4,0.25,0.25
85,0.5,0.6,0.25,0.4,0.1
86,0.55,0.4,0.25,0.5,0.25
87,0.35,0.45,0.4,0.45,0.2
88,0.4,0.35,0.75,0.35,0.2
89,0.45,0.5,0.6,0.2,0.25
90,0.45,0.4,0.6,0.25,0.3
91,0.1,0.45,0.6,0.45,0.3
92,0.25,0.45,0.6,0.4,0.6
93,0.5,0.4,0.75,0.45,0.5
94,0.7,0.25,0.6,0.7,0.55
95,0.8,0.3,0.55,0.55,0.65
96,0.6,0.65,0.6,0.15,0.45
97,0.5,0.45,0.45,0.2,0.55
98,0.75,0.35,0.45,0.25,0.25
99,0.65,0.35,0.55,0.1,0.2
