Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.55,0.55,0.45,0.7,0.5,0.55,0.3,0.6,0.55,0.4
1,0.55,0.55,0.75,0.65,0.35,0.4,0.3,0.55,0.8,0.5
2,0.7,0.5,0.55,0.7,0.25,0.2,0.6,0.6,0.65,0.65
3,0.6,0.55,0.55,0.7,0.4,0.05,0.35,0.5,0.55,0.4
4,0.55,0.8,0.7,0.35,0.1,0.2,0.45,0.45,0.35,0.45
5,0.7,0.75,0.6,0.2,0.05,0.35,0.3,0.45,0.35,0.65
6,0.65,0.95,0.5,0.35,0.0,0.25,0.2,0.35,0.4,0.65
7,0.5,0.85,0.55,0.4,0.15,0.3,0.2,0.35,0.55,0.55
8,0.4,0.9,0.6,0.75,0.1,0.7,0.25,0.4,0.55,0.4
9,0.45,0.95,0.35,0.8,0.1,0.45,0.3,0.35,0.5,0.25
10,0.2,1.0,0.4,0.8,0.25,0.5,0.3,0.5,0.7,0.3
11,0.3,0.9,0.15,0.75,0.25,0.6,0.3,0.7,0.75,0.65
12,0.45,0.8,0.25,0.75,0.3,0.75,0.35,0.5,0.75,0.4
13,0.35,0.85,0.3,0.8,0.25,0.4,0.35,0.45,0.8,0.4
14,0.5,0.8,0.2,0.8,0.2,0.35,0.3,0.35,0.7,0.35
15,0.1,0.65,0.75,0.85,0.1,0.15,0.05,0.4,0.7,0.15
16,0.15,0.5,0.45,0.75,0.3,0.2,0.1,0.35,0.5,0.2
17,0.15,0.6,0.65,0.7,0.25,0.2,0.25,0.5,0.75,0.4
18,0.25,0.4,0.45,0.6,0.25,0.3,0.15,0.25,0.7,0.45
19,0.35,0.4,0.25,0.6,0.35,0.5,0.05,0.15,0.7,0.35
20,0.2,0.4,0.1,0.7,0.2,0.65,0.1,0.1,0.55,0.35
21,0.15,0.45,0.4,0.85,0.45,0.55,0.2,0.3,0.7,0.5
22,0.4,0.2,0.3,0.6,0.25,0.8,0.3,0.55,0.7,0.3
23,0.5,0.25,0.3,0.65,0.2,0.5,0.4,0.65,0.9,0.4
24,0.45,0.1,0.35,0.65,0.45,0.65,0.45,0.5,0.75,0.4
25,0.45,0.35,0.6,0.8,0.4,0.65,0.5,0.4,0.8,0.2
26,0.55,0.55,0.85,0.4,0.4,0.35,0.75,0.2,0.75,0.35
27,0.55,0.5,0.85,0.2,0.25,0.15,0.5,0.3,0.55,0.4
28,0.35,0.45,0.65,0.55,0.7,0.25,0.45,0.6,0.55,0.4
29,0.5,0.55,0.75,0.7,0.55,0.15,0.65,0.6,0.6,0.35
30,0.6,0.65,0.3,0.8,0.8,0.35,0.35,0.55,0.45,0.2
31,0.55,0.4,0.4,0.8,0.65,0.5,0.35,0.45,0.6,0.2
32,0.5,0.35,0.5,0.65,0.35,0.4,0.5,0.55,0.6,0.1
33,0.5,0.45,0.75,0.65,0.25,0.4,0.6,0.7,0.65,0.2
34,0.7,0.3,0.4,0.6,0.4,0.5,0.45,0.55,0.75,0.2
35,0.4,0.4,0.3,0.5,0.2,0.5,0.5,0.4,0.65,0.2
36,0.25,0.6,0.2,0.55,0.2,0.65,0.5,0.45,0.9,0.4
37,0.35,0.65,0.45,0.6,0.5,0.75,0.55,0.35,0.65,0.35
38,0.2,0.55,0.35,0.65,0.45,0.55,0.3,0.45,0.5,0.35
39,0.35,0.6,0.45,0.5,0.35,0.55,0.4,0.6,0.65,0.5
40,0.4,0.6,0.55,0.35,0.3,0.35,0.5,0.5,0.8,0.3
41,0.5,0.65,0.65,0.2,0.2,0.4,0.7,0.55,0.7,0.4
42,0.45,0.6,0.85,0.2,0.35,0.45,0.75,0.6,0.75,0.45
43,0.55,0.4,0.85,0.25,0.25,0.35,0.5,0.65,0.7,0.35
44,0.55,0.25,0.6,0.2,0.3,0.5,0.65,0.6,0.8,0.6
45,0.45,0.2,0.4,0.3,0.25,0.4,0.35,0.6,1.0,0.25
46,0.5,0.25,0.3,0.25,0.15,0.65,0.35,0.65,0.95,0.35
47,0.6,0.4,0.35,0.2,0.15,0.55,0.4,0.7,1.0,0.4
48,0.55,0.25,0.5,0.3,0.3,0.3,0.4,0.75,0.9,0.2
49,0.25,0.5,0.6,0.5,0.45,0.35,0.25,0.65,0.8,0.3
50,0.35,0.5,0.45,0.35,0.35,0.7,0.3,0.6,0.65,0.25
51,0.3,0.6,0.5,0.65,0.5,0.4,0.25,0.5,0.65,0.5
52,0.35,0.5,0.6,0.75,0.45,0.25,0.35,0.25,0.65,0.35
53,0.55,0.45,0.6,0.75,0.35,0.35,0.35,0.25,0.5,0.25
54,0.6,0.4,0.65,0.65,0.5,0.25,0.4,0.15,0.55,0.3
55,0.7,0.55,0.55,0.65,0.75,0.25,0.35,0.25,0.65,0.35
56,0.65,0.55,0.6,0.5,0.65,0.2,0.4,0.15,0.6,0.35
57,0.4,0.4,0.45,0.25,0.8,0.15,0.35,0.2,0.45,0.4
58,0.4,0.35,0.45,0.25,0.8,0.25,0.45,0.4,0.5,0.45
59,0.65,0.2,0.35,0.35,0.6,0.4,0.45,0.35,0.6,0.45
60,0.7,0.25,0.55,0.35,0.7,0.4,0.45,0.5,0.35,0.4
61,0.5,0.35,0.5,0.3,0.75,0.25,0.45,0.6,0.35,0.5
62,0.45,0.45,0.45,0.2,0.8,0.2,0.4,0.7,0.4,0.65
63,0.5,0.5,0.5,0.4,0.5,0.25,0.35,0.75,0.35,0.5
64,0.6,0.4,0.3,0.35,0.65,0.3,0.45,0.5,0.5,0.65
65,0.6,0.45,0.05,0.3,0.7,0.5,0.75,0.4,0.75,0.55
66,0.75,0.3,0.2,0.1,0.85,0.55,0.95,0.15,0.6,0.7
67,0.7,0.45,0.2,0.15,0.75,0.4,0.9,0.35,0.65,0.55
