Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.55,0.45,0.35,0.4,0.45,0.65,0.6,0.65,0.45,0.15
1,0.55,0.4,0.45,0.6,0.55,0.65,0.45,0.7,0.35,0.2
2,0.65,0.4,0.35,0.6,0.6,0.5,0.7,0.75,0.4,0.2
3,0.8,0.35,0.35,0.65,0.7,0.7,0.55,0.6,0.5,0.1
4,0.9,0.45,0.3,0.45,0.6,0.7,0.5,0.8,0.35,0.05
5,0.8,0.4,0.2,0.25,0.25,0.7,0.45,0.65,0.45,0.25
6,0.7,0.3,0.1,0.15,0.1,0.55,0.65,0.4,0.7,0.45
7,0.6,0.45,0.4,0.35,0.25,0.45,0.55,0.55,0.5,0.35
8,0.6,0.6,0.2,0.5,0.4,0.4,0.3,0.6,0.5,0.4
9,0.85,0.6,0.65,0.2,0.4,0.5,0.3,0.35,0.55,0.35
10,0.7,0.65,0.7,0.4,0.45,0.3,0.35,0.35,0.7,0.45
11,0.7,0.65,0.8,0.4,0.25,0.3,0.45,0.15,0.6,0.45
12,0.9,0.85,0.85,0.4,0.45,0.45,0.35,0.1,0.35,0.65
13,0.85,0.65,0.75,0.55,0.7,0.2,0.2,0.1,0.25,0.65
14,0.75,0.65,0.65,0.7,0.55,0.25,0.25,0.15,0.4,0.8
15,0.75,0.75,0.55,0.7,0.75,0.2,0.3,0.2,0.6,0.9
16,0.75,0.85,0.65,0.8,0.9,0.3,0.4,0.2,0.55,0.7
17,0.85,0.7,0.75,0.7,0.65,0.3,0.55,0.15,0.45,0.85
18,0.8,0.85,0.5,0.5,0.75,0.65,0.7,0.5,0.25,0.65
19,0.9,0.6,0.4,0.55,0.65,0.85,0.6,0.55,0.6,0.85
20,0.9,0.15,0.55,0.6,0.45,0.65,0.55,0.4,0.6,0.75
21,0.75,0.3,0.55,0.55,0.45,0.6,0.6,0.4,0.65,0.8
22,0.75,0.3,0.4,0.55,0.4,0.3,0.6,0.4,0.65,0.75
23,0.85,0.45,0.6,0.4,0.6,0.3,0.55,0.45,0.6,0.7
24,0.95,0.25,0.15,0.3,0.65,0.15,0.55,0.9,0.4,0.45
25,0.65,0.3,0.2,0.6,0.4,0.2,0.45,0.95,0.65,0.25
26,0.5,0.3,0.15,0.85,0.3,0.05,0.65,0.8,0.35,0.2
27,0.4,0.45,0.3,0.55,0.15,0.15,0.7,0.55,0.4,0.15
28,0.25,0.45,0.3,0.65,0.25,0.2,0.5,0.6,0.5,0.4
29,0.45,0.4,0.6,0.55,0.35,0.05,0.35,0.4,0.4,0.15
30,0.45,0.3,0.4,0.85,0.15,0.05,0.55,0.35,0.55,0.2
31,0.65,0.4,0.45,0.8,0.25,0.1,0.55,0.4,0.55,0.2
32,0.85,0.35,0.3,0.7,0.25,0.1,0.45,0.55,0.7,0.3
33,0.8,0.35,0.4,0.5,0.4,0.1,0.3,0.6,0.65,0.1
34,0.7,0.45,0.55,0.25,0.25,0.2,0.4,0.7,0.75,0.1
35,0.65,0.5,0.45,0.3,0.2,0.4,0.55,0.55,0.9,0.15
36,0.6,0.3,0.65,0.25,0.25,0.25,0.35,0.7,0.85,0.25
37,0.8,0.4,0.45,0.3,0.35,0.2,0.4,0.55,0.75,0.2
38,0.9,0.3,0.2,0.4,0.35,0.4,0.25,0.55,0.65,0.35
39,0.95,0.3,0.2,0.45,0.25,0.65,0.3,0.45,0.8,0.4
40,0.75,0.45,0.5,0.4,0.3,0.55,0.4,0.45,0.75,0.5
41,0.65,0.5,0.65,0.4,0.5,0.6,0.85,0.4,0.65,0.4
42,0.85,0.3,0.7,0.55,0.45,0.95,0.75,0.35,0.6,0.3
43,0.7,0.5,0.35,0.45,0.25,0.95,0.65,0.2,0.55,0.2
44,0.6,0.55,0.35,0.4,0.4,0.9,0.8,0.15,0.35,0.25
45,0.55,0.45,0.35,0.5,0.7,0.95,0.75,0.05,0.45,0.45
46,0.8,0.2,0.2,0.3,0.8,1.0,0.7,0.1,0.55,0.45
47,0.85,0.35,0.1,0.2,0.7,0.85,0.6,0.3,0.65,0.5
48,0.8,0.1,0.3,0.25,0.6,0.85,0.25,0.25,0.35,0.25
49,0.45,0.1,0.5,0.3,0.35,0.9,0.15,0.05,0.3,0.3
50,0.35,0.15,0.25,0.45,0.35,0.9,0.2,0.2,0.35,0.5
51,0.5,0.1,0.3,0.5,0.3,0.9,0.3,0.3,0.0,0.4
52,0.45,0.05,0.25,0.75,0.4,0.8,0.35,0.6,0.2,0.65
53,0.6,0.3,0.5,0.65,0.55,0.5,0.2,0.5,0.3,0.4
54,0.65,0.3,0.4,0.65,0.55,0.35,0.35,0.4,0.45,0.35
55,0.55,0.45,0.35,0.7,0.45,0.25,0.45,0.45,0.45,0.35
56,0.55,0.55,0.4,0.7,0.35,0.4,0.4,0.45,0.35,0.45
57,0.7,0.5,0.3,0.6,0.2,0.45,0.45,0.65,0.1,0.3
58,0.6,0.5,0.4,0.65,0.1,0.45,0.2,0.65,0.1,0.2
59,0.85,0.45,0.4,0.6,0.15,0.5,0.35,0.6,0.1,0.25
