Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.55,0.5,0.5,0.45,0.5
1,0.6,0.4,0.45,0.45,0.35
2,0.5,0.65,0.3,0.35,0.55
3,0.7,0.55,0.5,0.55,0.4
4,0.6,0.4,0.25,0.65,0.5
5,0.7,0.5,0.25,0.35,0.15
6,0.75,0.5,0.2,0.15,0.35
7,0.75,0.35,0.4,0.25,0.45
8,0.65,0.15,0.5,0.35,0.5
9,0.6,0.35,0.55,0.3,0.35
10,0.45,0.45,0.6,0.3,0.55
11,0.35,0.45,0.6,0.3,0.8
12,0.5,0.45,0.55,0.1,0.55
13,0.3,0.4,0.35,0.35,0.4
14,0.3,0.15,0.45,0.4,0.25
15,0.5,0.3,0.3,0.35,0.6
16,0.45,0.45,0.5,0.45,0.55
17,0.55,0.35,0.35,0.35,0.7
18,0.3,0.35,0.35,0.25,0.4
19,0.3,0.4,0.2,0.45,0.3
20,0.4,0.45,0.25,0.4,0.4
21,0.45,0.45,0.35,0.45,0.4
22,0.2,0.35,0.3,0.65,0.5
23,0.25,0.65,0.35,0.3,0.55
24,0.6,0.6,0.4,0.35,0.55
25,0.8,0.55,0.3,0.35,0.6
26,0.7,0.55,0.45,0.2,0.4
27,0.5,0.25,0.2,0.15,0.65
28,0.7,0.45,0.25,0.35,0.6
29,0.6,0.35,0.15,0.5,0.8
30,0.7,0.45,0.05,0.5,0.65
31,0.4,0.45,0.15,0.5,0.3
32,0.4,0.5,0.4,0.45,0.6
33,0.55,0.45,0.4,0.4,0.35
34,0.5,0.55,0.2,0.2,0.35
35,0.5,0.35,0.25,0.55,0.15
36,0.6,0.3,0.45,0.6,0.15
37,0.65,0.3,0.5,0.5,0.35
38,0.85,0.4,0.45,0.5,0.45
39,0.4,0.4,0.55,0.25,0.35
40,0.6,0.35,0.6,0.25,0.35
41,0.7,0.4,0.65,0.2,0.35
42,0.7,0.5,0.4,0.3,0.4
43,0.75,0.4,0.5,0.15,0.5
44,0.45,0.2,0.5,0.35,0.6
45,0.65,0.25,0.35,0.35,0.65
46,0.55,0.45,0.4,0.5,0.35
47,0.6,0.35,0.5,0.65,0.4
48,0.4,0.35,0.55,0.7,0.4
49,0.4,0.5,0.7,0.8,0.35
50,0.5,0.6,0.4,0.55,0.3
51,0.25,0.55,0.45,0.45,0.25
52,0.45,0.6,0.7,0.35,0.2
53,0.6,0.7,0.5,0.45,0.25
54,0.45,0.45,0.4,0.35,0.3
55,0.25,0.35,0.75,0.45,0.4
56,0.4,0.45,0.55,0.35,0.45
57,0.3,0.4,0.8,0.5,0.8
58,0.65,0.55,0.7,0.35,0.55
59,0.6,0.5,0.8,0.55,0.7
60,0.5,0.45,0.65,0.35,0.45
61,0.45,0.6,0.6,0.3,0.5
62,0.75,0.65,0.55,0.15,0.5
63,0.55,0.5,0.55,0.25,0.45
64,0.45,0.35,0.6,0.35,0.6
65,0.6,0.45,0.55,0.3,0.5
66,0.5,0.25,0.65,0.2,0.75
67,0.6,0.3,0.6,0.3,0.65
68,0.35,0.45,0.3,0.5,0.7
69,0.4,0.45,0.4,0.3,0.6
70,0.65,0.5,0.4,0.55,0.65
71,0.45,0.5,0.45,0.7,0.35
72,0.5,0.35,0.5,0.65,0.55
73,0.3,0.4,0.45,0.55,0.6
74,0.35,0.35,0.6,0.25,0.45
75,0.3,0.4,0.4,0.15,0.55
76,0.3,0.45,0.35,0.35,0.55
77,0.25,0.6,0.45,0.35,0.7
78,0.3,0.55,0.75,0.55,0.6
79,0.3,0.55,0.55,0.55,0.45
80,0.4,0.45,0.4,0.5,0.55
81,0.45,0.55,0.6,0.5,0.55
82,0.4,0.6,0.35,0.45,0.35
83,0.35,0.6,0.35,0.7,0.35
84,0.15,0.45,0.25,0.7,0.75
85,0.35,0.5,0.55,0.65,0.75
86,0.4,0.45,0.45,0.45,0.7
87,0.55,0.6,0.55,0.3,0.6
88,0.45,0.45,0.65,0.4,0.45
89,0.2,0.4,0.6,0.45,0.55
90,0.3,0.4,0.6,0.2,0.45
91,0.4,0.25,0.8,0.3,0.55
92,0.55,0.3,0.45,0.45,0.35
93,0.5,0.25,0.4,0.4,0.25
94,0.55,0.15,0.45,0.15,0.45
95,0.8,0.35,0.35,0.15,0.6
96,0.6,0.35,0.35,0.15,0.65
97,0.6,0.2,0.25,0.2,0.65
98,0.7,0.45,0.25,0.3,0.65
99,0.5,0.3,0.35,0.3,0.75
