Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.55,0.3,0.65,0.35,0.7,0.4,0.3,0.6,0.5,0.55
1,0.55,0.4,0.5,0.3,0.8,0.25,0.35,0.65,0.45,0.45
2,0.45,0.5,0.55,0.45,0.65,0.3,0.5,0.75,0.4,0.45
3,0.5,0.55,0.35,0.45,0.7,0.1,0.65,0.9,0.4,0.25
4,0.7,0.7,0.35,0.35,0.75,0.05,0.35,0.7,0.3,0.5
5,0.5,0.65,0.3,0.3,0.45,0.15,0.6,0.45,0.35,0.5
6,0.55,0.6,0.3,0.55,0.25,0.05,0.5,0.45,0.35,0.5
7,0.7,0.75,0.2,0.8,0.25,0.15,0.55,0.45,0.4,0.6
8,0.7,0.9,0.2,0.95,0.3,0.45,0.35,0.35,0.55,0.3
9,0.9,0.8,0.15,0.95,0.3,0.55,0.4,0.45,0.35,0.3
10,0.9,0.7,0.3,0.7,0.4,0.7,0.2,0.6,0.25,0.5
11,0.9,0.5,0.4,0.5,0.3,0.6,0.55,0.25,0.25,0.4
12,1.0,0.5,0.3,0.75,0.3,0.55,0.5,0.25,0.5,0.35
13,0.9,0.55,0.4,0.5,0.25,0.4,0.55,0.35,0.5,0.55
14,1.0,0.45,0.15,0.4,0.15,0.6,0.6,0.4,0.5,0.65
15,0.95,0.45,0.15,0.5,0.3,0.65,0.7,0.45,0.6,0.65
16,0.95,0.15,0.3,0.4,0.2,0.75,0.8,0.4,0.4,0.8
17,0.75,0.3,0.4,0.2,0.35,0.65,0.95,0.5,0.45,0.6
18,0.6,0.2,0.3,0.25,0.55,0.4,0.9,0.45,0.45,0.5
19,0.65,0.2,0.2,0.45,0.6,0.3,0.65,0.35,0.4,0.25
20,0.75,0.2,0.25,0.55,0.7,0.35,0.55,0.3,0.25,0.3
21,0.5,0.3,0.05,0.4,0.6,0.55,0.75,0.2,0.35,0.4
22,0.35,0.3,0.25,0.35,0.55,0.8,0.6,0.4,0.45,0.45
23,0.25,0.2,0.25,0.25,0.65,0.2,0.7,0.45,0.25,0.6
24,0.35,0.0,0.3,0.25,0.55,0.15,0.75,0.35,0.25,0.45
25,0.4,0.15,0.45,0.55,0.8,0.3,0.85,0.3,0.3,0.3
26,0.75,0.2,0.7,0.55,0.65,0.4,0.7,0.5,0.25,0.5
27,0.35,0.3,0.6,0.45,0.5,0.35,0.75,0.35,0.25,0.2
28,0.45,0.25,0.55,0.5,0.45,0.4,0.8,0.6,0.25,0.25
29,0.55,0.2,0.65,0.45,0.75,0.55,0.85,0.6,0.35,0.15
30,0.65,0.05,0.55,0.55,0.75,0.55,0.85,0.4,0.35,0.1
31,0.95,0.25,0.6,0.85,1.0,0.5,0.8,0.4,0.35,0.05
32,0.75,0.2,0.65,0.65,0.85,0.15,0.75,0.35,0.55,0.2
33,0.65,0.2,0.4,0.55,0.65,0.2,0.65,0.2,0.6,0.3
34,0.75,0.3,0.5,0.75,0.75,0.15,0.6,0.35,0.5,0.4
35,0.75,0.45,0.55,0.6,0.85,0.25,0.35,0.5,0.45,0.7
36,0.7,0.65,0.4,0.6,0.65,0.5,0.35,0.3,0.75,0.65
37,0.8,0.6,0.5,0.55,0.7,0.6,0.6,0.45,0.65,0.7
38,0.6,0.7,0.45,0.45,0.6,0.4,0.65,0.4,0.6,0.65
39,0.5,0.95,0.2,0.45,0.45,0.55,0.8,0.75,0.5,0.65
40,0.4,0.9,0.1,0.3,0.45,0.65,0.85,0.75,0.6,0.4
41,0.5,0.75,0.15,0.2,0.3,0.6,0.7,0.75,0.55,0.7
42,0.6,0.6,0.2,0.1,0.55,0.35,0.55,0.65,0.55,0.75
43,0.65,0.6,0.15,0.1,0.55,0.3,0.6,0.65,0.45,0.5
44,0.6,0.45,0.45,0.05,0.45,0.65,0.4,0.65,0.5,0.65
45,0.8,0.4,0.55,0.1,0.1,0.45,0.5,0.65,0.55,0.6
46,0.7,0.7,0.7,0.25,0.3,0.5,0.5,0.75,0.5,0.5
47,0.7,0.6,0.85,0.25,0.35,0.4,0.2,0.65,0.55,0.5
48,0.6,0.55,0.8,0.4,0.25,0.3,0.25,0.75,0.5,0.6
49,0.75,0.45,0.85,0.4,0.3,0.35,0.15,0.75,0.5,0.8
50,0.75,0.4,0.9,0.35,0.5,0.35,0.05,0.4,0.55,0.75
51,0.65,0.55,0.75,0.5,0.45,0.6,0.05,0.55,0.45,0.85
52,0.7,0.65,0.7,0.5,0.75,0.4,0.05,0.3,0.4,0.75
53,0.85,0.7,0.4,0.25,0.7,0.05,0.0,0.45,0.6,0.65
54,0.85,0.55,0.4,0.2,0.55,0.05,0.1,0.4,0.65,0.65
55,0.85,0.65,0.45,0.4,0.4,0.15,0.15,0.3,0.8,0.75
56,0.7,0.4,0.4,0.35,0.3,0.2,0.4,0.5,0.7,0.65
