Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.6,0.45,0.55,0.25,0.45,0.6,0.35,0.4,0.6,0.55
1,0.45,0.5,0.75,0.35,0.55,0.65,0.35,0.4,0.75,0.3
2,0.5,0.6,0.75,0.65,0.6,0.6,0.45,0.35,0.6,0.4
3,0.65,0.55,0.65,0.35,0.7,0.65,0.45,0.35,0.8,0.25
4,0.65,0.55,0.9,0.35,0.9,0.7,0.35,0.6,0.6,0.35
5,0.7,0.6,0.85,0.55,0.85,0.7,0.4,0.5,0.45,0.6
6,0.8,0.65,0.65,0.65,0.9,0.65,0.4,0.5,0.65,0.6
7,0.5,0.65,0.7,0.7,0.95,0.55,0.55,0.45,0.7,0.6
8,0.7,0.35,0.45,0.5,0.95,0.55,0.65,0.35,0.45,0.45
9,0.6,0.3,0.4,0.55,1.0,0.65,0.6,0.3,0.35,0.5
10,0.55,0.2,0.5,0.35,0.8,0.65,0.65,0.5,0.55,0.55
11,0.4,0.5,0.45,0.2,0.85,0.5,0.7,0.5,0.7,0.6
12,0.6,0.5,0.65,0.25,0.75,0.45,0.6,0.4,0.65,0.3
13,0.5,0.4,0.6,0.15,0.85,0.35,0.45,0.65,0.75,0.45
14,0.5,0.3,0.6,0.25,0.65,0.35,0.6,0.75,0.8,0.5
15,0.35,0.4,0.6,0.35,0.5,0.15,0.5,0.5,0.6,0.5
16,0.65,0.35,0.65,0.65,0.25,0.1,0.3,0.6,0.65,0.5
17,0.55,0.3,0.65,0.55,0.5,0.15,0.1,0.5,0.6,0.4
18,0.75,0.5,0.7,0.7,0.55,0.5,0.2,0.6,0.75,0.2
19,0.6,0.5,0.6,0.7,0.35,0.15,0.2,0.6,0.55,0.3
20,0.45,0.55,0.4,0.35,0.3,0.25,0.0,0.45,0.65,0.2
21,0.55,0.8,0.25,0.3,0.5,0.25,0.1,0.25,0.5,0.25
22,0.55,0.75,0.35,0.2,0.7,0.35,0.25,0.4,0.6,0.5
23,0.75,0.7,0.2,0.3,0.85,0.4,0.05,0.25,0.65,0.45
24,0.8,0.7,0.35,0.2,0.75,0.35,0.05,0.35,0.65,0.5
25,0.7,0.65,0.45,0.35,0.45,0.3,0.2,0.5,0.55,0.7
26,0.5,0.45,0.55,0.2,0.2,0.15,0.1,0.7,0.6,0.6
27,0.5,0.45,0.45,0.4,0.4,0.45,0.2,0.55,0.7,0.65
28,0.55,0.15,0.45,0.35,0.25,0.55,0.2,0.35,0.6,0.8
29,0.85,0.3,0.3,0.65,0.35,0.45,0.25,0.45,0.75,0.85
30,0.75,0.5,0.45,0.5,0.6,0.35,0.05,0.55,0.8,0.8
31,0.8,0.55,0.65,0.55,0.65,0.4,0.1,0.65,0.65,0.85
32,0.95,0.85,0.75,0.5,0.35,0.4,0.15,0.5,0.8,0.8
33,0.95,0.65,0.75,0.35,0.45,0.3,0.4,0.55,0.8,0.65
34,0.8,0.35,0.85,0.6,0.7,0.4,0.3,0.25,0.7,0.4
35,0.9,0.3,0.75,0.65,0.9,0.4,0.3,0.2,0.9,0.25
36,0.65,0.3,0.55,0.55,0.85,0.85,0.3,0.4,0.8,0.35
37,0.8,0.25,0.6,0.2,0.95,0.8,0.4,0.7,0.8,0.4
38,0.55,0.15,0.7,0.25,0.75,0.5,0.45,0.65,0.8,0.35
39,0.45,0.25,0.75,0.4,0.45,0.75,0.6,0.55,0.85,0.4
40,0.6,0.5,0.55,0.45,0.25,0.7,0.5,0.6,0.65,0.25
41,0.55,0.3,0.75,0.6,0.45,0.65,0.7,0.25,0.65,0.35
42,0.65,0.25,0.65,0.5,0.45,0.7,0.4,0.3,0.75,0.35
43,0.55,0.35,0.4,0.6,0.55,0.7,0.3,0.55,0.5,0.55
44,0.55,0.25,0.4,0.75,0.7,0.6,0.4,0.7,0.45,0.65
45,0.8,0.15,0.65,0.7,0.8,0.8,0.4,0.8,0.35,0.4
46,0.9,0.35,0.7,0.45,0.85,0.6,0.55,0.55,0.6,0.5
47,0.8,0.3,0.5,0.5,0.8,0.6,0.6,0.35,0.4,0.35
48,1.0,0.55,0.4,0.35,0.65,0.7,0.6,0.3,0.15,0.45
49,0.95,0.65,0.3,0.35,0.55,0.75,0.55,0.4,0.15,0.6
50,0.9,0.85,0.2,0.5,0.6,0.75,0.6,0.4,0.1,0.35
51,0.8,0.75,0.15,0.55,0.6,0.65,0.35,0.6,0.2,0.65
52,0.75,0.85,0.2,0.3,0.55,0.65,0.2,0.5,0.3,0.45
53,0.65,0.55,0.15,0.35,0.4,0.7,0.35,0.3,0.55,0.65
54,0.6,0.4,0.05,0.3,0.2,0.85,0.3,0.4,0.5,0.2
55,0.55,0.45,0.3,0.45,0.25,0.85,0.5,0.35,0.45,0.25
56,0.65,0.85,0.35,0.55,0.5,0.85,0.2,0.35,0.6,0.2
57,0.8,0.7,0.45,0.75,0.45,0.75,0.35,0.2,0.7,0.05
58,0.9,0.8,0.5,0.45,0.5,0.55,0.25,0.35,0.7,0.15
59,0.9,0.6,0.75,0.2,0.3,0.7,0.15,0.35,0.8,0.35
60,0.7,0.45,0.6,0.3,0.2,0.85,0.3,0.1,0.9,0.25
61,0.8,0.5,0.25,0.45,0.25,0.85,0.2,0.15,0.7,0.4
