Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.35,0.3,0.55,0.45,0.7
1,0.5,0.4,0.6,0.5,0.8
2,0.35,0.5,0.5,0.75,0.5
3,0.5,0.45,0.4,0.85,0.35
4,0.4,0.6,0.3,0.75,0.55
5,0.45,0.55,0.4,0.65,0.7
6,0.2,0.7,0.4,0.6,0.6
7,0.2,0.5,0.5,0.5,0.55
8,0.3,0.5,0.6,0.6,0.5
9,0.6,0.35,0.5,0.4,0.4
10,0.7,0.3,0.5,0.7,0.35
11,0.65,0.4,0.5,0.5,0.35
12,0.35,0.35,0.6,0.55,0.55
13,0.5,0.1,0.5,0.45,0.6
14,0.35,0.25,0.55,0.4,0.5
15,0.3,0.25,0.6,0.2,0.25
16,0.4,0.3,0.55,0.5,0.15
17,0.55,0.3,0.35,0.65,0.25
18,0.35,0.35,0.25,0.6,0.15
19,0.4,0.55,0.05,0.45,0.15
20,0.4,0.65,0.1,0.3,0.35
21,0.15,0.65,0.25,0.35,0.4
22,0.25,0.65,0.2,0.4,0.2
23,0.3,0.6,0.4,0.5,0.4
24,0.4,0.65,0.4,0.4,0.35
25,0.35,0.55,0.4,0.55,0.25
26,0.35,0.5,0.4,0.65,0.45
27,0.2,0.5,0.35,0.6,0.35
28,0.4,0.6,0.4,0.65,0.3
29,0.45,0.5,0.4,0.55,0.6
30,0.35,0.7,0.3,0.3,0.4
31,0.35,0.5,0.35,0.45,0.3
32,0.35,0.25,0.5,0.4,0.4
33,0.45,0.45,0.6,0.45,0.2
34,0.4,0.5,0.65,0.35,0.3
35,0.5,0.5,0.55,0.4,0.35
36,0.55,0.4,0.4,0.5,0.6
37,0.45,0.4,0.6,0.45,0.45
38,0.5,0.25,0.7,0.35,0.2
39,0.3,0.4,0.65,0.5,0.4
40,0.35,0.2,0.6,0.6,0.4
41,0.4,0.25,0.6,0.6,0.5
42,0.7,0.35,0.55,0.3,0.4
43,0.65,0.3,0.7,0.45,0.55
44,0.55,0.35,0.5,0.3,0.6
45,0.8,0.3,0.55,0.25,0.7
46,0.6,0.5,0.65,0.05,0.75
47,0.6,0.55,0.5,0.15,0.75
48,0.6,0.4,0.5,0.15,0.7
49,0.5,0.35,0.8,0.25,0.55
50,0.4,0.4,0.75,0.25,0.5
51,0.3,0.4,0.65,0.45,0.55
52,0.2,0.6,0.65,0.45,0.5
53,0.35,0.45,0.6,0.6,0.6
54,0.45,0.3,0.55,0.55,0.55
55,0.45,0.6,0.65,0.45,0.75
56,0.3,0.4,0.5,0.5,0.4
57,0.4,0.2,0.35,0.4,0.55
58,0.5,0.6,0.55,0.4,0.75
59,0.5,0.4,0.35,0.5,0.85
60,0.45,0.6,0.3,0.55,0.65
61,0.35,0.6,0.4,0.55,0.5
62,0.45,0.65,0.5,0.35,0.65
63,0.4,0.55,0.5,0.45,0.4
64,0.4,0.8,0.45,0.3,0.25
65,0.45,0.8,0.5,0.45,0.4
66,0.35,0.55,0.45,0.35,0.5
67,0.4,0.5,0.5,0.45,0.55
68,0.5,0.5,0.7,0.45,0.7
69,0.75,0.5,0.65,0.4,0.6
70,0.5,0.55,0.6,0.35,0.5
71,0.3,0.45,0.4,0.45,0.55
72,0.2,0.45,0.3,0.45,0.35
73,0.45,0.35,0.2,0.55,0.35
74,0.55,0.2,0.1,0.75,0.5
75,0.55,0.1,0.3,0.55,0.55
76,0.5,0.15,0.25,0.55,0.85
77,0.55,0.35,0.45,0.5,0.8
78,0.25,0.6,0.5,0.55,0.75
79,0.5,0.45,0.4,0.5,0.5
80,0.35,0.5,0.5,0.4,0.7
81,0.3,0.4,0.65,0.2,0.65
82,0.25,0.55,0.75,0.15,0.35
83,0.45,0.3,0.6,0.35,0.15
84,0.4,0.2,0.8,0.25,0.3
85,0.65,0.15,0.65,0.4,0.35
86,0.35,0.45,0.8,0.45,0.45
87,0.45,0.2,0.8,0.5,0.85
88,0.55,0.3,0.8,0.65,0.75
89,0.4,0.25,0.6,0.5,0.55
90,0.25,0.25,0.5,0.5,0.4
91,0.4,0.25,0.4,0.65,0.55
92,0.4,0.4,0.45,0.7,0.45
93,0.5,0.45,0.45,0.55,0.4
94,0.2,0.7,0.5,0.6,0.4
95,0.5,0.45,0.5,0.65,0.35
96,0.4,0.45,0.5,0.55,0.3
97,0.4,0.55,0.5,0.45,0.45
98,0.55,0.75,0.5,0.4,0.45
99,0.5,0.65,0.35,0.35,0.45
