Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.5,0.5,0.5,0.5,0.35,0.5,0.45,0.65,0.4,0.45
1,0.6,0.4,0.4,0.8,0.4,0.4,0.6,0.5,0.6,0.55
2,0.5,0.55,0.35,0.8,0.35,0.5,0.4,0.55,0.45,0.55
3,0.4,0.55,0.3,0.75,0.25,0.6,0.35,0.45,0.85,0.6
4,0.45,0.6,0.3,0.85,0.0,0.6,0.45,0.1,0.8,0.6
5,0.5,0.55,0.45,0.85,0.1,0.6,0.25,0.1,0.8,0.3
6,0.75,0.45,0.4,0.75,0.1,0.8,0.1,0.05,0.6,0.35
7,0.5,0.4,0.5,0.6,0.25,0.7,0.0,0.15,0.85,0.2
8,0.65,0.5,0.3,0.45,0.4,0.65,0.3,0.45,0.8,0.45
9,0.55,0.7,0.4,0.4,0.5,0.7,0.25,0.2,0.7,0.4
10,0.35,0.85,0.55,0.45,0.75,0.45,0.45,0.1,0.65,0.35
11,0.25,0.8,0.3,0.55,0.8,0.45,0.05,0.1,0.7,0.35
12,0.6,0.95,0.35,0.55,0.65,0.5,0.3,0.15,0.3,0.6
13,0.85,0.75,0.45,0.65,0.7,0.55,0.25,0.3,0.3,0.75
14,0.8,0.65,0.45,0.65,0.6,0.45,0.45,0.4,0.4,0.7
15,0.7,0.75,0.4,0.45,0.55,0.4,0.35,0.1,0.2,0.35
16,0.75,0.75,0.25,0.45,0.55,0.25,0.45,0.25,0.55,0.45
17,0.8,0.65,0.35,0.4,0.35,0.1,0.55,0.35,0.55,0.55
18,0.7,0.65,0.3,0.45,0.45,0.3,0.55,0.45,0.4,0.55
19,0.7,0.4,0.3,0.6,0.3,0.05,0.5,0.6,0.4,0.35
20,0.7,0.6,0.3,0.55,0.35,0.1,0.4,0.55,0.3,0.5
21,0.55,0.55,0.25,0.5,0.35,0.2,0.4,0.6,0.5,0.5
22,0.25,0.95,0.25,0.3,0.5,0.35,0.6,0.55,0.65,0.35
23,0.3,0.8,0.15,0.55,0.55,0.35,0.55,0.5,0.5,0.4
24,0.3,0.75,0.1,0.8,0.55,0.2,0.45,0.3,0.4,0.4
25,0.35,0.85,0.25,0.8,0.65,0.2,0.5,0.35,0.4,0.35
26,0.4,0.75,0.45,0.7,0.6,0.1,0.75,0.6,0.75,0.4
27,0.35,0.5,0.6,0.6,0.6,0.15,0.8,0.6,0.75,0.2
28,0.3,0.6,0.6,0.7,0.55,0.3,0.75,0.55,0.85,0.3
29,0.25,0.75,0.4,0.45,0.7,0.2,0.8,0.45,0.8,0.3
30,0.25,0.65,0.45,0.55,0.45,0.3,0.65,0.55,0.65,0.25
31,0.3,0.3,0.4,0.6,0.45,0.3,0.65,0.6,0.65,0.4
32,0.2,0.2,0.2,0.7,0.5,0.3,0.55,0.75,0.45,0.4
33,0.3,0.25,0.35,0.65,0.55,0.4,0.5,0.65,0.5,0.65
34,0.15,0.25,0.45,0.55,0.4,0.4,0.35,0.6,0.65,0.55
35,0.3,0.45,0.4,0.45,0.25,0.5,0.55,0.55,0.7,0.7
36,0.4,0.3,0.5,0.35,0.35,0.3,0.7,0.4,0.6,0.7
37,0.7,0.35,0.6,0.4,0.5,0.1,0.6,0.5,0.5,0.4
38,0.55,0.4,0.6,0.45,0.5,0.05,0.8,0.8,0.4,0.45
