Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.45,0.65,0.5,0.6,0.55,0.55,0.6,0.4,0.5,0.45
1,0.55,0.85,0.25,0.6,0.5,0.55,0.55,0.65,0.7,0.35
2,0.6,0.7,0.45,0.55,0.45,0.25,0.3,0.95,0.7,0.3
3,0.65,0.45,0.6,0.55,0.5,0.25,0.3,0.95,0.6,0.3
4,0.8,0.5,0.5,0.45,0.8,0.4,0.6,0.7,0.3,0.35
5,0.7,0.55,0.4,0.75,0.6,0.15,0.8,0.55,0.3,0.3
6,0.75,0.4,0.55,0.7,0.8,0.05,0.45,0.6,0.4,0.4
7,0.85,0.2,0.65,0.8,0.95,0.3,0.5,0.5,0.25,0.4
8,0.9,0.2,0.45,0.8,0.8,0.6,0.5,0.45,0.15,0.35
9,0.8,0.45,0.55,0.75,0.65,0.7,0.45,0.45,0.1,0.4
10,0.55,0.45,0.7,0.95,0.4,0.7,0.3,0.65,0.15,0.25
11,0.8,0.2,0.7,0.85,0.55,0.5,0.4,0.25,0.2,0.35
12,0.8,0.3,0.75,0.95,0.4,0.5,0.2,0.4,0.2,0.35
13,0.65,0.3,0.75,0.85,0.15,0.65,0.25,0.4,0.2,0.4
14,0.8,0.35,0.75,0.6,0.4,0.7,0.4,0.35,0.25,0.65
15,0.7,0.3,0.6,0.7,0.6,0.6,0.7,0.45,0.25,0.5
16,0.65,0.25,0.7,0.5,0.35,0.55,0.5,0.4,0.3,0.55
17,0.75,0.0,0.7,0.45,0.3,0.75,0.45,0.35,0.35,0.4
18,0.65,0.2,0.65,0.4,0.4,0.7,0.6,0.5,0.25,0.4
19,0.8,0.15,0.6,0.5,0.45,0.65,0.4,0.6,0.25,0.5
20,0.55,0.0,0.35,0.45,0.35,0.75,0.35,0.4,0.25,0.4
21,0.7,0.1,0.3,0.3,0.5,0.55,0.4,0.55,0.25,0.55
22,0.7,0.15,0.45,0.55,0.4,0.65,0.55,0.75,0.25,0.65
23,0.85,0.25,0.8,0.4,0.4,0.55,0.55,0.5,0.15,0.15
24,0.85,0.25,0.8,0.15,0.5,0.15,0.5,0.6,0.15,0.2
25,0.85,0.05,0.7,0.1,0.35,0.25,0.5,0.5,0.1,0.15
26,0.75,0.15,0.75,0.2,0.55,0.45,0.8,0.45,0.15,0.05
27,0.7,0.15,0.55,0.35,0.35,0.3,0.7,0.55,0.15,0.25
28,0.6,0.1,0.4,0.4,0.5,0.25,0.5,0.5,0.2,0.15
29,0.6,0.05,0.45,0.55,0.5,0.3,0.65,0.45,0.1,0.25
30,0.55,0.2,0.45,0.55,0.55,0.35,0.85,0.4,0.2,0.4
31,0.7,0.4,0.3,0.5,0.25,0.3,0.65,0.5,0.3,0.55
32,0.75,0.3,0.3,0.5,0.45,0.35,0.7,0.45,0.3,0.35
33,0.8,0.35,0.25,0.45,0.5,0.5,0.75,0.7,0.6,0.25
34,0.65,0.4,0.25,0.3,0.35,0.5,0.75,0.6,0.4,0.35
35,0.5,0.4,0.25,0.15,0.4,0.65,0.85,0.45,0.25,0.3
36,0.4,0.4,0.4,0.2,0.35,0.6,0.65,0.45,0.2,0.15
37,0.2,0.25,0.35,0.2,0.35,0.6,0.6,0.65,0.2,0.15
38,0.45,0.45,0.45,0.15,0.2,0.8,0.55,0.45,0.05,0.35
39,0.8,0.15,0.65,0.25,0.25,0.65,0.25,0.45,0.1,0.35
40,0.65,0.2,0.6,0.35,0.5,0.55,0.5,0.5,0.15,0.45
41,0.75,0.15,0.4,0.2,0.3,0.45,0.65,0.45,0.3,0.55
42,0.7,0.15,0.35,0.2,0.45,0.6,0.7,0.6,0.2,0.45
43,0.6,0.05,0.35,0.35,0.65,0.75,0.65,0.5,0.45,0.65
44,0.45,0.3,0.35,0.45,0.75,0.65,0.7,0.5,0.55,0.6
45,0.25,0.3,0.35,0.4,0.65,0.55,0.5,0.4,0.45,0.4
46,0.25,0.25,0.4,0.4,0.45,0.45,0.25,0.5,0.2,0.2
47,0.4,0.2,0.6,0.5,0.3,0.4,0.5,0.5,0.15,0.1
48,0.4,0.1,0.45,0.6,0.4,0.2,0.3,0.8,0.15,0.15
49,0.4,0.0,0.4,0.5,0.55,0.15,0.25,0.65,0.15,0.25
50,0.35,0.05,0.15,0.4,0.45,0.15,0.3,0.5,0.1,0.35
51,0.4,0.0,0.25,0.55,0.7,0.1,0.35,0.3,0.15,0.25
52,0.55,0.05,0.3,0.55,0.7,0.3,0.3,0.3,0.15,0.55
