Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.3,0.25,0.7,0.55,0.4
1,0.55,0.25,0.75,0.35,0.6
2,0.5,0.15,0.5,0.15,0.7
3,0.45,0.4,0.55,0.15,0.35
4,0.4,0.65,0.6,0.3,0.3
5,0.4,0.65,0.7,0.45,0.4
6,0.4,0.6,0.8,0.2,0.25
7,0.45,0.5,0.7,0.45,0.25
8,0.6,0.45,0.75,0.3,0.35
9,0.7,0.3,0.7,0.25,0.4
10,0.6,0.2,0.55,0.5,0.35
11,0.55,0.45,0.45,0.45,0.3
12,0.5,0.55,0.4,0.2,0.4
13,0.45,0.45,0.4,0.3,0.35
14,0.65,0.45,0.35,0.2,0.45
15,0.7,0.45,0.25,0.3,0.4
16,0.75,0.2,0.25,0.5,0.3
17,0.9,0.35,0.5,0.6,0.25
18,0.85,0.35,0.45,0.65,0.2
19,0.8,0.35,0.3,0.5,0.3
20,0.7,0.35,0.5,0.5,0.15
21,0.7,0.3,0.45,0.3,0.25
22,0.5,0.25,0.35,0.3,0.4
23,0.65,0.3,0.25,0.25,0.45
24,0.5,0.4,0.35,0.25,0.4
25,0.55,0.5,0.6,0.15,0.45
26,0.5,0.55,0.55,0.2,0.55
27,0.3,0.5,0.55,0.15,0.5
28,0.1,0.6,0.4,0.3,0.7
29,0.2,0.65,0.2,0.5,0.75
30,0.2,0.75,0.3,0.5,0.6
31,0.2,0.75,0.4,0.35,0.45
32,0.35,0.7,0.1,0.3,0.3
33,0.3,0.5,0.3,0.35,0.45
34,0.55,0.55,0.45,0.45,0.4
35,0.45,0.7,0.45,0.4,0.4
36,0.35,0.55,0.55,0.45,0.55
37,0.45,0.5,0.5,0.5,0.45
38,0.65,0.5,0.3,0.35,0.6
39,0.75,0.45,0.45,0.35,0.3
40,0.55,0.5,0.3,0.45,0.15
41,0.3,0.4,0.35,0.45,0.25
42,0.45,0.4,0.4,0.7,0.35
43,0.45,0.3,0.45,0.75,0.55
44,0.4,0.4,0.65,0.5,0.45
45,0.45,0.5,0.6,0.45,0.55
46,0.2,0.35,0.5,0.65,0.5
47,0.25,0.4,0.25,0.5,0.65
48,0.4,0.6,0.3,0.65,0.75
49,0.45,0.35,0.25,0.65,0.75
50,0.4,0.35,0.5,0.5,0.35
51,0.5,0.35,0.35,0.5,0.4
52,0.45,0.3,0.3,0.6,0.55
53,0.35,0.45,0.4,0.5,0.55
54,0.45,0.3,0.5,0.55,0.4
55,0.6,0.45,0.6,0.45,0.35
56,0.4,0.45,0.4,0.4,0.3
57,0.5,0.6,0.4,0.45,0.4
58,0.3,0.45,0.5,0.3,0.55
59,0.3,0.6,0.5,0.6,0.3
60,0.5,0.55,0.5,0.15,0.3
61,0.55,0.65,0.5,0.2,0.3
62,0.5,0.5,0.5,0.45,0.3
63,0.45,0.55,0.3,0.3,0.3
64,0.4,0.6,0.6,0.2,0.35
65,0.6,0.6,0.65,0.3,0.45
66,0.3,0.65,0.6,0.35,0.45
67,0.3,0.45,0.7,0.25,0.45
68,0.2,0.75,0.75,0.3,0.25
69,0.4,0.75,0.65,0.3,0.3
70,0.15,0.8,0.55,0.4,0.2
71,0.3,0.5,0.45,0.4,0.55
72,0.45,0.4,0.45,0.45,0.55
73,0.35,0.2,0.45,0.6,0.55
74,0.4,0.35,0.25,0.7,0.25
75,0.35,0.45,0.25,0.6,0.35
76,0.5,0.65,0.45,0.45,0.25
77,0.4,0.6,0.65,0.65,0.15
78,0.5,0.3,0.5,0.8,0.15
79,0.5,0.5,0.4,0.8,0.05
80,0.5,0.35,0.4,0.5,0.1
81,0.5,0.45,0.55,0.35,0.3
82,0.3,0.45,0.4,0.5,0.35
83,0.45,0.2,0.4,0.5,0.35
84,0.4,0.4,0.4,0.45,0.6
85,0.5,0.45,0.2,0.5,0.4
86,0.5,0.35,0.35,0.5,0.35
87,0.5,0.4,0.3,0.6,0.4
88,0.4,0.45,0.35,0.6,0.6
89,0.45,0.4,0.4,0.65,0.55
90,0.55,0.35,0.55,0.5,0.35
91,0.55,0.35,0.5,0.7,0.25
92,0.6,0.4,0.7,0.55,0.4
93,0.25,0.15,0.7,0.5,0.5
94,0.55,0.35,0.65,0.4,0.5
95,0.75,0.3,0.35,0.35,0.4
96,0.6,0.45,0.5,0.15,0.1
97,0.6,0.35,0.5,0.2,0.0
98,0.4,0.4,0.4,0.35,0.05
99,0.3,0.3,0.4,0.55,0.1
