Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.8,0.45,0.5,0.65,0.45,0.5,0.55,0.5,0.35,0.3
1,0.75,0.5,0.6,0.75,0.5,0.45,0.35,0.4,0.55,0.3
2,0.6,0.45,0.6,0.8,0.65,0.3,0.5,0.4,0.6,0.35
3,0.6,0.65,0.4,0.65,0.55,0.55,0.45,0.55,0.5,0.5
4,0.45,0.6,0.2,0.65,0.7,0.35,0.5,0.7,0.8,0.35
5,0.5,0.4,0.4,0.6,0.7,0.55,0.35,0.55,0.6,0.05
6,0.85,0.45,0.5,0.15,0.45,0.25,0.7,0.15,0.4,0.35
7,0.8,0.2,0.5,0.4,0.3,0.5,0.8,0.15,0.8,0.1
8,0.85,0.3,0.3,0.65,0.25,0.55,0.7,0.25,0.6,0.1
9,0.8,0.25,0.1,0.7,0.4,0.45,0.7,0.25,0.5,0.2
10,0.8,0.5,0.2,0.65,0.25,0.35,0.7,0.35,0.45,0.3
11,0.8,0.55,0.4,0.6,0.4,0.35,0.55,0.25,0.3,0.25
12,0.85,0.55,0.5,0.45,0.45,0.55,0.5,0.55,0.65,0.15
13,1.0,0.7,0.55,0.5,0.4,0.55,0.35,0.5,0.4,0.2
14,0.9,0.65,0.55,0.4,0.25,0.45,0.35,0.35,0.35,0.1
15,0.9,0.55,0.35,0.25,0.3,0.45,0.4,0.2,0.85,0.3
16,0.85,0.6,0.1,0.35,0.4,0.3,0.2,0.3,0.9,0.3
17,1.0,0.6,0.25,0.3,0.55,0.2,0.15,0.15,0.85,0.05
18,0.85,0.75,0.25,0.2,0.4,0.2,0.0,0.2,0.9,0.1
19,0.7,0.55,0.35,0.4,0.35,0.35,0.05,0.35,0.75,0.1
20,0.8,0.45,0.35,0.5,0.3,0.45,0.05,0.55,0.8,0.1
21,0.8,0.45,0.25,0.5,0.35,0.55,0.05,0.55,0.7,0.2
22,1.0,0.7,0.1,0.55,0.25,0.6,0.2,0.75,0.6,0.15
23,0.85,0.7,0.15,0.35,0.55,0.7,0.35,0.75,0.6,0.25
24,0.9,0.7,0.0,0.35,0.65,0.6,0.4,0.75,0.7,0.3
25,0.8,0.8,0.15,0.35,0.65,0.5,0.45,0.55,0.7,0.3
26,0.8,0.75,0.05,0.7,0.55,0.4,0.5,0.4,0.45,0.25
27,0.85,0.7,0.15,0.65,0.45,0.45,0.55,0.45,0.7,0.25
28,0.95,0.5,0.35,0.8,0.35,0.45,0.55,0.45,0.5,0.25
29,1.0,0.65,0.45,0.75,0.2,0.5,0.45,0.55,0.6,0.15
30,0.9,0.65,0.35,0.75,0.1,0.4,0.4,0.6,0.5,0.25
31,0.8,0.45,0.25,0.75,0.15,0.3,0.35,0.55,0.6,0.2
32,0.75,0.45,0.5,0.75,0.3,0.2,0.35,0.55,0.6,0.15
33,0.8,0.4,0.8,0.7,0.05,0.3,0.2,0.6,0.6,0.25
34,0.9,0.4,0.9,0.75,0.15,0.25,0.05,0.6,0.65,0.35
35,0.9,0.2,0.8,0.9,0.1,0.1,0.15,0.7,0.4,0.2
36,0.7,0.25,1.0,0.9,0.2,0.35,0.15,0.8,0.25,0.2
37,0.65,0.25,0.95,0.95,0.1,0.4,0.1,0.8,0.35,0.2
38,0.55,0.35,0.95,1.0,0.1,0.15,0.05,0.75,0.35,0.25
39,0.7,0.2,0.75,0.95,0.2,0.45,0.0,0.75,0.6,0.25
40,0.8,0.05,0.55,0.85,0.15,0.6,0.0,0.6,0.75,0.2
41,0.9,0.1,0.7,0.75,0.2,0.55,0.1,0.8,0.9,0.2
42,0.85,0.1,0.4,0.8,0.2,0.35,0.05,0.5,0.9,0.3
43,0.8,0.15,0.35,0.7,0.15,0.2,0.25,0.55,0.85,0.3
44,0.9,0.1,0.3,0.5,0.05,0.5,0.3,0.65,0.75,0.2
45,0.85,0.2,0.2,0.75,0.05,0.45,0.4,0.55,0.75,0.15
46,0.85,0.35,0.25,0.65,0.15,0.45,0.35,0.6,0.6,0.2
47,0.65,0.35,0.15,0.45,0.4,0.75,0.4,0.55,0.55,0.05
48,0.5,0.5,0.05,0.4,0.45,0.65,0.55,0.4,0.45,0.25
49,0.3,0.1,0.05,0.4,0.45,0.8,0.6,0.45,0.65,0.15
50,0.6,0.25,0.2,0.8,0.5,0.3,0.3,0.3,0.65,0.2
51,0.75,0.4,0.15,0.7,0.45,0.3,0.3,0.35,0.55,0.2
52,0.65,0.5,0.25,0.5,0.4,0.4,0.25,0.25,0.45,0.3
53,0.65,0.45,0.3,0.55,0.15,0.4,0.1,0.05,0.65,0.25
54,0.5,0.6,0.35,0.75,0.0,0.55,0.0,0.15,0.6,0.3
55,0.55,0.5,0.3,0.9,0.2,0.45,0.05,0.1,0.4,0.1
56,0.75,0.35,0.6,0.85,0.3,0.3,0.35,0.1,0.25,0.15
57,0.8,0.15,0.75,0.8,0.25,0.4,0.3,0.45,0.4,0.2
58,0.8,0.05,0.75,0.75,0.3,0.15,0.2,0.15,0.35,0.1
59,0.8,0.25,0.85,0.75,0.2,0.1,0.3,0.3,0.3,0.15
60,0.75,0.25,0.8,0.25,0.25,0.2,0.15,0.55,0.45,0.2
61,0.75,0.3,0.9,0.45,0.3,0.3,0.45,0.55,0.0,0.0
62,0.4,0.4,0.8,0.35,0.3,0.3,0.3,0.6,0.15,0.05
63,0.3,0.55,0.85,0.3,0.25,0.3,0.25,0.6,0.15,0.1
64,0.25,0.65,0.8,0.3,0.35,0.35,0.25,0.6,0.05,0.0
65,0.25,0.65,0.85,0.3,0.4,0.55,0.3,0.5,0.1,0.1
66,0.35,0.35,0.75,0.65,0.35,0.5,0.4,0.7,0.15,0.2
67,0.4,0.45,0.75,0.6,0.45,0.35,0.3,0.6,0.25,0.45
68,0.25,0.55,0.7,0.5,0.4,0.35,0.3,0.5,0.1,0.5
69,0.25,0.7,0.7,0.35,0.5,0.45,0.2,0.5,0.2,0.35
70,0.35,0.7,0.45,0.35,0.65,0.35,0.2,0.0,0.1,0.25
71,0.6,0.55,0.65,0.2,0.6,0.45,0.25,0.1,0.2,0.25
72,0.55,0.65,0.75,0.2,0.4,0.45,0.45,0.05,0.25,0.5
73,0.6,0.7,0.7,0.3,0.5,0.7,0.3,0.2,0.25,0.35
74,0.8,0.5,0.7,0.4,0.55,0.65,0.4,0.45,0.35,0.65
75,0.55,0.4,0.55,0.45,0.5,0.6,0.5,0.45,0.1,0.75
76,0.75,0.45,0.45,0.35,0.7,0.8,0.4,0.45,0.2,0.55
77,0.75,0.5,0.4,0.45,0.6,0.8,0.35,0.5,0.3,0.6
78,0.75,0.6,0.6,0.15,0.7,0.6,0.45,0.4,0.15,0.7
79,0.65,0.7,0.55,0.15,0.6,0.45,0.55,0.35,0.3,0.65
80,0.85,0.6,0.6,0.0,0.8,0.55,0.45,0.5,0.25,0.75
81,0.55,0.45,0.45,0.1,0.6,0.3,0.7,0.75,0.5,0.65
82,0.75,0.15,0.55,0.2,0.45,0.35,0.8,0.9,0.25,0.7
83,0.9,0.1,0.65,0.1,0.25,0.4,0.75,0.85,0.25,0.8
84,0.75,0.3,0.45,0.1,0.2,0.45,0.85,0.6,0.55,0.55
85,0.7,0.1,0.65,0.1,0.05,0.45,0.8,0.5,0.05,0.7
86,0.85,0.35,0.6,0.2,0.25,0.5,0.75,0.4,0.2,0.8
87,0.95,0.3,0.45,0.3,0.3,0.25,0.6,0.25,0.2,0.75
