Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.4,0.6,0.3,0.55,0.35
1,0.4,0.65,0.4,0.35,0.45
2,0.45,0.85,0.35,0.4,0.55
3,0.45,0.7,0.35,0.65,0.85
4,0.4,0.55,0.7,0.65,0.65
5,0.35,0.55,0.75,0.65,0.45
6,0.6,0.6,0.75,0.5,0.55
7,0.35,0.7,0.6,0.5,0.55
8,0.5,0.75,0.65,0.6,0.65
9,0.35,0.7,0.6,0.7,0.45
10,0.45,0.35,0.65,0.55,0.4
11,0.55,0.2,0.5,0.65,0.4
12,0.4,0.1,0.45,0.4,0.15
13,0.45,0.3,0.15,0.55,0.1
14,0.55,0.4,0.25,0.45,0.2
15,0.65,0.35,0.4,0.4,0.3
16,0.4,0.5,0.55,0.45,0.3
17,0.3,0.35,0.6,0.4,0.25
18,0.2,0.35,0.6,0.4,0.45
19,0.05,0.3,0.8,0.4,0.45
20,0.15,0.2,0.7,0.55,0.5
21,0.35,0.5,0.65,0.45,0.55
22,0.65,0.35,0.55,0.65,0.5
23,0.95,0.5,0.8,0.6,0.2
24,0.85,0.6,0.5,0.6,0.3
25,0.5,0.45,0.4,0.5,0.35
26,0.55,0.3,0.5,0.45,0.45
27,0.75,0.25,0.45,0.5,0.4
28,1.0,0.2,0.45,0.5,0.75
29,0.7,0.45,0.4,0.45,0.75
30,0.8,0.6,0.4,0.3,0.65
31,0.8,0.55,0.45,0.3,0.25
32,0.85,0.4,0.7,0.45,0.3
33,0.7,0.5,0.5,0.35,0.25
34,0.65,0.45,0.55,0.3,0.35
35,0.55,0.5,0.4,0.4,0.4
36,0.6,0.35,0.2,0.65,0.15
37,0.75,0.4,0.35,0.45,0.35
38,0.6,0.45,0.3,0.7,0.35
39,0.6,0.5,0.45,0.65,0.2
40,0.65,0.65,0.3,0.55,0.2
41,0.55,0.45,0.4,0.4,0.15
42,0.5,0.55,0.5,0.2,0.2
43,0.35,0.6,0.45,0.35,0.25
44,0.4,0.4,0.55,0.3,0.5
45,0.5,0.45,0.25,0.4,0.7
46,0.55,0.4,0.45,0.35,0.65
47,0.45,0.35,0.6,0.25,0.5
48,0.75,0.2,0.7,0.4,0.5
49,0.35,0.25,0.6,0.35,0.45
50,0.65,0.35,0.35,0.35,0.45
51,0.6,0.45,0.3,0.35,0.5
52,0.65,0.65,0.4,0.4,0.4
53,0.65,0.65,0.45,0.3,0.5
54,0.5,0.6,0.3,0.2,0.65
55,0.5,0.65,0.4,0.55,0.65
56,0.5,0.35,0.45,0.45,0.6
57,0.45,0.5,0.6,0.2,0.55
58,0.3,0.45,0.3,0.15,0.55
59,0.45,0.6,0.4,0.3,0.65
60,0.2,0.7,0.6,0.3,0.5
61,0.35,0.55,0.45,0.25,0.4
62,0.35,0.45,0.35,0.3,0.6
63,0.5,0.65,0.25,0.2,0.45
64,0.75,0.7,0.4,0.35,0.45
65,0.65,0.55,0.75,0.45,0.5
66,0.85,0.4,0.65,0.55,0.4
67,0.75,0.25,0.8,0.55,0.45
68,0.85,0.3,0.65,0.6,0.55
69,0.65,0.15,0.55,0.5,0.55
70,0.7,0.25,0.8,0.55,0.25
71,0.7,0.4,0.6,0.55,0.15
72,0.55,0.35,0.45,0.5,0.3
73,0.65,0.65,0.75,0.35,0.5
74,0.35,0.65,0.55,0.4,0.55
75,0.6,0.7,0.75,0.65,0.5
76,0.35,0.65,0.75,0.7,0.5
77,0.3,0.65,0.6,0.55,0.55
78,0.35,0.8,0.65,0.5,0.5
79,0.55,0.8,0.65,0.6,0.5
80,0.5,0.6,0.55,0.25,0.35
81,0.3,0.55,0.5,0.4,0.35
82,0.35,0.35,0.4,0.4,0.65
83,0.5,0.45,0.5,0.5,0.45
84,0.4,0.4,0.6,0.65,0.5
85,0.5,0.45,0.6,0.7,0.75
86,0.55,0.3,0.5,0.7,0.5
87,0.5,0.4,0.4,0.6,0.55
88,0.45,0.65,0.3,0.45,0.35
89,0.55,0.75,0.35,0.4,0.35
90,0.5,0.75,0.6,0.3,0.4
91,0.55,0.6,0.9,0.3,0.45
92,0.7,0.6,0.85,0.3,0.6
93,0.6,0.45,0.65,0.3,0.55
94,0.45,0.4,0.7,0.35,0.45
95,0.55,0.5,0.45,0.4,0.55
96,0.5,0.55,0.5,0.55,0.45
97,0.3,0.45,0.6,0.5,0.65
98,0.3,0.7,0.45,0.45,0.55
99,0.35,0.55,0.45,0.5,0.8
