Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.7,0.45,0.65,0.55,0.5,0.5,0.35,0.35,0.6,0.55
1,0.8,0.6,0.8,0.6,0.7,0.8,0.5,0.3,0.6,0.6
2,0.75,0.45,0.75,0.7,0.5,0.7,0.5,0.25,0.3,0.75
3,0.65,0.35,0.7,0.75,0.25,0.7,0.5,0.15,0.35,0.75
4,0.7,0.35,0.75,0.7,0.2,0.6,0.45,0.3,0.25,0.75
5,0.5,0.5,0.75,0.75,0.2,0.5,0.6,0.4,0.3,0.9
6,0.35,0.4,0.75,0.65,0.3,0.25,0.55,0.35,0.45,0.7
7,0.25,0.3,0.85,0.45,0.5,0.2,0.75,0.1,0.45,0.7
8,0.45,0.35,0.75,0.45,0.45,0.35,0.75,0.25,0.45,0.6
9,0.5,0.15,0.85,0.15,0.65,0.45,0.6,0.25,0.4,0.3
10,0.7,0.35,0.6,0.3,0.5,0.65,0.6,0.15,0.65,0.55
11,0.8,0.2,0.75,0.15,0.7,0.55,0.4,0.3,0.5,0.35
12,0.65,0.3,0.7,0.3,0.55,0.65,0.15,0.25,0.45,0.45
13,0.6,0.2,0.55,0.35,0.3,0.6,0.05,0.1,0.25,0.55
14,0.6,0.05,0.6,0.6,0.7,0.45,0.3,0.2,0.15,0.75
15,0.7,0.05,0.55,0.45,0.75,0.35,0.1,0.05,0.1,0.95
16,0.65,0.1,0.55,0.55,0.7,0.35,0.05,0.1,0.1,0.85
17,0.75,0.25,0.45,0.55,0.55,0.25,0.05,0.1,0.1,0.75
18,0.8,0.4,0.5,0.65,0.2,0.55,0.1,0.2,0.25,0.6
19,0.85,0.55,0.5,0.65,0.2,0.5,0.3,0.25,0.45,0.6
20,0.9,0.55,0.35,0.55,0.45,0.7,0.5,0.45,0.4,0.4
21,0.85,0.45,0.3,0.55,0.45,0.45,0.7,0.65,0.45,0.4
22,0.9,0.5,0.25,0.6,0.35,0.5,0.8,0.75,0.6,0.55
23,0.95,0.45,0.35,0.6,0.4,0.65,0.7,0.85,0.65,0.5
24,0.95,0.5,0.25,0.7,0.2,0.4,0.65,0.75,0.7,0.9
25,0.95,0.5,0.2,0.55,0.3,0.35,0.4,0.8,0.7,0.75
26,0.85,0.75,0.4,0.7,0.3,0.4,0.4,0.65,0.7,0.55
27,0.75,0.75,0.05,0.75,0.35,0.3,0.55,0.6,0.6,0.8
28,0.65,0.7,0.2,0.8,0.3,0.15,0.75,0.5,0.8,0.85
29,0.85,0.95,0.35,0.75,0.45,0.1,0.6,0.5,0.85,0.75
30,0.4,0.85,0.3,0.45,0.25,0.25,0.75,0.7,0.5,0.65
31,0.35,0.8,0.65,0.3,0.4,0.3,0.7,0.65,0.45,0.4
32,0.5,0.75,0.65,0.35,0.4,0.3,0.55,0.75,0.5,0.55
33,0.65,0.8,0.6,0.4,0.3,0.4,0.35,0.7,0.65,0.55
34,0.75,0.7,0.6,0.3,0.3,0.4,0.4,0.5,0.6,0.45
35,0.85,0.65,0.2,0.5,0.15,0.6,0.5,0.45,0.85,0.6
36,0.8,0.5,0.25,0.5,0.2,0.35,0.5,0.5,0.65,0.55
37,0.95,0.45,0.25,0.55,0.1,0.05,0.65,0.7,0.8,0.35
38,0.75,0.4,0.3,0.7,0.15,0.15,0.45,0.3,0.8,0.6
39,0.75,0.6,0.45,0.7,0.3,0.25,0.6,0.4,0.95,0.8
40,0.75,0.65,0.35,0.85,0.75,0.25,0.7,0.35,0.7,0.75
41,0.8,0.55,0.4,0.55,0.65,0.45,0.5,0.45,0.7,0.8
42,0.75,0.45,0.6,0.35,0.6,0.45,0.55,0.25,0.5,0.85
43,0.55,0.35,0.45,0.55,0.8,0.6,0.55,0.45,0.3,0.75
44,0.35,0.35,0.35,0.45,0.55,0.55,0.6,0.4,0.15,0.85
45,0.45,0.4,0.05,0.7,0.7,0.5,0.45,0.1,0.25,0.95
46,0.5,0.75,0.15,0.5,0.5,0.4,0.15,0.2,0.4,0.95
47,0.7,0.8,0.25,0.4,0.45,0.15,0.3,0.35,0.45,0.8
48,0.75,0.95,0.65,0.55,0.45,0.35,0.1,0.3,0.4,0.6
49,0.8,1.0,0.8,0.45,0.7,0.35,0.15,0.3,0.35,0.55
50,0.75,0.95,0.65,0.45,0.8,0.3,0.15,0.25,0.65,0.55
51,0.75,0.85,0.7,0.4,0.8,0.4,0.25,0.15,0.65,0.65
52,0.85,0.9,0.8,0.55,1.0,0.45,0.15,0.35,0.55,0.55
53,0.8,0.75,0.75,0.4,1.0,0.4,0.15,0.2,0.75,0.5
54,0.8,0.6,0.6,0.2,1.0,0.1,0.15,0.3,0.75,0.6
55,0.95,0.4,0.7,0.3,0.9,0.15,0.3,0.25,0.65,0.3
56,0.8,0.45,0.9,0.65,0.95,0.35,0.4,0.2,0.8,0.3
57,0.7,0.4,0.75,0.55,0.85,0.3,0.35,0.15,0.7,0.4
58,0.85,0.2,0.65,0.3,0.9,0.3,0.3,0.2,0.7,0.4
59,0.7,0.3,0.65,0.6,0.85,0.35,0.45,0.05,0.55,0.45
60,0.7,0.2,0.4,0.65,0.7,0.35,0.35,0.25,0.4,0.7
61,0.4,0.15,0.35,0.45,0.45,0.3,0.35,0.7,0.6,0.75
62,0.35,0.35,0.35,0.55,0.35,0.5,0.35,0.8,0.65,0.8
63,0.5,0.35,0.45,0.5,0.25,0.55,0.3,0.95,0.65,0.7
64,0.7,0.55,0.4,0.45,0.35,0.2,0.35,0.85,0.55,0.65
65,0.6,0.65,0.35,0.35,0.2,0.3,0.3,0.75,0.55,0.55
66,0.55,0.45,0.55,0.4,0.05,0.1,0.35,0.85,0.55,0.6
67,0.55,0.6,0.55,0.1,0.15,0.2,0.2,0.75,0.35,0.7
68,0.55,0.35,0.15,0.2,0.05,0.15,0.5,0.85,0.45,0.75
69,0.55,0.4,0.3,0.1,0.35,0.3,0.45,0.55,0.25,0.75
70,0.75,0.3,0.2,0.15,0.45,0.45,0.45,0.45,0.25,0.5
71,0.75,0.4,0.45,0.05,0.65,0.45,0.55,0.55,0.25,0.7
72,0.7,0.3,0.25,0.15,0.5,0.4,0.55,0.35,0.2,0.85
73,0.5,0.3,0.3,0.25,0.6,0.1,0.55,0.35,0.3,0.85
74,0.7,0.45,0.4,0.45,0.6,0.25,0.4,0.5,0.45,0.75
75,0.55,0.45,0.5,0.65,0.4,0.3,0.35,0.6,0.7,0.65
76,0.7,0.3,0.55,0.5,0.3,0.4,0.45,0.6,0.8,0.55
77,0.85,0.2,0.6,0.5,0.5,0.4,0.3,0.45,0.75,0.5
78,0.55,0.25,0.45,0.2,0.45,0.45,0.45,0.6,0.85,0.7
79,0.55,0.25,0.3,0.4,0.6,0.35,0.4,0.6,0.85,0.6
80,0.65,0.1,0.2,0.7,0.6,0.3,0.55,0.55,0.8,0.55
81,0.7,0.15,0.3,0.6,0.85,0.5,0.45,0.5,0.8,0.5
82,0.5,0.15,0.1,0.9,0.5,0.3,0.75,0.65,0.9,0.05
83,0.6,0.15,0.1,0.65,0.3,0.2,0.7,0.65,0.95,0.05
84,0.85,0.25,0.0,0.8,0.25,0.25,0.65,0.65,0.85,0.05
85,0.9,0.6,0.15,0.6,0.5,0.3,0.6,0.85,0.65,0.2
86,0.8,0.3,0.3,0.8,0.35,0.3,0.55,0.55,0.6,0.25
87,0.8,0.25,0.2,0.8,0.3,0.3,0.5,0.7,0.7,0.2
88,0.6,0.35,0.4,0.4,0.15,0.4,0.6,0.55,0.75,0.35
89,0.2,0.2,0.25,0.4,0.15,0.5,0.6,0.9,0.75,0.5
90,0.25,0.3,0.35,0.25,0.2,0.45,0.7,0.85,0.7,0.5
91,0.4,0.25,0.3,0.4,0.25,0.85,0.65,0.75,0.85,0.85
92,0.35,0.15,0.55,0.4,0.45,0.65,0.7,0.8,0.65,0.6
93,0.45,0.1,0.4,0.45,0.35,0.75,0.35,0.7,0.7,0.65
94,0.4,0.15,0.2,0.55,0.2,0.9,0.3,0.65,0.8,0.55
95,0.65,0.1,0.2,0.65,0.45,0.95,0.4,0.8,0.8,0.65
96,0.6,0.2,0.4,0.45,0.5,0.65,0.4,0.65,0.85,0.55
97,0.75,0.4,0.55,0.2,0.75,0.5,0.35,0.6,0.8,0.25
98,0.7,0.35,0.45,0.3,0.75,0.5,0.5,0.65,0.8,0.1
99,0.8,0.45,0.2,0.2,0.65,0.35,0.25,0.3,0.7,0.2
