Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.35,0.7,0.6,0.65,0.3
1,0.35,0.7,0.45,0.7,0.45
2,0.25,0.65,0.3,0.5,0.6
3,0.25,0.6,0.45,0.4,0.45
4,0.2,0.5,0.5,0.35,0.3
5,0.3,0.35,0.65,0.55,0.35
6,0.5,0.3,0.5,0.45,0.3
7,0.45,0.25,0.4,0.5,0.2
8,0.3,0.4,0.5,0.45,0.3
9,0.4,0.45,0.45,0.35,0.3
10,0.55,0.65,0.55,0.45,0.2
11,0.6,0.5,0.55,0.55,0.25
12,0.5,0.6,0.6,0.5,0.4
13,0.3,0.5,0.6,0.5,0.6
14,0.15,0.35,0.4,0.3,0.45
15,0.3,0.4,0.55,0.3,0.25
16,0.45,0.4,0.35,0.3,0.2
17,0.45,0.4,0.5,0.4,0.15
18,0.3,0.55,0.6,0.2,0.35
19,0.4,0.4,0.4,0.3,0.45
20,0.55,0.35,0.8,0.5,0.5
21,0.65,0.55,0.75,0.3,0.45
22,0.65,0.35,0.6,0.55,0.55
23,0.75,0.3,0.3,0.5,0.75
24,0.45,0.45,0.5,0.35,0.7
25,0.3,0.4,0.5,0.45,0.65
26,0.5,0.35,0.35,0.5,0.5
27,0.55,0.4,0.7,0.45,0.4
28,0.4,0.4,0.6,0.5,0.5
29,0.6,0.2,0.4,0.45,0.45
30,0.5,0.35,0.25,0.75,0.45
31,0.55,0.25,0.35,0.7,0.35
32,0.35,0.35,0.6,0.55,0.5
33,0.5,0.55,0.3,0.5,0.35
34,0.35,0.55,0.3,0.55,0.4
35,0.25,0.45,0.35,0.45,0.25
36,0.25,0.35,0.35,0.65,0.1
37,0.4,0.5,0.25,0.7,0.3
38,0.65,0.65,0.6,0.7,0.25
39,0.65,0.55,0.35,0.7,0.25
40,0.55,0.55,0.25,0.65,0.2
41,0.55,0.45,0.35,0.3,0.4
42,0.5,0.75,0.4,0.4,0.55
43,0.45,0.7,0.35,0.65,0.45
44,0.5,0.5,0.2,0.65,0.4
45,0.55,0.75,0.25,0.55,0.35
46,0.4,0.6,0.35,0.45,0.45
47,0.35,0.45,0.25,0.65,0.15
48,0.55,0.6,0.4,0.45,0.2
49,0.55,0.35,0.45,0.3,0.2
50,0.45,0.5,0.6,0.45,0.25
51,0.55,0.55,0.4,0.3,0.3
52,0.65,0.4,0.45,0.5,0.3
53,0.55,0.25,0.3,0.3,0.2
54,0.45,0.3,0.35,0.35,0.35
55,0.45,0.45,0.5,0.35,0.35
56,0.5,0.5,0.55,0.45,0.5
57,0.45,0.5,0.45,0.35,0.7
58,0.55,0.35,0.5,0.2,0.75
59,0.55,0.3,0.4,0.4,0.5
60,0.4,0.35,0.75,0.5,0.5
61,0.45,0.25,0.55,0.65,0.45
62,0.4,0.25,0.5,0.35,0.55
63,0.5,0.65,0.6,0.45,0.25
64,0.4,0.3,0.6,0.55,0.5
65,0.4,0.25,0.35,0.55,0.3
66,0.4,0.65,0.25,0.6,0.3
67,0.35,0.65,0.2,0.75,0.45
68,0.4,0.55,0.35,0.6,0.3
69,0.45,0.45,0.35,0.55,0.2
70,0.35,0.5,0.45,0.55,0.6
71,0.35,0.75,0.35,0.5,0.65
72,0.6,0.5,0.6,0.3,0.7
73,0.45,0.3,0.4,0.2,0.65
74,0.6,0.15,0.3,0.5,0.7
75,0.5,0.3,0.25,0.65,0.45
76,0.6,0.2,0.25,0.6,0.4
77,0.7,0.45,0.25,0.35,0.3
78,0.65,0.55,0.25,0.5,0.4
79,0.7,0.6,0.45,0.45,0.45
80,0.65,0.55,0.5,0.35,0.25
81,0.65,0.7,0.55,0.2,0.25
82,0.45,0.6,0.4,0.25,0.6
83,0.4,0.7,0.35,0.5,0.65
84,0.5,0.55,0.6,0.65,0.8
85,0.35,0.65,0.6,0.5,0.75
86,0.3,0.35,0.55,0.8,0.65
87,0.2,0.4,0.6,0.7,0.6
88,0.2,0.25,0.6,0.65,0.45
89,0.6,0.5,0.7,0.5,0.35
90,0.75,0.4,0.8,0.2,0.2
91,0.8,0.45,0.7,0.1,0.4
92,0.7,0.2,0.65,0.3,0.65
93,0.55,0.25,0.6,0.6,0.65
94,0.55,0.45,0.65,0.4,0.55
95,0.5,0.3,0.5,0.3,0.6
96,0.75,0.3,0.65,0.4,0.4
97,0.6,0.2,0.75,0.6,0.55
98,0.75,0.2,0.75,0.65,0.45
99,0.8,0.3,0.65,0.3,0.55
