Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.4,0.7,0.35,0.85,0.5,0.35,0.35,0.65,0.35,0.5
1,0.5,0.8,0.35,0.55,0.75,0.35,0.3,0.8,0.15,0.6
2,0.55,0.8,0.25,0.55,0.85,0.5,0.5,0.95,0.25,0.75
3,0.65,0.75,0.25,0.45,0.9,0.4,0.5,0.85,0.2,0.65
4,0.6,0.55,0.1,0.3,0.85,0.65,0.35,0.7,0.0,0.4
5,0.8,0.4,0.05,0.45,0.8,0.45,0.45,0.85,0.15,0.55
6,0.85,0.3,0.1,0.15,0.7,0.25,0.4,0.85,0.1,0.5
7,0.9,0.45,0.2,0.1,0.7,0.25,0.35,0.85,0.2,0.5
8,0.95,0.3,0.2,0.15,0.8,0.3,0.3,0.85,0.3,0.35
9,1.0,0.35,0.3,0.05,0.8,0.4,0.35,0.45,0.3,0.35
10,0.95,0.3,0.4,0.2,0.85,0.35,0.25,0.35,0.25,0.2
11,0.8,0.45,0.5,0.1,0.65,0.5,0.2,0.4,0.25,0.15
12,0.8,0.65,0.6,0.3,0.5,0.45,0.4,0.5,0.55,0.2
13,0.8,0.65,0.7,0.55,0.2,0.5,0.4,0.7,0.5,0.3
14,0.65,0.7,0.6,0.55,0.15,0.4,0.45,0.7,0.4,0.35
15,0.7,0.8,0.45,0.6,0.25,0.35,0.45,0.85,0.45,0.4
16,0.75,0.6,0.4,0.55,0.25,0.4,0.65,0.75,0.4,0.45
17,0.75,0.6,0.35,0.6,0.25,0.45,0.5,0.75,0.35,0.55
18,0.85,0.5,0.1,0.75,0.4,0.35,0.55,0.85,0.5,0.85
19,0.85,0.35,0.05,0.9,0.6,0.55,0.45,0.5,0.5,0.7
20,0.8,0.25,0.15,0.9,0.7,0.4,0.45,0.5,0.6,0.85
21,0.6,0.4,0.15,0.85,0.75,0.3,0.65,0.45,0.5,0.7
22,0.8,0.2,0.3,0.75,0.65,0.2,0.75,0.45,0.6,0.75
23,1.0,0.1,0.4,0.45,0.6,0.25,0.8,0.4,0.7,0.5
24,0.8,0.15,0.45,0.55,0.75,0.35,0.65,0.3,0.55,0.3
25,0.7,0.25,0.35,0.65,0.6,0.45,0.4,0.3,0.35,0.25
26,0.85,0.2,0.3,0.7,0.4,0.5,0.15,0.25,0.4,0.2
27,0.9,0.55,0.45,0.25,0.65,0.3,0.4,0.5,0.55,0.05
28,0.8,0.6,0.4,0.25,0.7,0.25,0.5,0.6,0.45,0.05
29,0.75,0.5,0.4,0.45,0.7,0.4,0.4,0.55,0.35,0.15
30,0.65,0.55,0.6,0.5,0.45,0.5,0.3,0.4,0.65,0.2
31,0.75,0.4,0.25,0.35,0.7,0.7,0.4,0.55,0.6,0.2
32,0.85,0.25,0.4,0.5,0.95,0.7,0.45,0.3,0.35,0.1
33,0.9,0.55,0.3,0.55,0.8,0.65,0.65,0.25,0.4,0.2
34,0.65,0.6,0.15,0.45,0.9,0.4,0.75,0.45,0.6,0.15
35,0.8,0.8,0.2,0.7,0.75,0.45,0.75,0.35,0.7,0.25
36,0.75,0.75,0.1,0.65,0.8,0.45,0.85,0.4,0.55,0.15
37,0.7,0.6,0.1,0.65,0.8,0.5,0.75,0.35,0.3,0.15
38,0.75,0.75,0.25,0.6,0.75,0.4,0.75,0.5,0.25,0.15
39,0.8,0.8,0.55,0.65,0.6,0.4,0.5,0.65,0.05,0.05
40,0.9,0.85,0.3,0.7,0.7,0.5,0.6,0.6,0.0,0.0
41,0.75,0.7,0.25,0.75,0.35,0.5,0.35,0.35,0.1,0.0
42,0.5,0.5,0.45,0.7,0.3,0.5,0.45,0.25,0.05,0.15
43,0.4,0.25,0.1,0.6,0.4,0.5,0.1,0.35,0.25,0.15
44,0.4,0.3,0.2,0.6,0.35,0.55,0.25,0.3,0.0,0.35
45,0.55,0.15,0.2,0.45,0.4,0.6,0.4,0.3,0.0,0.45
46,0.5,0.15,0.25,0.35,0.3,0.6,0.35,0.25,0.1,0.5
47,0.75,0.2,0.25,0.2,0.15,0.2,0.55,0.1,0.15,0.25
48,0.65,0.35,0.25,0.05,0.05,0.15,0.65,0.1,0.05,0.45
49,0.8,0.7,0.3,0.05,0.35,0.2,0.6,0.2,0.05,0.6
50,0.9,0.7,0.2,0.15,0.1,0.1,0.95,0.2,0.05,0.7
51,0.8,0.7,0.15,0.5,0.2,0.1,0.85,0.4,0.2,0.7
52,0.75,0.75,0.15,0.45,0.3,0.25,1.0,0.55,0.0,0.75
53,0.75,0.5,0.15,0.55,0.3,0.1,1.0,0.35,0.05,0.7
54,0.9,0.6,0.45,0.35,0.3,0.0,0.95,0.4,0.0,0.65
55,0.6,0.6,0.65,0.45,0.4,0.2,0.9,0.45,0.15,0.7
