Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.3,0.5,0.4,0.35,0.5,0.7,0.6,0.35,0.55,0.45
1,0.2,0.6,0.25,0.35,0.5,0.85,0.2,0.3,0.4,0.35
2,0.35,0.75,0.35,0.45,0.55,0.7,0.15,0.45,0.4,0.5
3,0.3,0.45,0.25,0.5,0.6,0.6,0.3,0.6,0.45,0.5
4,0.6,0.8,0.25,0.7,0.8,0.5,0.35,0.25,0.55,0.15
5,0.7,0.75,0.25,0.35,0.8,0.35,0.2,0.15,0.55,0.25
6,0.5,0.65,0.25,0.3,0.55,0.4,0.45,0.3,0.65,0.3
7,0.6,0.8,0.05,0.05,0.65,0.1,0.25,0.4,0.9,0.4
8,0.3,0.75,0.25,0.05,0.5,0.15,0.25,0.35,0.75,0.55
9,0.45,0.75,0.2,0.1,0.7,0.2,0.15,0.55,0.75,0.4
10,0.7,0.6,0.2,0.15,0.35,0.3,0.1,0.5,0.7,0.15
11,0.85,0.7,0.15,0.1,0.35,0.15,0.25,0.4,0.55,0.0
12,0.95,0.8,0.3,0.15,0.2,0.35,0.3,0.35,0.5,0.05
13,0.7,0.6,0.45,0.15,0.25,0.7,0.35,0.25,0.45,0.1
14,0.45,0.65,0.35,0.15,0.35,0.65,0.45,0.2,0.5,0.1
15,0.4,0.95,0.4,0.05,0.65,0.5,0.3,0.15,0.4,0.1
16,0.7,0.85,0.3,0.3,0.4,0.35,0.4,0.2,0.55,0.15
17,0.65,0.65,0.35,0.35,0.35,0.25,0.5,0.0,0.6,0.3
18,0.45,0.55,0.4,0.4,0.25,0.55,0.5,0.15,0.75,0.35
19,0.65,0.3,0.45,0.3,0.1,0.5,0.35,0.3,0.7,0.45
20,0.7,0.3,0.3,0.25,0.2,0.4,0.45,0.25,0.6,0.55
21,0.7,0.35,0.4,0.4,0.15,0.5,0.5,0.25,0.5,0.7
22,0.6,0.4,0.5,0.3,0.3,0.55,0.35,0.4,0.65,0.65
23,0.55,0.45,0.25,0.25,0.45,0.55,0.25,0.45,0.7,0.75
24,0.75,0.45,0.25,0.0,0.45,0.75,0.4,0.55,0.65,0.85
25,0.95,0.45,0.3,0.1,0.55,0.85,0.25,0.45,0.65,0.7
26,0.85,0.5,0.3,0.1,0.6,0.8,0.45,0.3,0.7,0.7
