Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.7,0.55,0.55,0.6,0.4,0.5,0.45,0.5,0.25,0.5
1,0.65,0.5,0.35,0.6,0.35,0.55,0.35,0.75,0.15,0.65
2,0.6,0.6,0.1,0.35,0.4,0.8,0.25,0.65,0.15,0.3
3,0.8,0.6,0.3,0.2,0.45,0.8,0.2,0.35,0.2,0.55
4,0.75,0.55,0.25,0.3,0.6,0.6,0.2,0.3,0.2,0.6
5,0.85,0.35,0.2,0.4,0.45,0.55,0.2,0.45,0.2,0.65
6,0.75,0.45,0.15,0.35,0.55,0.7,0.25,0.55,0.4,0.9
7,0.95,0.6,0.25,0.25,0.6,0.65,0.1,0.75,0.7,0.65
8,0.85,0.55,0.1,0.25,0.45,0.75,0.3,0.8,0.65,0.65
9,0.8,0.5,0.2,0.4,0.2,0.65,0.55,0.9,0.6,0.7
10,1.0,0.6,0.15,0.45,0.4,0.65,0.5,0.7,0.6,0.6
11,0.95,0.6,0.2,0.2,0.35,0.6,0.45,0.7,0.65,0.8
12,0.9,0.65,0.3,0.35,0.4,0.3,0.4,0.7,0.7,0.7
13,0.95,0.45,0.3,0.5,0.25,0.15,0.4,0.8,0.65,0.75
14,0.9,0.7,0.35,0.4,0.45,0.05,0.3,0.8,0.75,0.8
15,0.7,0.7,0.2,0.3,0.75,0.1,0.4,0.75,0.9,0.75
16,0.75,0.25,0.05,0.65,0.25,0.2,0.3,0.6,0.85,0.7
17,0.75,0.3,0.2,0.7,0.15,0.2,0.05,0.35,0.8,0.6
18,0.95,0.5,0.0,0.6,0.15,0.2,0.15,0.45,0.7,0.9
19,0.95,0.55,0.0,0.65,0.4,0.1,0.05,0.35,0.65,0.85
20,0.8,0.55,0.05,0.4,0.5,0.15,0.15,0.55,0.65,0.95
21,0.75,0.5,0.35,0.35,0.5,0.1,0.1,0.65,0.8,0.95
22,0.6,0.6,0.3,0.4,0.35,0.1,0.0,0.8,0.55,0.85
23,0.65,0.6,0.35,0.6,0.4,0.25,0.0,0.7,0.55,0.85
24,0.55,0.4,0.35,0.5,0.35,0.2,0.05,0.7,0.65,0.65
25,0.65,0.35,0.65,0.45,0.35,0.05,0.1,0.85,0.8,0.35
26,0.7,0.4,0.7,0.3,0.4,0.1,0.15,0.6,0.8,0.4
27,0.85,0.6,0.9,0.45,0.55,0.25,0.2,0.5,0.85,0.35
28,0.7,0.6,0.8,0.45,0.55,0.15,0.2,0.7,0.85,0.3
29,0.65,0.5,0.8,0.35,0.5,0.05,0.25,0.6,0.8,0.4
30,0.55,0.65,0.7,0.65,0.45,0.2,0.15,0.8,0.7,0.55
31,0.5,0.75,0.85,0.35,0.5,0.3,0.2,0.75,0.8,0.45
32,0.4,0.8,0.5,0.45,0.55,0.3,0.35,0.75,0.85,0.45
33,0.3,0.9,0.7,0.35,0.4,0.3,0.4,0.75,0.9,0.4
34,0.35,0.9,0.85,0.25,0.3,0.25,0.3,0.75,0.8,0.25
35,0.5,0.8,0.55,0.45,0.3,0.4,0.3,0.65,0.65,0.4
36,0.4,0.35,0.25,0.7,0.2,0.05,0.4,0.6,0.65,0.45
37,0.3,0.5,0.35,0.65,0.3,0.45,0.2,0.55,0.2,0.25
38,0.5,0.8,0.55,0.55,0.35,0.65,0.35,0.65,0.3,0.3
39,0.4,0.75,0.55,0.3,0.4,0.6,0.35,0.6,0.3,0.25
40,0.2,0.9,0.35,0.05,0.55,0.6,0.2,0.75,0.35,0.2
41,0.1,0.95,0.3,0.05,0.1,0.7,0.35,0.85,0.3,0.2
42,0.15,0.9,0.4,0.15,0.15,0.65,0.55,0.85,0.4,0.25
43,0.5,0.8,0.2,0.4,0.35,0.85,0.35,0.7,0.3,0.1
44,0.55,0.65,0.35,0.25,0.1,1.0,0.2,0.5,0.45,0.25
45,0.7,0.8,0.5,0.15,0.3,0.85,0.3,0.55,0.35,0.3
46,0.8,0.75,0.5,0.2,0.4,0.6,0.2,0.7,0.15,0.3
47,0.8,0.7,0.6,0.05,0.35,0.5,0.3,0.7,0.4,0.15
48,0.6,0.85,0.75,0.1,0.25,0.45,0.3,0.7,0.5,0.15
49,0.75,0.8,0.8,0.1,0.3,0.5,0.35,0.8,0.35,0.35
50,0.9,0.85,0.9,0.15,0.4,0.55,0.45,0.8,0.4,0.65
51,0.8,0.75,0.8,0.35,0.35,0.6,0.55,0.85,0.4,0.5
52,0.8,0.7,0.85,0.25,0.35,0.8,0.45,0.75,0.3,0.55
53,0.7,0.8,0.9,0.25,0.2,0.75,0.15,0.9,0.3,0.7
54,0.55,0.6,0.85,0.25,0.2,0.6,0.15,0.85,0.35,0.3
55,0.5,0.5,0.8,0.35,0.35,0.65,0.3,0.75,0.4,0.5
56,0.6,0.45,0.7,0.3,0.4,0.5,0.4,0.8,0.6,0.5
57,0.8,0.35,0.35,0.15,0.3,0.3,0.15,0.9,0.4,0.3
58,0.55,0.55,0.45,0.3,0.25,0.2,0.1,0.75,0.4,0.25
59,0.7,0.55,0.45,0.35,0.4,0.35,0.3,0.55,0.35,0.45
60,0.55,0.7,0.3,0.55,0.45,0.65,0.45,0.65,0.65,0.5
61,0.6,0.6,0.3,0.8,0.5,0.35,0.35,0.65,0.5,0.55
62,0.5,0.6,0.15,0.45,0.45,0.3,0.35,0.8,0.4,0.65
63,0.6,0.3,0.05,0.55,0.55,0.45,0.3,0.55,0.3,0.65
64,0.45,0.55,0.15,0.3,0.65,0.5,0.4,0.4,0.3,0.6
65,0.6,0.5,0.15,0.55,0.65,0.45,0.45,0.6,0.45,0.5
66,0.45,0.75,0.2,0.55,0.7,0.55,0.8,0.3,0.4,0.5
67,0.75,0.65,0.35,0.6,0.5,0.85,0.85,0.2,0.2,0.3
68,0.85,0.55,0.6,0.65,0.3,0.85,0.6,0.3,0.15,0.45
69,0.9,0.45,0.6,0.65,0.45,0.85,0.3,0.2,0.15,0.5
70,0.85,0.45,0.65,0.85,0.2,0.85,0.35,0.2,0.15,0.65
71,0.8,0.35,0.6,0.8,0.3,0.8,0.55,0.25,0.1,0.75
72,0.8,0.45,0.45,0.75,0.5,0.8,0.4,0.2,0.2,0.7
73,0.8,0.15,0.65,0.8,0.7,0.6,0.4,0.3,0.3,0.8
74,0.8,0.2,0.65,0.6,0.8,0.6,0.4,0.5,0.45,0.6
75,0.6,0.15,0.6,0.75,0.8,0.65,0.4,0.4,0.35,0.65
76,0.65,0.15,0.4,0.7,0.7,0.7,0.45,0.35,0.55,0.7
77,0.65,0.3,0.4,0.7,0.65,0.65,0.5,0.3,0.6,0.6
78,0.5,0.1,0.6,0.65,0.7,0.5,0.5,0.4,0.9,0.6
79,0.6,0.3,0.55,0.85,0.8,0.5,0.55,0.45,0.95,0.45
80,0.75,0.45,0.65,0.6,0.8,0.6,0.35,0.45,0.85,0.35
81,0.65,0.55,0.75,0.6,0.85,0.45,0.4,0.5,0.7,0.3
82,0.6,0.75,0.8,0.5,0.8,0.45,0.4,0.55,0.6,0.2
83,0.8,0.75,0.65,0.8,0.85,0.3,0.55,0.4,0.35,0.4
84,0.75,0.45,0.45,0.65,0.8,0.35,0.4,0.45,0.4,0.55
85,0.85,0.6,0.5,0.8,0.85,0.4,0.45,0.55,0.4,0.45
86,0.8,0.45,0.45,0.55,0.7,0.4,0.35,0.55,0.2,0.15
87,0.95,0.45,0.5,0.4,0.65,0.35,0.35,0.65,0.25,0.05
88,0.85,0.4,0.45,0.7,0.5,0.5,0.15,0.6,0.3,0.15
89,0.9,0.5,0.5,0.75,0.45,0.5,0.2,0.7,0.15,0.0
90,0.85,0.45,0.5,0.75,0.5,0.6,0.35,0.6,0.1,0.1
91,0.85,0.2,0.45,0.55,0.6,0.6,0.15,0.7,0.1,0.15
92,0.8,0.35,0.35,0.2,0.55,0.7,0.4,0.45,0.15,0.1
93,0.85,0.4,0.3,0.25,0.55,0.6,0.3,0.3,0.05,0.2
94,0.65,0.45,0.25,0.4,0.55,0.5,0.35,0.55,0.1,0.35
95,0.5,0.6,0.35,0.4,0.3,0.55,0.3,0.35,0.3,0.35
96,0.65,0.75,0.3,0.4,0.2,0.75,0.25,0.15,0.3,0.65
97,0.65,0.85,0.3,0.2,0.1,0.95,0.2,0.15,0.3,0.75
98,0.6,0.9,0.3,0.15,0.15,0.9,0.3,0.4,0.35,0.7
99,0.7,0.9,0.25,0.25,0.25,0.8,0.6,0.3,0.5,0.55
