Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look,mate_11_look,mate_12_look,mate_13_look,mate_14_look,mate_15_look,mate_16_look,mate_17_look,mate_18_look,mate_19_look,mate_20_look
0,0.5,0.55,0.5,0.3,0.55,0.35,0.45,0.55,0.7,0.5,0.25,0.65,0.5,0.55,0.55,0.65,0.3,0.5,0.5,0.55
1,0.35,0.55,0.35,0.15,0.55,0.6,0.2,0.55,0.6,0.65,0.1,0.7,0.4,0.55,0.5,0.4,0.45,0.45,0.45,0.9
2,0.35,0.55,0.25,0.4,0.6,0.65,0.15,0.4,0.85,0.75,0.1,0.85,0.35,0.65,0.55,0.4,0.45,0.5,0.55,0.9
3,0.3,0.5,0.3,0.45,0.3,0.95,0.3,0.4,0.65,0.9,0.05,1.0,0.2,0.55,0.7,0.3,0.45,0.55,0.5,0.75
4,0.55,0.75,0.15,0.75,0.15,0.95,0.15,0.4,0.7,0.85,0.15,1.0,0.15,0.8,0.55,0.6,0.6,0.45,0.3,0.6
5,0.8,0.65,0.15,0.6,0.1,0.85,0.15,0.25,0.9,0.9,0.25,0.95,0.3,0.6,0.6,0.6,0.55,0.7,0.5,0.6
6,0.85,0.7,0.15,0.8,0.3,0.65,0.2,0.45,0.95,0.9,0.2,0.8,0.1,0.8,0.65,0.55,0.35,0.55,0.45,0.75
7,0.95,0.65,0.05,0.95,0.25,0.6,0.05,0.25,0.85,1.0,0.2,0.8,0.15,0.8,0.85,0.65,0.35,0.7,0.5,0.8
8,0.95,0.7,0.05,0.75,0.25,0.65,0.1,0.2,1.0,0.95,0.1,0.6,0.15,0.65,0.95,0.45,0.55,0.75,0.45,0.95
9,0.85,0.6,0.0,0.55,0.25,0.5,0.1,0.3,0.85,0.95,0.3,0.4,0.05,0.45,0.9,0.35,0.4,0.7,0.5,0.95
