Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.55,0.35,0.6,0.5,0.5,0.65,0.6,0.45,0.55,0.35
1,0.6,0.5,0.55,0.7,0.5,0.55,0.35,0.4,0.7,0.45
2,0.6,0.3,0.65,0.7,0.35,0.4,0.05,0.55,0.6,0.45
3,0.4,0.25,0.7,0.6,0.3,0.55,0.0,0.5,0.6,0.45
4,0.5,0.25,0.45,0.6,0.25,0.65,0.25,0.45,0.5,0.45
5,0.5,0.3,0.6,0.55,0.55,0.4,0.3,0.55,0.25,0.6
6,0.35,0.4,0.45,0.5,0.15,0.6,0.35,0.3,0.45,0.55
7,0.4,0.45,0.5,0.35,0.45,0.6,0.5,0.55,0.4,0.8
8,0.4,0.4,0.35,0.3,0.35,0.7,0.3,0.45,0.4,0.8
9,0.6,0.25,0.4,0.2,0.65,0.7,0.4,0.55,0.5,0.75
10,0.75,0.1,0.25,0.1,0.8,0.6,0.5,0.9,0.4,0.95
11,0.65,0.3,0.25,0.05,0.65,0.65,0.6,0.65,0.65,0.85
12,0.55,0.25,0.2,0.15,0.7,0.6,0.55,0.75,0.75,0.9
13,0.7,0.25,0.4,0.35,0.8,0.7,0.65,0.65,0.7,0.85
14,0.6,0.35,0.5,0.35,0.75,0.75,0.6,0.7,0.6,0.75
15,0.65,0.45,0.4,0.35,0.75,0.55,0.45,0.55,0.6,0.75
16,0.75,0.45,0.5,0.6,0.5,0.4,0.45,0.35,0.7,0.35
17,0.7,0.65,0.7,0.7,0.4,0.35,0.4,0.2,0.4,0.35
18,0.65,0.45,0.5,0.75,0.5,0.4,0.55,0.15,0.2,0.3
19,0.6,0.45,0.45,0.7,0.4,0.35,0.6,0.05,0.5,0.25
20,0.25,0.25,0.3,0.4,0.65,0.4,0.6,0.0,0.45,0.3
21,0.15,0.3,0.5,0.6,0.85,0.45,0.65,0.0,0.8,0.2
22,0.05,0.3,0.7,0.65,0.7,0.35,0.5,0.3,0.95,0.25
23,0.1,0.3,0.8,0.75,0.65,0.6,0.3,0.3,0.95,0.4
24,0.25,0.25,0.7,0.8,0.65,0.6,0.5,0.1,0.9,0.35
25,0.1,0.3,0.6,0.6,0.6,0.55,0.55,0.15,0.8,0.45
26,0.05,0.15,0.75,0.7,0.65,0.55,0.55,0.35,0.5,0.55
27,0.05,0.1,0.85,0.65,0.55,0.35,0.55,0.25,0.45,0.4
28,0.1,0.2,0.95,0.7,0.45,0.1,0.7,0.35,0.1,0.25
29,0.1,0.25,0.8,0.8,0.45,0.05,0.7,0.3,0.25,0.05
30,0.2,0.5,0.9,0.95,0.2,0.25,0.6,0.3,0.25,0.1
31,0.4,0.35,0.55,0.6,0.1,0.45,0.35,0.4,0.55,0.05
32,0.45,0.55,0.6,0.5,0.35,0.4,0.55,0.3,0.45,0.05
33,0.6,0.55,0.4,0.7,0.5,0.3,0.6,0.45,0.4,0.1
34,0.5,0.5,0.45,0.8,0.65,0.2,0.85,0.15,0.4,0.2
35,0.4,0.6,0.55,0.65,0.6,0.45,0.85,0.1,0.45,0.25
36,0.7,0.4,0.55,0.55,0.4,0.55,0.65,0.3,0.75,0.45
37,0.5,0.3,0.5,0.35,0.55,0.6,0.8,0.15,0.6,0.5
38,0.6,0.45,0.3,0.5,0.35,0.3,0.6,0.4,0.8,0.65
39,0.75,0.25,0.05,0.5,0.25,0.4,0.7,0.35,0.95,0.8
40,0.85,0.35,0.15,0.6,0.25,0.3,0.5,0.5,0.9,0.6
41,0.9,0.3,0.1,0.5,0.35,0.35,0.6,0.35,0.8,0.55
42,0.8,0.35,0.05,0.6,0.3,0.15,0.65,0.8,0.65,0.45
43,0.75,0.25,0.2,0.7,0.35,0.25,0.75,0.6,0.65,0.45
