Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.6,0.4,0.55,0.35,0.65
1,0.8,0.6,0.65,0.3,0.8
2,0.55,0.6,0.25,0.5,0.8
3,0.55,0.8,0.35,0.45,0.7
4,0.5,0.65,0.6,0.4,0.5
5,0.25,0.45,0.6,0.55,0.45
6,0.2,0.5,0.6,0.45,0.2
7,0.35,0.3,0.55,0.25,0.25
8,0.45,0.25,0.5,0.35,0.45
9,0.4,0.2,0.65,0.35,0.1
10,0.6,0.25,0.7,0.45,0.2
11,0.7,0.2,0.55,0.4,0.2
12,0.8,0.4,0.75,0.25,0.35
13,0.5,0.7,0.65,0.45,0.3
14,0.85,0.35,0.45,0.2,0.25
15,0.85,0.55,0.3,0.1,0.25
16,0.45,0.55,0.25,0.15,0.1
17,0.45,0.45,0.55,0.5,0.3
18,0.55,0.45,0.25,0.6,0.2
19,0.4,0.5,0.35,0.7,0.45
20,0.35,0.6,0.4,0.55,0.45
21,0.25,0.55,0.55,0.75,0.25
22,0.4,0.45,0.35,0.35,0.25
23,0.5,0.55,0.25,0.3,0.1
24,0.7,0.35,0.2,0.25,0.2
25,0.5,0.35,0.4,0.25,0.25
26,0.45,0.5,0.4,0.35,0.35
27,0.25,0.35,0.45,0.35,0.45
28,0.3,0.5,0.5,0.35,0.45
29,0.1,0.35,0.3,0.4,0.4
30,0.4,0.7,0.3,0.3,0.3
31,0.35,0.8,0.45,0.2,0.25
32,0.3,0.6,0.45,0.5,0.25
33,0.2,0.4,0.35,0.65,0.25
34,0.5,0.55,0.15,0.45,0.35
35,0.65,0.65,0.2,0.55,0.65
36,0.6,0.4,0.4,0.45,0.5
37,0.5,0.35,0.5,0.3,0.45
38,0.6,0.4,0.5,0.45,0.25
39,0.55,0.55,0.6,0.6,0.1
40,0.45,0.85,0.25,0.45,0.3
41,0.25,0.75,0.5,0.55,0.3
42,0.35,0.75,0.55,0.65,0.35
43,0.2,0.7,0.35,0.45,0.35
44,0.4,0.6,0.35,0.35,0.15
45,0.25,0.45,0.45,0.5,0.2
46,0.35,0.55,0.5,0.6,0.35
47,0.45,0.45,0.35,0.75,0.25
48,0.35,0.6,0.35,0.75,0.2
49,0.6,0.7,0.25,0.7,0.15
50,0.7,0.6,0.4,0.55,0.45
51,0.5,0.75,0.35,0.3,0.35
52,0.45,0.6,0.5,0.2,0.45
53,0.55,0.7,0.6,0.1,0.3
54,0.55,0.6,0.4,0.25,0.5
55,0.75,0.45,0.3,0.25,0.45
56,0.6,0.2,0.25,0.45,0.55
57,0.5,0.45,0.3,0.4,0.55
58,0.4,0.6,0.4,0.25,0.4
59,0.4,0.7,0.6,0.25,0.6
60,0.3,0.6,0.6,0.45,0.4
61,0.4,0.35,0.4,0.6,0.25
62,0.35,0.5,0.5,0.5,0.2
63,0.7,0.6,0.5,0.4,0.45
64,0.45,0.65,0.6,0.4,0.55
65,0.25,0.6,0.35,0.5,0.5
66,0.2,0.65,0.5,0.25,0.3
67,0.4,0.5,0.55,0.25,0.55
68,0.45,0.35,0.8,0.35,0.45
69,0.45,0.35,0.8,0.3,0.4
70,0.55,0.35,0.7,0.3,0.4
71,0.6,0.5,0.65,0.25,0.4
72,0.65,0.7,0.65,0.35,0.3
73,0.75,0.65,0.6,0.35,0.3
74,0.8,0.5,0.25,0.3,0.4
75,0.65,0.7,0.25,0.45,0.15
76,0.35,0.45,0.5,0.4,0.3
77,0.3,0.45,0.65,0.15,0.3
78,0.15,0.4,0.65,0.4,0.45
79,0.3,0.5,0.55,0.25,0.45
80,0.45,0.35,0.5,0.25,0.4
81,0.55,0.45,0.6,0.3,0.4
82,0.55,0.6,0.55,0.5,0.4
83,0.45,0.5,0.5,0.4,0.45
84,0.45,0.55,0.45,0.35,0.5
85,0.1,0.65,0.45,0.5,0.75
86,0.15,0.5,0.35,0.4,0.65
87,0.45,0.45,0.35,0.45,0.7
88,0.35,0.3,0.3,0.3,0.85
89,0.35,0.45,0.4,0.4,0.55
90,0.4,0.35,0.7,0.6,0.35
91,0.45,0.3,0.4,0.45,0.55
92,0.65,0.4,0.55,0.45,0.55
93,0.5,0.55,0.35,0.55,0.6
94,0.3,0.55,0.3,0.35,0.8
95,0.4,0.6,0.25,0.35,0.7
96,0.5,0.65,0.35,0.4,0.45
97,0.55,0.7,0.15,0.45,0.55
98,0.4,0.6,0.25,0.3,0.45
99,0.6,0.65,0.35,0.35,0.45
