Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.5,0.75,0.5,0.5,0.45,0.5,0.75,0.65,0.4,0.45
1,0.65,0.95,0.35,0.5,0.4,0.55,0.5,0.7,0.45,0.4
2,0.55,0.9,0.45,0.6,0.35,0.25,0.6,0.7,0.25,0.35
3,0.5,0.65,0.4,0.65,0.55,0.6,0.45,0.55,0.25,0.55
4,0.5,0.7,0.45,0.85,0.3,0.4,0.55,0.6,0.4,0.5
5,0.6,0.7,0.45,0.65,0.25,0.6,0.6,0.65,0.55,0.55
6,0.75,0.5,0.5,0.7,0.3,0.4,0.75,0.7,0.7,0.5
7,0.45,0.35,0.4,0.4,0.1,0.65,0.65,0.6,0.45,0.7
8,0.4,0.65,0.5,0.65,0.05,0.35,0.5,0.45,0.2,0.6
9,0.65,0.6,0.45,0.8,0.2,0.15,0.55,0.45,0.35,0.45
10,0.95,0.75,0.3,0.85,0.3,0.35,0.6,0.3,0.25,0.55
11,0.95,0.6,0.1,0.8,0.25,0.45,0.8,0.2,0.25,0.5
12,0.9,0.5,0.4,0.85,0.4,0.5,0.8,0.5,0.6,0.4
13,0.85,0.65,0.4,0.7,0.55,0.4,0.9,0.65,0.55,0.4
14,0.7,0.75,0.6,0.8,0.35,0.3,0.95,0.5,0.4,0.45
15,0.95,0.55,0.6,0.7,0.7,0.5,0.95,0.6,0.55,0.5
16,0.9,0.55,0.2,0.7,0.7,0.4,0.9,0.75,0.35,0.25
17,0.85,0.8,0.3,0.7,0.5,0.5,0.95,0.55,0.4,0.3
18,0.85,0.65,0.55,0.55,0.55,0.25,0.75,0.75,0.55,0.35
19,0.8,0.75,0.3,0.3,0.65,0.2,1.0,0.8,0.35,0.4
20,0.75,0.7,0.3,0.55,0.7,0.4,0.95,0.55,0.1,0.55
21,0.9,0.25,0.5,0.65,0.8,0.4,0.9,0.7,0.25,0.6
22,0.85,0.1,0.3,0.7,0.65,0.2,0.75,0.75,0.25,0.6
23,0.9,0.25,0.1,0.85,0.7,0.1,0.65,0.65,0.2,0.4
24,0.85,0.25,0.2,0.6,0.35,0.35,0.5,0.6,0.25,0.5
25,0.8,0.25,0.2,0.55,0.35,0.2,0.65,0.55,0.4,0.6
26,0.95,0.3,0.35,0.45,0.75,0.05,0.45,0.65,0.45,0.7
27,0.9,0.3,0.5,0.55,0.4,0.1,0.45,0.5,0.25,0.5
28,0.75,0.45,0.55,0.55,0.4,0.0,0.25,0.3,0.5,0.4
29,0.8,0.35,0.4,0.35,0.4,0.1,0.25,0.1,0.8,0.6
30,0.75,0.65,0.35,0.2,0.45,0.25,0.25,0.45,0.8,0.35
31,0.75,0.75,0.55,0.3,0.25,0.25,0.35,0.4,0.8,0.65
32,0.85,0.6,0.65,0.7,0.1,0.15,0.3,0.55,0.85,0.7
33,0.75,0.35,0.5,0.6,0.1,0.2,0.35,0.65,0.75,0.65
34,0.75,0.2,0.6,0.55,0.15,0.15,0.4,0.7,0.4,0.8
35,0.75,0.2,0.45,0.35,0.4,0.15,0.75,0.4,0.4,0.7
36,0.75,0.4,0.4,0.2,0.5,0.05,0.65,0.55,0.5,0.65
37,0.85,0.55,0.45,0.35,0.6,0.0,0.6,0.65,0.35,0.6
38,0.85,0.4,0.4,0.45,0.6,0.1,0.65,0.65,0.5,0.65
39,1.0,0.55,0.4,0.25,0.5,0.15,0.65,0.8,0.35,0.7
40,0.9,0.6,0.1,0.2,0.4,0.25,0.7,0.7,0.3,0.85
41,0.85,0.75,0.05,0.3,0.45,0.35,0.45,0.75,0.3,0.95
42,0.85,0.9,0.1,0.45,0.55,0.45,0.35,0.65,0.45,1.0
43,0.75,0.85,0.2,0.55,0.4,0.5,0.3,0.6,0.4,0.9
44,0.75,0.85,0.15,0.5,0.45,0.35,0.1,0.55,0.6,0.95
45,0.9,0.55,0.25,0.3,0.55,0.25,0.1,0.35,0.35,0.75
46,0.95,0.25,0.3,0.25,0.5,0.25,0.3,0.35,0.45,0.85
47,0.85,0.45,0.3,0.4,0.65,0.1,0.6,0.55,0.7,0.85
48,0.9,0.15,0.3,0.2,0.75,0.15,0.6,0.55,0.75,0.7
49,0.95,0.45,0.25,0.45,0.6,0.15,0.5,0.5,0.7,0.6
50,0.85,0.45,0.4,0.35,0.7,0.25,0.6,0.7,0.9,0.6
51,0.7,0.35,0.5,0.55,0.7,0.35,0.5,0.85,0.95,0.5
52,0.65,0.15,0.4,0.5,0.85,0.25,0.65,0.75,0.95,0.65
53,0.75,0.15,0.3,0.4,0.9,0.35,0.65,0.85,0.85,0.55
54,0.3,0.25,0.3,0.5,0.95,0.4,0.8,0.65,0.75,0.75
55,0.3,0.25,0.4,0.55,0.85,0.45,0.6,0.45,0.9,0.45
56,0.4,0.15,0.55,0.75,0.6,0.45,0.7,0.4,0.65,0.35
57,0.65,0.35,0.55,0.75,0.65,0.25,0.55,0.45,0.65,0.45
58,0.5,0.25,0.4,0.8,0.4,0.3,0.5,0.3,0.4,0.6
59,0.5,0.2,0.2,0.8,0.45,0.2,0.55,0.35,0.3,0.6
60,0.4,0.25,0.3,0.65,0.45,0.25,0.55,0.35,0.25,0.6
61,0.7,0.4,0.55,0.85,0.55,0.5,0.4,0.35,0.35,0.3
62,0.7,0.45,0.4,0.65,0.25,0.7,0.15,0.15,0.0,0.05
63,0.6,0.45,0.45,0.45,0.25,0.65,0.15,0.25,0.1,0.2
64,0.7,0.4,0.45,0.5,0.2,0.75,0.2,0.4,0.15,0.25
65,0.6,0.4,0.35,0.45,0.2,0.75,0.3,0.45,0.2,0.25
66,0.65,0.35,0.5,0.75,0.35,0.5,0.35,0.5,0.35,0.25
67,0.35,0.25,0.3,0.85,0.15,0.8,0.2,0.65,0.3,0.4
68,0.3,0.15,0.2,0.75,0.1,0.8,0.3,0.75,0.4,0.55
69,0.35,0.2,0.15,0.6,0.05,0.8,0.45,0.8,0.8,0.45
70,0.5,0.45,0.0,0.55,0.15,0.65,0.4,0.6,0.7,0.4
71,0.6,0.6,0.05,0.45,0.1,0.55,0.55,0.55,0.75,0.45
72,0.6,0.5,0.25,0.5,0.05,0.55,0.65,0.65,0.7,0.3
73,0.35,0.65,0.2,0.2,0.05,0.55,0.7,0.65,0.4,0.3
74,0.6,0.45,0.15,0.2,0.1,0.55,0.75,0.65,0.55,0.15
75,0.5,0.25,0.25,0.15,0.25,0.55,0.4,0.65,0.9,0.15
76,0.75,0.3,0.5,0.2,0.45,0.55,0.4,0.65,0.75,0.25
77,0.95,0.35,0.7,0.6,0.4,0.5,0.45,0.45,0.55,0.25
78,1.0,0.25,0.75,0.6,0.5,0.4,0.35,0.45,0.6,0.15
79,0.9,0.15,0.65,0.7,0.25,0.4,0.25,0.55,0.65,0.3
80,0.8,0.15,0.55,0.75,0.3,0.5,0.35,0.65,0.7,0.5
81,0.9,0.3,0.5,0.5,0.2,0.4,0.25,0.45,0.65,0.65
82,0.75,0.45,0.5,0.45,0.45,0.5,0.15,0.7,0.7,0.65
