Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.45,0.7,0.45,0.6,0.5
1,0.3,0.7,0.4,0.55,0.6
2,0.5,0.5,0.4,0.45,0.7
3,0.5,0.6,0.4,0.3,0.7
4,0.45,0.5,0.55,0.4,0.7
5,0.45,0.5,0.35,0.5,0.75
6,0.55,0.5,0.4,0.55,0.75
7,0.65,0.5,0.35,0.65,0.8
8,0.6,0.6,0.3,0.65,0.7
9,0.85,0.45,0.25,0.55,0.8
10,0.65,0.55,0.3,0.3,0.8
11,0.7,0.55,0.3,0.65,0.7
12,0.5,0.45,0.45,0.5,0.5
13,0.3,0.4,0.4,0.65,0.4
14,0.45,0.45,0.15,0.55,0.55
15,0.4,0.3,0.2,0.85,0.45
16,0.45,0.3,0.4,0.7,0.45
17,0.45,0.4,0.3,0.75,0.5
18,0.35,0.45,0.35,0.55,0.35
19,0.3,0.8,0.6,0.5,0.3
20,0.25,0.6,0.4,0.45,0.2
21,0.2,0.45,0.35,0.4,0.25
22,0.15,0.55,0.4,0.45,0.4
23,0.2,0.6,0.35,0.35,0.35
24,0.3,0.5,0.5,0.55,0.35
25,0.2,0.55,0.5,0.65,0.25
26,0.25,0.4,0.6,0.65,0.3
27,0.4,0.45,0.65,0.75,0.45
28,0.35,0.5,0.55,0.35,0.35
29,0.55,0.45,0.7,0.5,0.4
30,0.7,0.35,0.65,0.6,0.15
31,0.65,0.3,0.4,0.6,0.3
32,0.55,0.85,0.3,0.65,0.3
33,0.4,0.6,0.25,0.5,0.45
34,0.55,0.45,0.45,0.65,0.4
35,0.5,0.5,0.5,0.65,0.45
36,0.35,0.5,0.5,0.5,0.25
37,0.6,0.55,0.35,0.55,0.55
38,0.55,0.7,0.3,0.45,0.3
39,0.55,0.65,0.3,0.4,0.2
40,0.55,0.5,0.35,0.45,0.2
41,0.5,0.6,0.4,0.45,0.2
42,0.65,0.45,0.45,0.6,0.3
43,0.5,0.55,0.5,0.55,0.35
44,0.65,0.55,0.6,0.65,0.4
45,0.65,0.5,0.55,0.65,0.4
46,0.45,0.7,0.4,0.45,0.55
47,0.6,0.6,0.25,0.4,0.4
48,0.65,0.55,0.4,0.45,0.35
49,0.85,0.5,0.55,0.65,0.25
50,0.75,0.5,0.4,0.4,0.35
51,0.5,0.6,0.7,0.25,0.45
52,0.4,0.3,0.55,0.4,0.3
53,0.45,0.4,0.4,0.3,0.25
54,0.3,0.6,0.4,0.5,0.65
55,0.25,0.7,0.35,0.55,0.8
56,0.5,0.65,0.4,0.35,0.65
57,0.4,0.55,0.4,0.5,0.6
58,0.45,0.55,0.25,0.6,0.5
59,0.35,0.4,0.35,0.55,0.35
60,0.6,0.45,0.4,0.3,0.55
61,0.6,0.4,0.25,0.4,0.2
62,0.6,0.5,0.4,0.4,0.5
63,0.55,0.65,0.6,0.5,0.55
64,0.45,0.5,0.45,0.5,0.6
65,0.55,0.55,0.55,0.6,0.6
66,0.6,0.5,0.4,0.95,0.7
67,0.45,0.3,0.55,0.9,0.45
68,0.4,0.55,0.5,0.85,0.45
69,0.5,0.45,0.55,0.65,0.45
70,0.35,0.45,0.5,0.5,0.45
71,0.1,0.7,0.3,0.5,0.45
72,0.15,0.6,0.15,0.6,0.25
73,0.2,0.55,0.4,0.45,0.35
74,0.3,0.7,0.55,0.55,0.35
75,0.3,0.65,0.3,0.35,0.4
76,0.55,0.5,0.35,0.4,0.5
77,0.55,0.7,0.5,0.55,0.65
78,0.55,0.6,0.5,0.3,0.65
79,0.7,0.7,0.75,0.3,0.75
80,0.85,0.7,0.5,0.3,0.6
81,0.6,0.5,0.35,0.4,0.65
82,0.7,0.2,0.35,0.35,0.75
83,0.7,0.3,0.45,0.45,0.55
84,0.5,0.15,0.3,0.5,0.6
85,0.15,0.15,0.65,0.45,0.55
86,0.2,0.25,0.5,0.3,0.45
87,0.4,0.3,0.6,0.5,0.75
88,0.3,0.3,0.7,0.55,0.7
89,0.35,0.3,0.7,0.4,0.65
90,0.15,0.3,0.35,0.35,0.65
91,0.3,0.4,0.35,0.35,0.5
92,0.35,0.6,0.3,0.25,0.65
93,0.3,0.6,0.35,0.4,0.5
94,0.55,0.55,0.35,0.55,0.3
95,0.45,0.6,0.15,0.8,0.55
96,0.6,0.6,0.25,0.75,0.25
97,0.7,0.65,0.6,0.6,0.25
98,0.75,0.4,0.55,0.65,0.15
99,0.55,0.65,0.8,0.45,0.15
