Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.3,0.4,0.6,0.4,0.65,0.3,0.5,0.5,0.65,0.5
1,0.45,0.35,0.85,0.25,0.55,0.15,0.35,0.45,0.6,0.3
2,0.35,0.4,0.85,0.15,0.65,0.25,0.4,0.5,0.6,0.35
3,0.6,0.25,0.85,0.1,0.8,0.15,0.45,0.4,0.65,0.4
4,0.8,0.6,0.55,0.0,0.8,0.4,0.15,0.5,0.75,0.5
5,0.85,0.75,0.65,0.1,0.9,0.4,0.45,0.65,0.6,0.4
6,0.75,0.85,0.7,0.1,0.95,0.5,0.25,0.6,0.5,0.4
7,0.95,0.85,0.5,0.2,0.7,0.5,0.1,0.45,0.45,0.25
8,0.85,0.65,0.2,0.25,0.4,0.7,0.15,0.4,0.75,0.15
9,0.8,0.6,0.25,0.55,0.4,0.55,0.2,0.4,0.6,0.35
10,0.8,0.5,0.15,0.55,0.35,0.65,0.35,0.35,0.65,0.25
11,0.85,0.4,0.15,0.5,0.35,0.45,0.55,0.5,0.45,0.4
12,0.75,0.35,0.3,0.25,0.55,0.55,0.45,0.7,0.45,0.35
13,0.8,0.25,0.35,0.3,0.65,0.85,0.35,0.65,0.4,0.3
14,0.75,0.4,0.3,0.55,0.5,0.85,0.45,0.55,0.35,0.35
15,0.65,0.65,0.25,0.35,0.3,0.85,0.5,0.75,0.3,0.25
16,0.8,0.65,0.4,0.4,0.3,0.8,0.35,0.65,0.05,0.5
17,0.8,0.6,0.4,0.55,0.35,0.55,0.5,0.95,0.05,0.55
18,0.85,0.45,0.25,0.7,0.25,0.5,0.55,0.9,0.2,0.3
19,0.85,0.55,0.2,0.45,0.3,0.45,0.35,0.6,0.1,0.3
20,0.9,0.8,0.1,0.45,0.1,0.35,0.65,0.45,0.2,0.5
21,0.75,0.85,0.15,0.4,0.05,0.35,0.7,0.35,0.4,0.5
22,0.75,0.65,0.3,0.1,0.15,0.15,0.4,0.25,0.5,0.5
