Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.6,0.5,0.4,0.55,0.45,0.65,0.5,0.3,0.6,0.45
1,0.6,0.6,0.55,0.25,0.3,0.45,0.3,0.15,0.9,0.3
2,0.7,0.55,0.6,0.1,0.15,0.55,0.4,0.15,0.95,0.35
3,0.55,0.8,0.8,0.25,0.1,0.55,0.65,0.15,0.85,0.25
4,0.65,0.75,0.65,0.2,0.2,0.85,0.6,0.2,0.85,0.2
5,0.35,0.55,0.65,0.15,0.1,0.9,0.8,0.3,0.95,0.2
6,0.55,0.4,0.8,0.6,0.25,0.8,0.55,0.55,0.9,0.35
7,0.85,0.55,0.65,0.25,0.15,0.8,0.4,0.3,0.9,0.05
8,0.75,0.4,0.65,0.1,0.3,0.95,0.5,0.4,0.85,0.15
9,0.7,0.45,0.8,0.25,0.3,0.8,0.35,0.3,0.9,0.1
10,0.9,0.3,0.75,0.15,0.25,0.75,0.25,0.25,0.85,0.15
11,0.8,0.15,0.75,0.3,0.35,0.6,0.15,0.25,0.6,0.1
12,0.65,0.3,0.65,0.45,0.7,0.8,0.3,0.15,0.8,0.15
13,0.65,0.15,0.95,0.35,0.55,0.7,0.6,0.15,0.75,0.1
14,0.7,0.1,0.6,0.1,0.45,0.45,0.55,0.2,0.55,0.3
15,0.85,0.1,0.6,0.4,0.4,0.55,0.45,0.25,0.4,0.25
16,0.8,0.05,0.65,0.45,0.35,0.7,0.3,0.15,0.3,0.35
17,0.85,0.1,0.55,0.55,0.75,0.55,0.4,0.1,0.4,0.3
18,0.75,0.15,0.55,0.4,0.65,0.45,0.35,0.15,0.4,0.35
19,0.45,0.15,0.5,0.4,0.55,0.4,0.45,0.1,0.25,0.45
20,0.25,0.1,0.75,0.25,0.55,0.2,0.4,0.3,0.2,0.2
21,0.35,0.15,0.6,0.25,0.3,0.5,0.5,0.3,0.35,0.25
22,0.35,0.2,0.35,0.3,0.3,0.6,0.65,0.4,0.45,0.05
23,0.4,0.25,0.6,0.4,0.4,0.2,0.6,0.6,0.3,0.0
24,0.6,0.2,0.65,0.3,0.55,0.35,0.55,0.6,0.35,0.1
25,0.55,0.3,0.6,0.35,0.45,0.35,0.55,0.75,0.45,0.1
26,0.35,0.55,0.5,0.4,0.35,0.5,0.8,0.7,0.25,0.15
27,0.55,0.2,0.35,0.25,0.45,0.8,0.75,0.55,0.4,0.45
28,0.55,0.35,0.35,0.15,0.25,0.8,0.35,0.5,0.05,0.7
29,0.45,0.6,0.55,0.2,0.2,0.85,0.5,0.6,0.05,0.45
30,0.65,0.3,0.55,0.4,0.2,0.8,0.25,0.2,0.2,0.5
31,0.65,0.4,0.4,0.65,0.25,0.75,0.25,0.2,0.05,0.6
32,0.55,0.5,0.65,0.7,0.15,0.8,0.25,0.05,0.1,0.55
33,0.65,0.45,0.75,0.9,0.05,0.75,0.25,0.05,0.2,0.4
34,0.6,0.45,0.75,0.65,0.15,0.65,0.45,0.2,0.05,0.5
35,0.85,0.3,0.7,0.6,0.15,0.8,0.45,0.15,0.05,0.3
36,0.55,0.45,0.75,0.65,0.1,0.8,0.5,0.3,0.1,0.4
37,0.9,0.65,0.7,0.7,0.15,0.95,0.6,0.0,0.0,0.15
38,1.0,0.45,0.4,0.75,0.1,0.75,0.55,0.1,0.1,0.3
39,0.85,0.55,0.3,0.75,0.15,0.55,0.45,0.05,0.2,0.45
40,0.55,0.75,0.5,0.85,0.2,0.5,0.35,0.05,0.45,0.35
41,0.7,0.8,0.5,0.6,0.35,0.45,0.4,0.1,0.45,0.5
42,0.8,0.75,0.55,0.55,0.45,0.25,0.55,0.2,0.5,0.5
43,0.7,0.75,0.7,0.65,0.55,0.45,0.75,0.65,0.4,0.6
44,0.75,0.7,0.85,0.6,0.2,0.3,0.65,0.6,0.35,0.65
45,0.75,0.65,0.8,0.85,0.25,0.2,0.8,0.45,0.25,0.75
46,0.85,0.8,0.85,0.7,0.3,0.45,0.7,0.3,0.2,0.75
47,0.8,0.65,0.75,0.35,0.25,0.15,0.55,0.15,0.2,0.55
48,0.85,0.5,0.65,0.5,0.15,0.1,0.6,0.3,0.3,0.4
49,0.85,0.65,0.5,0.3,0.3,0.25,0.55,0.2,0.1,0.55
50,0.6,0.5,0.45,0.35,0.3,0.25,0.6,0.5,0.2,0.45
51,0.7,0.55,0.3,0.35,0.45,0.55,0.65,0.6,0.1,0.1
52,0.8,0.3,0.45,0.45,0.3,0.6,0.4,0.55,0.35,0.2
53,0.7,0.3,0.3,0.25,0.25,0.6,0.55,0.7,0.15,0.15
54,0.85,0.3,0.4,0.25,0.35,0.45,0.45,0.8,0.35,0.3
55,0.75,0.15,0.4,0.1,0.35,0.45,0.4,0.75,0.5,0.4
56,0.75,0.15,0.3,0.15,0.35,0.45,0.45,0.85,0.65,0.2
57,0.5,0.15,0.3,0.4,0.3,0.55,0.5,0.7,0.6,0.4
58,0.65,0.1,0.2,0.3,0.3,0.8,0.5,0.5,0.85,0.35
59,0.6,0.3,0.3,0.45,0.3,0.5,0.25,0.3,0.8,0.6
60,0.6,0.4,0.25,0.2,0.35,0.65,0.4,0.3,0.7,0.2
61,0.6,0.4,0.4,0.1,0.4,0.9,0.7,0.25,0.95,0.3
62,0.45,0.35,0.4,0.2,0.3,0.7,0.5,0.4,0.95,0.2
63,0.25,0.25,0.0,0.15,0.4,0.15,0.3,0.25,1.0,0.25
64,0.15,0.4,0.05,0.25,0.35,0.15,0.2,0.4,0.8,0.2
65,0.3,0.15,0.15,0.15,0.55,0.4,0.25,0.4,0.7,0.15
66,0.25,0.2,0.2,0.05,0.65,0.4,0.3,0.5,0.5,0.2
67,0.5,0.15,0.3,0.15,0.6,0.5,0.4,0.6,0.6,0.2
68,0.8,0.2,0.4,0.1,0.4,0.6,0.7,0.55,0.5,0.25
69,0.7,0.35,0.2,0.2,0.55,0.45,0.6,0.55,0.4,0.5
70,0.85,0.2,0.5,0.15,0.4,0.55,0.75,0.7,0.3,0.4
71,0.7,0.35,0.65,0.2,0.35,0.6,0.85,0.5,0.3,0.55
72,0.6,0.55,0.8,0.2,0.25,0.4,0.8,0.35,0.4,0.5
73,0.5,0.75,0.7,0.0,0.2,0.5,0.9,0.3,0.6,0.55
74,0.35,0.6,0.8,0.05,0.15,0.65,0.9,0.25,0.7,0.55
75,0.65,0.55,0.5,0.0,0.2,0.7,0.7,0.25,0.4,0.65
76,0.9,0.45,0.3,0.1,0.1,0.85,0.5,0.5,0.45,0.6
77,0.8,0.55,0.35,0.2,0.1,0.85,0.35,0.55,0.45,0.45
78,0.75,0.25,0.4,0.1,0.15,0.75,0.25,0.65,0.25,0.35
79,0.9,0.2,0.25,0.25,0.25,0.7,0.2,0.9,0.2,0.3
80,0.65,0.4,0.25,0.3,0.1,0.7,0.2,0.85,0.25,0.55
81,0.55,0.35,0.2,0.45,0.2,0.5,0.2,0.7,0.45,0.4
82,0.75,0.25,0.05,0.35,0.3,0.65,0.2,0.75,0.4,0.25
83,0.9,0.15,0.05,0.55,0.2,0.4,0.45,0.7,0.3,0.25
84,0.75,0.15,0.1,0.3,0.2,0.3,0.7,0.9,0.15,0.2
85,0.8,0.15,0.05,0.6,0.3,0.55,0.6,0.95,0.3,0.25
86,0.85,0.1,0.1,0.8,0.3,0.35,0.5,0.9,0.3,0.15
87,0.9,0.15,0.15,0.9,0.45,0.25,0.5,0.75,0.25,0.0
88,0.7,0.05,0.15,0.95,0.7,0.35,0.45,0.7,0.1,0.05
89,0.75,0.0,0.2,0.75,0.6,0.45,0.75,0.55,0.25,0.1
90,0.75,0.15,0.3,0.35,0.55,0.5,0.7,0.5,0.25,0.15
91,0.9,0.2,0.3,0.35,0.45,0.45,0.75,0.55,0.3,0.25
92,0.75,0.45,0.3,0.35,0.5,0.5,0.8,0.45,0.4,0.3
93,0.8,0.4,0.15,0.35,0.55,0.55,0.9,0.65,0.45,0.25
94,0.85,0.2,0.1,0.25,0.55,0.4,0.65,0.7,0.65,0.25
95,0.9,0.5,0.2,0.1,0.5,0.7,0.65,0.6,0.75,0.35
