Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.5,0.65,0.65,0.55,0.35
1,0.4,0.45,0.7,0.4,0.3
2,0.4,0.6,0.5,0.6,0.35
3,0.5,0.35,0.45,0.6,0.55
4,0.75,0.45,0.4,0.7,0.6
5,0.45,0.4,0.5,0.65,0.35
6,0.55,0.5,0.55,0.55,0.45
7,0.3,0.65,0.4,0.5,0.4
8,0.5,0.35,0.3,0.45,0.55
9,0.45,0.3,0.3,0.75,0.7
10,0.45,0.45,0.35,0.55,0.3
11,0.6,0.3,0.2,0.4,0.4
12,0.85,0.25,0.4,0.55,0.45
13,0.8,0.15,0.55,0.55,0.45
14,0.45,0.3,0.65,0.7,0.4
15,0.25,0.4,0.6,0.4,0.3
16,0.5,0.25,0.65,0.4,0.25
17,0.4,0.4,0.6,0.3,0.5
18,0.3,0.45,0.6,0.2,0.6
19,0.5,0.6,0.55,0.25,0.6
20,0.65,0.45,0.4,0.25,0.4
21,0.65,0.4,0.6,0.35,0.6
22,0.6,0.25,0.8,0.35,0.5
23,0.4,0.4,0.8,0.5,0.65
24,0.4,0.25,0.8,0.6,0.6
25,0.55,0.3,0.55,0.5,0.55
26,0.7,0.4,0.6,0.55,0.75
27,0.6,0.25,0.5,0.45,0.55
28,0.6,0.45,0.45,0.65,0.55
29,0.8,0.35,0.55,0.65,0.55
30,0.6,0.2,0.5,0.8,0.3
31,0.4,0.3,0.5,0.5,0.2
32,0.45,0.4,0.3,0.5,0.35
33,0.7,0.45,0.3,0.55,0.45
34,0.55,0.3,0.3,0.5,0.65
35,0.35,0.45,0.35,0.7,0.55
36,0.5,0.35,0.4,0.7,0.5
37,0.35,0.25,0.45,0.5,0.4
38,0.35,0.1,0.45,0.3,0.35
39,0.4,0.1,0.45,0.2,0.5
40,0.45,0.5,0.55,0.2,0.25
41,0.3,0.4,0.5,0.45,0.35
42,0.25,0.35,0.4,0.4,0.2
43,0.2,0.5,0.4,0.4,0.55
44,0.1,0.5,0.45,0.6,0.35
45,0.25,0.55,0.6,0.35,0.55
46,0.45,0.6,0.45,0.35,0.5
47,0.4,0.6,0.55,0.65,0.55
48,0.3,0.7,0.35,0.8,0.7
49,0.35,0.6,0.35,0.6,0.7
50,0.4,0.45,0.4,0.5,0.6
51,0.65,0.5,0.3,0.25,0.45
52,0.7,0.3,0.2,0.7,0.45
53,0.65,0.3,0.25,0.75,0.35
54,0.55,0.4,0.3,0.65,0.25
55,0.55,0.45,0.2,0.45,0.4
56,0.45,0.35,0.2,0.45,0.6
57,0.25,0.35,0.05,0.45,0.6
58,0.75,0.4,0.3,0.55,0.5
59,0.85,0.7,0.3,0.65,0.45
60,0.7,0.75,0.2,0.7,0.35
61,0.65,0.7,0.5,0.5,0.2
62,0.55,0.4,0.4,0.45,0.45
63,0.6,0.3,0.5,0.4,0.45
64,0.5,0.3,0.3,0.5,0.3
65,0.4,0.25,0.35,0.5,0.3
66,0.5,0.3,0.4,0.35,0.4
67,0.55,0.4,0.55,0.3,0.3
68,0.6,0.55,0.5,0.5,0.35
69,0.6,0.4,0.4,0.6,0.25
70,0.6,0.25,0.45,0.8,0.15
71,0.5,0.2,0.55,0.55,0.35
72,0.25,0.1,0.45,0.55,0.55
73,0.7,0.1,0.45,0.7,0.55
74,0.65,0.15,0.5,0.65,0.55
75,0.65,0.3,0.45,0.6,0.45
76,0.45,0.4,0.45,0.55,0.25
77,0.35,0.55,0.35,0.55,0.4
78,0.3,0.55,0.3,0.3,0.45
79,0.25,0.7,0.4,0.45,0.35
80,0.45,0.6,0.45,0.45,0.5
81,0.45,0.5,0.45,0.2,0.45
82,0.45,0.7,0.45,0.25,0.5
83,0.5,0.5,0.2,0.35,0.5
84,0.55,0.75,0.25,0.3,0.35
85,0.6,0.8,0.3,0.25,0.25
86,0.4,0.65,0.25,0.4,0.3
87,0.25,0.55,0.3,0.25,0.35
88,0.25,0.6,0.3,0.2,0.7
89,0.25,0.45,0.55,0.45,0.5
90,0.35,0.6,0.3,0.35,0.35
91,0.6,0.5,0.35,0.5,0.5
92,0.5,0.45,0.35,0.6,0.45
93,0.35,0.4,0.35,0.5,0.45
94,0.3,0.7,0.45,0.55,0.25
95,0.5,0.65,0.45,0.5,0.6
96,0.4,0.45,0.5,0.5,0.55
97,0.45,0.45,0.5,0.55,0.9
98,0.45,0.3,0.3,0.4,0.7
99,0.55,0.45,0.35,0.35,0.5
