Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.5,0.75,0.65,0.5,0.7
1,0.3,0.6,0.55,0.55,0.55
2,0.5,0.35,0.5,0.5,0.55
3,0.35,0.35,0.5,0.4,0.7
4,0.25,0.35,0.5,0.35,0.65
5,0.5,0.6,0.35,0.55,0.5
6,0.4,0.65,0.35,0.3,0.55
7,0.65,0.45,0.35,0.45,0.35
8,0.7,0.4,0.5,0.5,0.3
9,0.75,0.3,0.5,0.65,0.6
10,0.8,0.4,0.45,0.7,0.65
11,0.6,0.45,0.4,0.7,0.65
12,0.65,0.3,0.35,0.55,0.75
13,0.8,0.25,0.45,0.55,0.65
14,0.8,0.65,0.4,0.4,0.75
15,0.8,0.5,0.4,0.3,0.55
16,0.6,0.3,0.35,0.35,0.55
17,0.5,0.6,0.45,0.4,0.5
18,0.45,0.7,0.3,0.5,0.35
19,0.35,0.35,0.35,0.5,0.25
20,0.4,0.3,0.35,0.5,0.45
21,0.3,0.5,0.3,0.55,0.45
22,0.55,0.4,0.55,0.4,0.3
23,0.55,0.45,0.6,0.55,0.6
24,0.35,0.4,0.35,0.6,0.6
25,0.5,0.3,0.45,0.45,0.6
26,0.65,0.35,0.35,0.45,0.45
27,0.85,0.3,0.4,0.55,0.4
28,0.7,0.35,0.5,0.35,0.45
29,0.7,0.4,0.4,0.35,0.3
30,0.8,0.35,0.4,0.2,0.15
31,0.75,0.6,0.65,0.15,0.1
32,0.65,0.4,0.55,0.2,0.4
33,0.65,0.45,0.75,0.35,0.4
34,0.7,0.55,0.6,0.35,0.25
35,0.65,0.65,0.55,0.35,0.35
36,0.7,0.55,0.45,0.15,0.45
37,0.75,0.4,0.55,0.1,0.35
38,0.75,0.7,0.55,0.25,0.5
39,0.8,0.75,0.6,0.25,0.45
40,0.65,0.6,0.45,0.35,0.55
41,0.7,0.55,0.4,0.5,0.8
42,0.8,0.55,0.3,0.6,0.45
43,0.7,0.8,0.4,0.3,0.3
44,0.65,0.6,0.3,0.4,0.2
45,0.6,0.45,0.55,0.3,0.35
46,0.7,0.45,0.6,0.25,0.25
47,0.7,0.45,0.6,0.35,0.3
48,0.85,0.3,0.3,0.4,0.25
49,0.85,0.2,0.45,0.5,0.1
50,0.75,0.25,0.4,0.65,0.05
51,0.7,0.5,0.4,0.45,0.2
52,0.7,0.4,0.5,0.55,0.4
53,0.65,0.55,0.45,0.6,0.4
54,0.55,0.6,0.55,0.4,0.4
55,0.65,0.65,0.45,0.25,0.5
56,0.55,0.35,0.5,0.15,0.35
57,0.5,0.35,0.6,0.2,0.6
58,0.45,0.35,0.6,0.3,0.65
59,0.5,0.4,0.8,0.3,0.35
60,0.7,0.5,0.75,0.35,0.25
61,0.75,0.4,0.55,0.05,0.25
62,0.8,0.35,0.55,0.25,0.25
63,0.55,0.35,0.6,0.4,0.25
64,0.6,0.45,0.5,0.35,0.5
65,0.55,0.45,0.4,0.25,0.6
66,0.55,0.7,0.4,0.05,0.55
67,0.4,0.6,0.35,0.25,0.45
68,0.45,0.75,0.35,0.55,0.4
69,0.6,0.5,0.35,0.55,0.5
70,0.55,0.55,0.3,0.65,0.6
71,0.65,0.6,0.05,0.7,0.35
72,0.65,0.7,0.2,0.55,0.3
73,0.8,0.7,0.15,0.45,0.0
74,0.7,0.6,0.45,0.5,0.4
75,0.6,0.65,0.45,0.3,0.45
76,0.5,0.65,0.25,0.35,0.55
77,0.55,0.45,0.45,0.6,0.55
78,0.45,0.25,0.65,0.45,0.35
79,0.45,0.45,0.55,0.15,0.5
80,0.65,0.6,0.8,0.3,0.3
81,0.8,0.5,0.7,0.15,0.2
82,0.55,0.5,0.8,0.25,0.25
83,0.55,0.45,0.85,0.3,0.55
84,0.25,0.35,0.65,0.35,0.6
85,0.4,0.35,0.55,0.5,0.55
86,0.4,0.45,0.45,0.55,0.35
87,0.5,0.45,0.35,0.4,0.15
88,0.55,0.4,0.45,0.3,0.4
89,0.8,0.4,0.45,0.65,0.4
90,0.9,0.5,0.4,0.45,0.3
91,0.75,0.45,0.4,0.35,0.45
92,0.7,0.55,0.45,0.25,0.35
93,0.45,0.4,0.3,0.1,0.2
94,0.45,0.6,0.4,0.3,0.35
95,0.55,0.4,0.3,0.1,0.2
96,0.55,0.3,0.5,0.35,0.25
97,0.5,0.4,0.45,0.5,0.4
98,0.75,0.55,0.15,0.75,0.35
99,0.65,0.25,0.15,0.45,0.15
