Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.5,0.5,0.65,0.6,0.55
1,0.4,0.55,0.8,0.55,0.45
2,0.4,0.35,0.75,0.5,0.5
3,0.3,0.4,0.75,0.3,0.4
4,0.35,0.4,0.55,0.3,0.45
5,0.15,0.6,0.6,0.35,0.55
6,0.2,0.6,0.7,0.3,0.45
7,0.25,0.75,0.4,0.3,0.55
8,0.5,0.55,0.65,0.65,0.25
9,0.5,0.4,0.6,0.75,0.2
10,0.55,0.55,0.5,0.7,0.35
11,0.45,0.5,0.6,0.35,0.65
12,0.55,0.45,0.45,0.4,0.65
13,0.6,0.45,0.3,0.3,0.6
14,0.45,0.5,0.3,0.5,0.8
15,0.5,0.35,0.5,0.45,0.75
16,0.55,0.2,0.75,0.25,0.45
17,0.45,0.45,0.75,0.25,0.55
18,0.35,0.35,0.65,0.5,0.45
19,0.45,0.5,0.4,0.3,0.4
20,0.75,0.7,0.65,0.4,0.35
21,0.45,0.5,0.7,0.35,0.25
22,0.5,0.3,0.65,0.3,0.45
23,0.25,0.15,0.75,0.55,0.5
24,0.1,0.25,0.4,0.65,0.65
25,0.1,0.5,0.25,0.4,0.3
26,0.3,0.4,0.2,0.25,0.4
27,0.4,0.4,0.3,0.3,0.65
28,0.25,0.45,0.4,0.3,0.65
29,0.35,0.55,0.45,0.3,0.6
30,0.5,0.4,0.25,0.5,0.65
31,0.45,0.3,0.45,0.35,0.55
32,0.5,0.45,0.4,0.4,0.35
33,0.5,0.75,0.4,0.25,0.55
34,0.45,0.6,0.3,0.15,0.7
35,0.3,0.3,0.45,0.3,0.55
36,0.65,0.4,0.3,0.5,0.55
37,0.55,0.3,0.5,0.5,0.4
38,0.45,0.2,0.6,0.7,0.4
39,0.15,0.25,0.6,0.65,0.45
40,0.35,0.4,0.65,0.35,0.45
41,0.45,0.55,0.7,0.2,0.4
42,0.6,0.8,0.7,0.25,0.4
43,0.65,0.65,0.6,0.25,0.35
44,0.7,0.45,0.45,0.2,0.2
45,0.8,0.45,0.2,0.3,0.3
46,0.6,0.4,0.3,0.2,0.35
47,0.5,0.2,0.55,0.35,0.35
48,0.3,0.2,0.55,0.35,0.5
49,0.55,0.65,0.3,0.2,0.25
50,0.35,0.5,0.5,0.3,0.45
51,0.65,0.65,0.4,0.4,0.7
52,0.55,0.7,0.35,0.15,0.55
53,0.35,0.6,0.4,0.35,0.65
54,0.3,0.55,0.3,0.1,0.7
55,0.45,0.75,0.45,0.4,0.6
56,0.45,0.65,0.35,0.45,0.55
57,0.3,0.6,0.1,0.35,0.55
58,0.55,0.55,0.45,0.4,0.65
59,0.35,0.65,0.3,0.45,0.55
60,0.45,0.5,0.3,0.15,0.2
61,0.4,0.6,0.5,0.45,0.3
62,0.55,0.3,0.35,0.55,0.45
63,0.4,0.2,0.35,0.6,0.5
64,0.45,0.25,0.3,0.35,0.6
65,0.3,0.35,0.25,0.55,0.45
66,0.35,0.25,0.4,0.5,0.45
67,0.6,0.3,0.35,0.6,0.45
68,0.65,0.25,0.4,0.3,0.6
69,0.5,0.3,0.55,0.3,0.75
70,0.55,0.2,0.85,0.2,0.3
71,0.45,0.2,0.55,0.5,0.3
72,0.55,0.55,0.2,0.35,0.5
73,0.45,0.45,0.3,0.4,0.45
74,0.6,0.5,0.35,0.4,0.45
75,0.3,0.45,0.35,0.4,0.35
76,0.4,0.35,0.25,0.5,0.35
77,0.45,0.35,0.45,0.55,0.5
78,0.35,0.35,0.45,0.45,0.5
79,0.1,0.1,0.55,0.55,0.65
80,0.4,0.15,0.7,0.45,0.65
81,0.45,0.35,0.55,0.45,0.55
82,0.6,0.45,0.35,0.65,0.35
83,0.5,0.15,0.55,0.6,0.35
84,0.55,0.05,0.5,0.65,0.5
85,0.45,0.35,0.7,0.55,0.4
86,0.35,0.15,0.25,0.3,0.6
87,0.25,0.35,0.3,0.35,0.5
88,0.35,0.4,0.7,0.1,0.6
89,0.4,0.55,0.45,0.4,0.55
90,0.7,0.5,0.65,0.65,0.5
91,0.4,0.5,0.4,0.65,0.6
92,0.45,0.55,0.45,0.45,0.5
93,0.5,0.65,0.4,0.4,0.4
94,0.3,0.65,0.55,0.2,0.6
95,0.35,0.65,0.65,0.3,0.45
96,0.35,0.7,0.5,0.4,0.6
97,0.1,0.6,0.35,0.4,0.6
98,0.35,0.55,0.4,0.3,0.55
99,0.45,0.45,0.15,0.25,0.35
