Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.4,0.6,0.45,0.55,0.55
1,0.5,0.4,0.2,0.55,0.55
2,0.45,0.35,0.3,0.35,0.4
3,0.45,0.35,0.4,0.25,0.4
4,0.4,0.5,0.55,0.55,0.45
5,0.7,0.55,0.25,0.7,0.2
6,0.6,0.5,0.35,0.6,0.3
7,0.45,0.45,0.35,0.55,0.35
8,0.65,0.25,0.1,0.7,0.2
9,0.8,0.55,0.2,0.85,0.4
10,0.6,0.45,0.35,0.55,0.45
11,0.4,0.3,0.1,0.6,0.6
12,0.4,0.5,0.2,0.6,0.65
13,0.5,0.4,0.15,0.45,0.85
14,0.55,0.5,0.3,0.35,0.9
15,0.65,0.35,0.25,0.35,0.7
16,0.65,0.35,0.25,0.35,0.6
17,0.55,0.4,0.25,0.3,0.55
18,0.6,0.15,0.25,0.45,0.65
19,0.45,0.2,0.45,0.5,0.65
20,0.45,0.25,0.55,0.45,0.4
21,0.55,0.3,0.5,0.3,0.25
22,0.55,0.25,0.65,0.45,0.5
23,0.4,0.45,0.6,0.25,0.65
24,0.4,0.6,0.35,0.35,0.45
25,0.4,0.6,0.6,0.6,0.3
26,0.6,0.4,0.4,0.5,0.4
27,0.55,0.5,0.35,0.25,0.2
28,0.3,0.4,0.1,0.35,0.35
29,0.35,0.5,0.3,0.4,0.35
30,0.45,0.4,0.5,0.55,0.55
31,0.3,0.3,0.2,0.4,0.3
32,0.45,0.35,0.4,0.45,0.05
33,0.6,0.35,0.65,0.3,0.15
34,0.65,0.25,0.55,0.2,0.15
35,0.55,0.4,0.5,0.45,0.35
36,0.55,0.5,0.6,0.35,0.4
37,0.6,0.5,0.75,0.55,0.6
38,0.35,0.5,0.45,0.65,0.35
39,0.45,0.45,0.4,0.6,0.25
40,0.8,0.35,0.5,0.6,0.45
41,0.85,0.55,0.4,0.65,0.25
42,0.75,0.8,0.55,0.55,0.35
43,0.6,0.7,0.15,0.75,0.15
44,0.75,0.5,0.4,0.55,0.05
45,0.75,0.6,0.5,0.45,0.5
46,0.55,0.55,0.5,0.65,0.75
47,0.55,0.5,0.4,0.45,0.6
48,0.35,0.45,0.5,0.35,0.5
49,0.3,0.3,0.35,0.5,0.45
50,0.25,0.3,0.5,0.4,0.4
51,0.3,0.45,0.6,0.5,0.3
52,0.45,0.55,0.35,0.7,0.4
53,0.55,0.35,0.5,0.7,0.45
54,0.7,0.45,0.3,0.65,0.5
55,0.65,0.35,0.25,0.3,0.4
56,0.7,0.2,0.35,0.3,0.45
57,0.45,0.25,0.35,0.35,0.35
58,0.5,0.4,0.55,0.5,0.5
59,0.5,0.4,0.25,0.55,0.35
60,0.5,0.45,0.2,0.45,0.35
61,0.45,0.45,0.45,0.45,0.45
62,0.35,0.55,0.5,0.4,0.65
63,0.45,0.55,0.55,0.2,0.85
64,0.25,0.5,0.4,0.35,0.7
65,0.15,0.65,0.45,0.3,0.65
66,0.25,0.7,0.55,0.35,0.5
67,0.4,0.55,0.6,0.45,0.7
68,0.3,0.55,0.65,0.3,0.6
69,0.35,0.4,0.45,0.55,0.5
70,0.4,0.4,0.55,0.7,0.3
71,0.45,0.45,0.5,0.55,0.15
72,0.3,0.5,0.55,0.55,0.45
73,0.5,0.45,0.6,0.55,0.5
74,0.4,0.45,0.6,0.65,0.5
75,0.65,0.15,0.3,0.75,0.55
76,0.75,0.45,0.25,0.8,0.85
77,0.65,0.3,0.4,0.65,0.55
78,0.55,0.35,0.4,0.6,0.3
79,0.65,0.3,0.45,0.7,0.35
80,0.3,0.6,0.4,0.55,0.45
81,0.15,0.55,0.4,0.55,0.55
82,0.25,0.55,0.5,0.35,0.35
83,0.55,0.55,0.45,0.55,0.35
84,0.45,0.55,0.2,0.6,0.25
85,0.6,0.4,0.3,0.6,0.4
86,0.6,0.3,0.4,0.5,0.2
87,0.45,0.35,0.7,0.3,0.3
88,0.35,0.3,0.45,0.45,0.4
89,0.35,0.4,0.45,0.5,0.3
90,0.1,0.55,0.6,0.45,0.6
91,0.35,0.45,0.4,0.3,0.55
92,0.3,0.3,0.55,0.3,0.55
93,0.3,0.2,0.5,0.5,0.45
94,0.55,0.2,0.3,0.35,0.45
95,0.4,0.2,0.65,0.25,0.5
96,0.45,0.45,0.5,0.45,0.25
97,0.7,0.55,0.4,0.65,0.3
98,0.55,0.35,0.35,0.55,0.45
99,0.3,0.45,0.6,0.7,0.55
