Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.4,0.6,0.55,0.5,0.6
1,0.4,0.45,0.7,0.65,0.7
2,0.6,0.4,0.55,0.4,0.45
3,0.6,0.2,0.4,0.25,0.6
4,0.2,0.4,0.6,0.5,0.45
5,0.4,0.3,0.65,0.6,0.5
6,0.1,0.45,0.6,0.65,0.35
7,0.3,0.6,0.55,0.85,0.45
8,0.55,0.6,0.35,0.8,0.45
9,0.45,0.3,0.35,0.8,0.6
10,0.55,0.2,0.3,0.55,0.55
11,0.4,0.2,0.4,0.6,0.45
12,0.55,0.1,0.55,0.45,0.7
13,0.2,0.2,0.3,0.35,0.4
14,0.3,0.25,0.25,0.25,0.45
15,0.2,0.4,0.45,0.1,0.65
16,0.3,0.3,0.4,0.4,0.75
17,0.4,0.25,0.65,0.25,0.45
18,0.45,0.25,0.6,0.15,0.5
19,0.45,0.5,0.25,0.35,0.35
20,0.45,0.15,0.4,0.5,0.3
21,0.4,0.2,0.35,0.5,0.25
22,0.3,0.55,0.35,0.5,0.35
23,0.45,0.45,0.2,0.6,0.2
24,0.25,0.45,0.35,0.65,0.5
25,0.25,0.5,0.3,0.5,0.6
26,0.35,0.65,0.1,0.75,0.55
27,0.6,0.8,0.1,0.65,0.45
28,0.65,0.8,0.15,0.45,0.4
29,0.6,0.4,0.1,0.35,0.15
30,0.6,0.4,0.2,0.45,0.35
31,0.85,0.4,0.25,0.55,0.2
32,0.9,0.25,0.25,0.5,0.35
33,0.85,0.3,0.2,0.4,0.3
34,0.8,0.35,0.3,0.5,0.45
35,0.6,0.45,0.45,0.2,0.3
36,0.6,0.55,0.5,0.4,0.65
37,0.4,0.5,0.35,0.35,0.55
38,0.5,0.55,0.55,0.6,0.55
39,0.5,0.8,0.5,0.5,0.5
40,0.7,0.65,0.45,0.55,0.5
41,0.6,0.75,0.6,0.5,0.3
42,0.75,0.65,0.5,0.45,0.25
43,0.7,0.35,0.75,0.6,0.2
44,0.65,0.3,0.7,0.65,0.4
45,0.45,0.55,0.5,0.4,0.35
46,0.45,0.65,0.35,0.4,0.3
47,0.4,0.7,0.45,0.5,0.4
48,0.25,0.3,0.35,0.5,0.15
49,0.55,0.6,0.45,0.45,0.2
50,0.75,0.45,0.35,0.5,0.35
51,0.25,0.15,0.45,0.4,0.3
52,0.2,0.25,0.3,0.5,0.5
53,0.3,0.8,0.3,0.15,0.45
54,0.4,0.65,0.6,0.45,0.55
55,0.4,0.55,0.6,0.5,0.3
56,0.45,0.45,0.5,0.45,0.5
57,0.3,0.25,0.5,0.15,0.55
58,0.15,0.45,0.45,0.3,0.7
59,0.3,0.3,0.2,0.35,0.6
60,0.35,0.45,0.25,0.15,0.4
61,0.5,0.25,0.25,0.3,0.45
62,0.45,0.25,0.3,0.3,0.4
63,0.5,0.45,0.35,0.45,0.25
64,0.6,0.35,0.35,0.15,0.25
65,0.6,0.35,0.45,0.2,0.25
66,0.5,0.4,0.75,0.3,0.2
67,0.65,0.55,0.55,0.25,0.2
68,0.6,0.35,0.5,0.6,0.55
69,0.65,0.45,0.5,0.6,0.15
70,0.6,0.4,0.25,0.4,0.45
71,0.5,0.4,0.15,0.55,0.2
72,0.75,0.35,0.25,0.2,0.2
73,0.6,0.45,0.5,0.3,0.3
74,0.65,0.25,0.55,0.5,0.35
75,0.45,0.25,0.5,0.3,0.5
76,0.5,0.3,0.55,0.5,0.4
77,0.55,0.5,0.55,0.35,0.45
78,0.65,0.35,0.65,0.2,0.6
79,0.65,0.5,0.6,0.45,0.55
80,0.55,0.4,0.4,0.3,0.35
81,0.65,0.35,0.45,0.35,0.45
82,0.65,0.4,0.4,0.3,0.25
83,0.7,0.7,0.65,0.25,0.25
84,0.55,0.4,0.4,0.45,0.35
85,0.3,0.45,0.55,0.4,0.45
86,0.35,0.65,0.5,0.4,0.55
87,0.3,0.5,0.4,0.65,0.4
88,0.3,0.45,0.3,0.6,0.45
89,0.3,0.6,0.45,0.45,0.4
90,0.35,0.5,0.45,0.5,0.5
91,0.7,0.6,0.3,0.65,0.7
92,0.6,0.25,0.3,0.35,0.6
93,0.65,0.45,0.25,0.6,0.7
94,0.65,0.5,0.35,0.45,0.65
95,0.7,0.7,0.25,0.35,0.35
96,0.6,0.7,0.15,0.45,0.15
97,0.3,0.6,0.25,0.45,0.4
98,0.4,0.7,0.2,0.5,0.4
99,0.35,0.6,0.3,0.55,0.65
