Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.55,0.45,0.45,0.7,0.6
1,0.4,0.4,0.45,0.45,0.5
2,0.3,0.3,0.5,0.65,0.45
3,0.4,0.35,0.5,0.4,0.2
4,0.65,0.35,0.35,0.45,0.5
5,0.5,0.35,0.15,0.35,0.4
6,0.3,0.1,0.4,0.4,0.5
7,0.5,0.25,0.3,0.65,0.65
8,0.5,0.25,0.45,0.7,0.7
9,0.3,0.35,0.5,0.65,0.5
10,0.8,0.45,0.45,0.4,0.3
11,0.4,0.7,0.55,0.2,0.4
12,0.5,0.4,0.75,0.2,0.5
13,0.5,0.4,0.6,0.4,0.75
14,0.55,0.45,0.6,0.35,0.7
15,0.6,0.6,0.5,0.35,0.65
16,0.7,0.75,0.55,0.3,0.7
17,0.5,0.65,0.4,0.25,0.7
18,0.6,0.55,0.4,0.35,0.6
19,0.7,0.6,0.3,0.5,0.65
20,0.65,0.65,0.45,0.65,0.75
21,0.55,0.55,0.65,0.65,0.8
22,0.35,0.5,0.7,0.7,0.7
23,0.4,0.65,0.5,0.6,0.7
24,0.35,0.8,0.15,0.5,0.6
25,0.4,0.45,0.3,0.7,0.3
26,0.4,0.25,0.4,0.6,0.5
27,0.4,0.35,0.4,0.7,0.5
28,0.5,0.25,0.55,0.75,0.35
29,0.55,0.3,0.4,0.55,0.35
30,0.55,0.55,0.4,0.6,0.65
31,0.65,0.4,0.35,0.5,0.5
32,0.65,0.4,0.3,0.45,0.6
33,0.55,0.3,0.6,0.35,0.65
34,0.6,0.2,0.6,0.15,0.35
35,0.35,0.35,0.55,0.2,0.45
36,0.2,0.4,0.7,0.5,0.6
37,0.35,0.3,0.6,0.6,0.55
38,0.4,0.3,0.55,0.7,0.35
39,0.6,0.2,0.45,0.7,0.45
40,0.5,0.4,0.35,0.55,0.35
41,0.45,0.35,0.45,0.4,0.35
42,0.5,0.3,0.7,0.55,0.6
43,0.55,0.25,0.45,0.25,0.65
44,0.3,0.25,0.55,0.2,0.55
45,0.15,0.4,0.25,0.35,0.75
46,0.4,0.25,0.4,0.3,0.4
47,0.35,0.3,0.3,0.15,0.45
48,0.45,0.3,0.65,0.4,0.4
49,0.6,0.55,0.5,0.6,0.8
50,0.65,0.6,0.45,0.45,0.8
51,0.55,0.45,0.3,0.5,0.55
52,0.55,0.55,0.5,0.6,0.3
53,0.6,0.85,0.6,0.25,0.4
54,0.6,0.5,0.65,0.3,0.5
55,0.75,0.6,0.6,0.3,0.3
56,0.65,0.55,0.6,0.45,0.25
57,0.6,0.45,0.55,0.5,0.35
58,0.55,0.6,0.6,0.3,0.6
59,0.4,0.75,0.5,0.25,0.55
60,0.45,0.5,0.5,0.4,0.6
61,0.35,0.55,0.5,0.4,0.55
62,0.65,0.5,0.5,0.35,0.5
63,0.4,0.45,0.65,0.2,0.55
64,0.5,0.25,0.6,0.5,0.35
65,0.45,0.35,0.7,0.35,0.35
66,0.55,0.45,0.4,0.5,0.45
67,0.75,0.45,0.35,0.5,0.35
68,0.75,0.45,0.25,0.55,0.5
69,0.5,0.6,0.15,0.35,0.35
70,0.4,0.4,0.15,0.35,0.25
71,0.5,0.6,0.25,0.35,0.4
72,0.2,0.4,0.4,0.65,0.4
73,0.45,0.25,0.45,0.65,0.3
74,0.7,0.35,0.4,0.7,0.15
75,0.65,0.5,0.25,0.65,0.35
76,0.45,0.55,0.7,0.6,0.3
77,0.4,0.65,0.5,0.5,0.3
78,0.45,0.5,0.45,0.65,0.35
79,0.4,0.35,0.6,0.55,0.45
80,0.2,0.3,0.55,0.55,0.55
81,0.2,0.35,0.6,0.35,0.65
82,0.5,0.55,0.35,0.35,0.55
83,0.45,0.5,0.3,0.3,0.4
84,0.45,0.65,0.3,0.4,0.6
85,0.25,0.85,0.25,0.55,0.65
86,0.4,0.7,0.3,0.35,0.45
87,0.6,0.55,0.6,0.05,0.25
88,0.65,0.55,0.6,0.05,0.4
89,0.45,0.7,0.55,0.3,0.45
90,0.5,0.95,0.55,0.45,0.3
91,0.35,0.7,0.35,0.5,0.4
92,0.5,0.35,0.45,0.35,0.15
93,0.45,0.35,0.35,0.25,0.25
94,0.8,0.6,0.35,0.5,0.3
95,0.6,0.55,0.45,0.5,0.35
96,0.85,0.35,0.65,0.45,0.25
97,0.9,0.45,0.6,0.45,0.45
98,0.7,0.55,0.5,0.45,0.65
99,0.6,0.4,0.55,0.35,0.7
