Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.7,0.5,0.65,0.6,0.45,0.35,0.4,0.4,0.55,0.5
1,0.6,0.4,0.7,0.55,0.45,0.35,0.4,0.5,0.5,0.55
2,0.7,0.6,0.5,0.6,0.65,0.4,0.25,0.4,0.55,0.55
3,0.75,0.55,0.4,0.35,0.8,0.2,0.15,0.3,0.5,0.7
4,0.65,0.65,0.5,0.15,0.65,0.2,0.35,0.3,0.55,0.6
5,0.6,0.55,0.5,0.25,0.7,0.15,0.5,0.15,0.55,0.65
6,0.3,0.5,0.8,0.05,0.5,0.15,0.45,0.25,0.75,0.75
7,0.35,0.5,0.7,0.1,0.4,0.15,0.45,0.3,0.75,0.8
8,0.5,0.55,0.7,0.1,0.4,0.4,0.55,0.4,0.7,0.8
9,0.25,0.4,0.7,0.35,0.45,0.35,0.65,0.2,0.55,0.7
10,0.3,0.65,0.45,0.3,0.5,0.2,0.3,0.35,0.35,0.45
11,0.35,0.6,0.35,0.4,0.6,0.2,0.35,0.6,0.15,0.55
12,0.25,0.7,0.55,0.55,0.75,0.45,0.55,0.65,0.3,0.65
13,0.25,0.65,0.7,0.55,0.8,0.4,0.45,0.7,0.15,0.65
14,0.55,0.75,0.7,0.55,0.85,0.55,0.5,0.75,0.25,0.8
15,0.6,0.65,0.6,0.6,0.8,0.6,0.55,0.9,0.25,0.7
16,0.6,0.65,0.65,0.5,0.6,0.55,0.75,0.8,0.3,0.7
17,0.85,0.7,0.5,0.55,0.75,0.7,0.5,0.65,0.25,0.7
18,0.9,0.75,0.35,0.6,0.5,0.8,0.55,0.55,0.4,0.6
19,0.8,0.8,0.55,0.55,0.35,0.75,0.7,0.45,0.25,0.45
20,0.7,0.7,0.35,0.45,0.45,0.6,0.35,0.35,0.45,0.3
21,0.7,0.65,0.25,0.6,0.3,0.6,0.3,0.15,0.5,0.45
22,0.8,0.3,0.55,0.6,0.25,0.5,0.3,0.15,0.4,0.65
23,0.65,0.65,0.4,0.6,0.35,0.3,0.45,0.3,0.25,0.5
24,0.7,0.6,0.4,0.45,0.15,0.4,0.5,0.35,0.2,0.4
25,0.9,0.6,0.45,0.65,0.1,0.25,0.55,0.45,0.15,0.65
26,0.7,0.85,0.25,0.65,0.15,0.15,0.6,0.3,0.15,0.6
27,0.75,0.75,0.35,0.6,0.15,0.25,0.5,0.35,0.3,0.4
28,0.65,0.8,0.25,0.55,0.15,0.45,0.5,0.45,0.35,0.5
29,0.75,0.7,0.45,0.5,0.35,0.45,0.55,0.35,0.7,0.55
30,0.65,0.5,0.35,0.55,0.35,0.25,0.4,0.45,0.5,0.6
