Genome,Ave_fit_x,Std_fit_x,Ave_thr_x,Std_thr_x,Seed_x,Num_Learning_x,Num_Mating_x,Ave_fit_y,Std_fit_y,Sum_fit,Ave_thr_y,Std_thr_y,Seed_y,Num_Learning_y,Num_Mating_y
"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1]",1.074934240990157,5.75848623219864,10.0346940594501,2.08812157035675,38526,4,6,1.1304796580153877,1.826302970356109,3.239494632435709,10.191048479068623,2.2488885270493366,57174,4,6
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 1]",1.0518291331192142,5.67385454918001,10.1860317107945,2.2707097933352,41103,4,6,1.1421952628398666,1.774075562610655,3.344220890925006,9.972161038776084,2.0485004805883986,37643,4,6
"[1, 0, 0, 0, 0, 0, 1, 1, 1, 1]",1.034876295683746,5.99388606853761,10.0464541499459,2.32456184802313,44091,5,5,1.0946039140528687,1.76914182396251,3.135892817306626,10.070019430420391,2.2437961209511554,70742,5,5
"[1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",1.0413287688766728,5.29794944836933,10.1788778165998,2.1947438504974,56439,4,6,1.187585804014747,1.6875491858640606,3.63414703081002,10.19441055664552,2.292554589102745,19895,4,6
"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",1.0103793840433584,5.82132853508402,10.2484061439163,2.30997052659659,48634,4,6,1.1457377085105491,1.6203708302726882,3.513799692875218,10.134852469662729,2.135912506039866,52469,4,6
"[1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",1.0354327546761606,6.37286900656085,10.1504650088745,2.13896125758396,84155,5,5,1.0683321440527815,1.959092943977184,2.8282151477305195,10.143820742362845,2.230069841181779,56174,5,5
"[1, 0, 0, 0, 0, 1, 1, 0, 0, 1]",1.0258496582277241,5.13987697705483,10.2069827748945,2.18457610260773,72216,4,6,1.165071945170675,1.805426526493299,3.415382733610405,10.186016958300453,2.135169452550897,91930,4,6
"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",1.0353380038048101,5.46240344311247,9.98184102757607,2.22818391488818,83194,4,6,1.1387095289263223,1.727985779260396,3.37469073597916,10.066392779222555,2.249369930007082,94156,4,6
"[1, 0, 0, 0, 0, 1, 1, 1, 0, 0]",1.027907126367814,5.1942002227051,10.1382117599744,2.10612757735233,45400,4,6,1.133692549279611,1.807224139875331,3.272970764759941,10.12058065410326,2.2965081944154337,80991,4,6
"[1, 0, 0, 0, 0, 1, 1, 1, 0, 1]",1.0463918669162553,5.91054968029327,10.2465789636694,2.19959578482182,15168,5,5,1.0850766874862272,1.8861321876864208,2.9762099547302583,10.16753776396924,2.1912493002507816,79036,5,5
"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0]",1.0123857602837427,6.47971779217163,10.115400632258,2.16602953989606,58657,5,5,1.1025847144700431,1.81531931096551,3.1254781318144973,10.226700662768064,2.1901405064381425,22107,5,5
"[1, 0, 0, 0, 0, 1, 1, 1, 1, 1]",1.033421452097027,6.97833913564442,10.1664917398747,2.25650926122729,61207,6,4,1.0130294872703876,2.0925609691504734,2.446930132512411,10.214867407843872,2.253807975938583,57395,6,4
"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0]",1.0105195194065988,4.94994341816605,10.0862185301794,2.18636275777091,675,3,7,1.1990101802001445,1.5745212514270532,3.798368789994816,10.171523637464537,2.27788170120615,8199,3,7
"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1]",1.012706716725043,5.47057381523552,9.99096168866015,2.12739059720289,99969,4,6,1.1626719938846843,1.6828672709235022,3.5271875564178004,10.090444281164237,2.212314428282515,67139,4,6
"[1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",1.0556646159857643,5.98482432831847,10.3055658825616,2.38872625926263,43796,4,6,1.1415796171211887,1.74251937273862,3.373018307931262,10.120562507321573,2.2420956471949114,73965,4,6
