Genome,Ave_fit_x,Std_fit_x,Ave_thr_x,Std_thr_x,Seed_x,Num_Learning_x,Num_Mating_x,Ave_fit_y,Std_fit_y,Sum_fit,Ave_thr_y,Std_thr_y,Seed_y,Num_Learning_y,Num_Mating_y
"[1, 0, 0, 1, 0, 1, 0, 1, 1, 1]",1.0026066570377232,6.51382455846173,10.0895693820631,2.13887469543274,56031,6,4,0.8717863787893567,15.449250679960128,12.593564846612209,10.080482192471896,2.259163822733035,92187,6,4
"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1]",1.0038319116906487,6.41064760299786,10.1203411024808,2.21039438759102,99796,6,4,0.8675652717344998,15.996346111177555,11.910688759333548,10.20077592428554,2.181057013707516,27614,6,4
"[1, 0, 0, 1, 1, 0, 0, 1, 1, 1]",1.013015529769775,6.02016668902947,10.1203411024808,2.21039438759102,99796,6,4,0.8841870579675846,15.552471177247556,12.88923789372974,10.087756306787035,2.1224130232309544,88580,6,4
"[1, 0, 0, 1, 1, 0, 1, 0, 1, 1]",1.0211629520074887,6.43829163383542,10.0396830323781,2.17378063674774,3899,6,4,0.8659832368146264,16.207227011550586,11.648918427221275,9.990515856933657,2.369563556473812,12253,6,4
"[1, 0, 0, 1, 1, 0, 1, 1, 0, 1]",1.0076561338759833,5.86838406167256,10.1203411024808,2.21039438759102,99796,6,4,0.9218903875758468,16.720493493878966,12.93402130871613,10.085931602458604,2.282706407834396,23376,6,4
"[1, 0, 0, 1, 1, 1, 0, 0, 1, 1]",1.0209966675672562,6.18845829986446,10.1203411024808,2.21039438759102,99796,6,4,0.8741791578113922,16.87941957836202,11.240364644147014,9.979533505258903,2.1899136042016343,23314,6,4
"[1, 0, 0, 1, 1, 1, 0, 1, 1, 0]",1.0111926221442957,6.28145581941498,10.1307405115154,2.23191928208107,17371,6,4,0.8789531262653232,15.74805484255994,12.525293968637866,10.04059857686789,2.1541188161967115,55432,6,4
"[1, 0, 0, 1, 1, 1, 1, 0, 0, 1]",1.0192917950475464,6.054787472966289,10.1203411024808,2.21039438759102,99796,6,4,0.8817994054321435,16.375566375542373,11.989338903563446,10.133734871121147,2.153871935797241,34803,6,4
"[1, 0, 1, 0, 0, 0, 1, 1, 1, 1]",1.0106786083397754,6.6706100861081,10.0396830323781,2.17378063674774,3899,6,4,0.8997529495261337,15.364808043690168,13.577610187355912,10.046454149945916,2.3245618480231345,44091,6,4
"[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",1.0063844097703611,6.351314126485369,10.1203411024808,2.21039438759102,99796,6,4,0.863463828046919,16.193971077539395,11.58113235710416,10.150465008874484,2.1389612575839623,84155,6,4
