Generation,Ave_Fitness,All_Mate
0,-5.71353807120255,1021
1,-5.24145905644216,981
2,-4.321927479903552,906
3,-3.6403993807961994,811
4,-2.705878334017501,752
5,-2.657254800156177,726
6,-1.9067556933893144,760
7,-2.557871327175599,769
8,-2.459429105543823,737
9,-2.7375875946864623,740
10,-3.038845821355358,781
11,-2.966159600201586,759
12,-2.683382221428409,724
13,-2.309179439127816,739
14,-2.310887819230931,700
15,-2.455865214425589,702
16,-1.7000509515822129,686
17,-2.4386172165056204,701
18,-2.576555597111378,712
19,-2.570538982411504,727
20,-2.630134730800988,720
21,-2.2983195870485416,680
22,-1.8626134278262712,678
23,-2.1136864721996504,669
24,-2.064277201602969,667
25,-2.452460277229454,705
26,-1.5275034572882549,652
27,-0.9923087005273845,655
28,-2.3070577381358173,691
29,-2.3521031601222413,692
30,-2.5542783684011696,716
31,-2.7544974010270846,746
32,-2.480405489491882,735
33,-2.7891493553890006,730
34,-2.2931723401684825,700
35,-2.2555719969006005,679
36,-2.7831649819080155,708
37,-2.6272692396497295,715
38,-2.6974924189839635,724
39,-2.433239029024285,717
40,-2.4546859134316152,724
41,-1.8184816206736836,697
42,-2.7749643767254355,713
43,-3.1937224202263836,765
44,-2.224200673325239,723
45,-2.0994128111695285,703
46,-2.995780354225216,721
47,-2.9597400403122394,725
48,-2.5141130951800092,731
49,-2.9809836102096074,737
50,-2.5501890657385378,702
51,-2.4693763435968723,697
52,-2.290530772457995,746
53,-2.8786775132854903,732
54,-2.458151273772551,708
55,-2.4414728477373715,681
56,-2.0369947670696056,675
57,-2.15675573731053,712
58,-2.3912930058361606,731
59,-2.3479334179584113,715
60,-2.82296897979342,742
61,-2.4250678083696333,691
62,-1.9541519559263398,677
63,-2.098280962163246,672
64,-2.2497563478393254,670
65,-1.6554054262853037,643
66,-1.7553568951786815,657
67,-2.282416146909122,656
68,-2.3192790237962524,655
69,-2.192955305239458,691
70,-2.884187523034519,745
71,-2.0599076783572894,724
72,-2.5064117379147595,767
73,-2.244868077252831,727
74,-2.3253103337971375,695
75,-2.1581115933348864,697
76,-2.385460139969176,676
77,-1.569244691635907,632
78,-1.0893661586725962,609
79,-2.170104662063396,615
80,-1.129132434026141,582
81,-1.0125122621586184,585
82,-1.438652487209563,590
83,-1.3568740815498435,619
84,-2.0370171006642317,651
85,-1.8055742034974527,630
86,-2.104302803634296,662
87,-1.954084564460467,647
88,-1.4923557191158352,630
89,-1.912821414199638,639
90,-1.0583576189669839,611
91,-1.3990945849903602,575
92,-1.9105142215725133,604
93,-1.4771156861784078,615
94,-1.5513890691570307,628
95,-1.371962416219018,653
96,-1.4729755483462252,609
97,-0.8947004739797749,601
98,-1.3102968690284182,630
99,-1.6698032142767847,615
100,-1.3018851120970276,637
101,-1.5404650799164443,625
102,-1.1656830568052734,621
103,-1.6973129998755718,672
104,-2.1370207355976194,694
105,-1.957678091679157,703
106,-2.3418281892604913,703
107,-2.2796042921058786,691
108,-2.859382623040444,727
109,-1.7651448041712376,680
110,-1.719737996427823,689
111,-2.2962371288099472,654
112,-1.7795923204372843,640
113,-1.6768003299368355,638
114,-1.7490844198875666,635
115,-1.5841255919017174,637
116,-1.191806465388215,637
117,-1.4077568003793144,621
118,-1.2821630890492488,641
119,-2.2188639375958803,683
120,-2.2684220642816344,690
121,-1.3058160239133485,669
122,-2.2035161318643057,682
123,-1.9506754032455198,653
124,-2.4202539331519644,687
125,-1.3819632507477702,662
126,-1.02939334242578,599
127,-1.2849932298988327,627
128,-1.8232987437884558,636
129,-2.7723090158789825,694
130,-2.2682677606137203,664
131,-1.632189958401938,667
132,-2.1965373445701455,664
133,-2.370425734550066,678
134,-2.423764001499494,691
135,-2.2368964872996804,680
136,-2.346607576026291,680
137,-2.24016377588393,689
138,-2.1808138348327653,661
139,-2.422640456757704,677
140,-2.306567663081932,691
141,-2.421459772076222,697
142,-2.1079362505331174,679
143,-2.1316304377800237,671
144,-2.222636926755367,693
145,-2.113606729517911,669
146,-1.8995546822268856,648
147,-2.025987453335957,670
148,-2.355435527753588,676
149,-2.3757170160182817,736
150,-3.5469911837456367,731
151,-2.7488213241706694,724
152,-1.6306519037448168,697
153,-3.296846798529707,712
154,-2.306259965276726,704
155,-1.5727052682985734,672
156,-2.22705362952429,690
157,-1.6770551177838828,658
158,-2.3467126733723442,653
159,-2.4235431856816008,636
160,-1.6241459091106742,649
161,-1.4225083762637198,627
162,-1.3985508408003196,600
163,-2.2126592040563504,655
164,-2.1966546094791117,671
165,-1.697709281875189,670
166,-1.9803417847930538,692
167,-2.266728050043554,698
168,-1.7507162481034217,671
169,-2.108957537403296,696
170,-1.8525666373936367,653
171,-1.867861821487795,638
172,-1.406636646527522,640
173,-1.593059704533647,650
174,-1.4433460261074327,651
175,-1.7358620330321264,657
176,-2.186511936489061,656
177,-2.359866617720391,657
178,-1.6259755732227743,672
179,-1.9959715151355104,646
180,-1.1414039821647182,633
181,-1.9155049488552367,643
182,-1.9115878662780477,631
183,-1.5722248799940812,626
184,-2.0535642010400066,657
185,-1.3013301650002316,617
186,-1.9467969087070276,640
187,-1.4589721600872727,614
188,-0.8176526375451799,596
189,-1.3183612811563519,593
190,-1.6716737243766737,605
191,-1.6436489367974434,646
192,-1.9253696587697378,651
193,-1.8605647814130168,635
194,-1.3579967669767194,616
195,-1.5756695283511037,644
196,-1.452579476995725,644
197,-1.9790463462783907,671
198,-1.920117569334925,659
199,-2.7075037625297256,687
