Generation,Ave_Fitness,Std_Fitness,Ave_Threshold,Std_Threhold
0,-1.599976623348702,3.713094706515608,4.793856526652904,0.9449475933090904
1,0.0,0.0,5.191299476937172,0.909399319430953
2,0.0,0.0,5.087260395226121,0.826678510464493
3,0.0,0.0,5.124119172606872,0.8072215786815512
4,0.0,0.0,5.200143375903862,0.9524756836085398
5,0.0,0.0,5.292430642342577,0.978566604009073
6,0.0,0.0,5.3885240320323895,1.0348057563846693
7,0.0,0.0,5.581048298482795,0.8621594467730698
8,0.0,0.0,5.608190868235124,0.8035898542732215
9,0.0,0.0,5.568305962233001,0.9531579633786557
10,0.0,0.0,5.5411219923938235,0.9385348706248653
11,0.0,0.0,5.302698731045702,0.8086580237601891
12,0.0,0.0,5.154325780442204,0.6876934936030006
13,0.0,0.0,5.079290673498901,0.8098707117898449
14,0.0,0.0,5.093420790777881,0.7949923056773587
15,0.0,0.0,5.030708664453547,0.8427555996662432
16,0.0,0.0,5.1393901448124595,0.7365796060585114
17,0.0,0.0,5.222638116125134,0.7619632549607633
18,0.0,0.0,5.342563168278631,0.7644457117813065
19,0.0,0.0,5.3334628009185,0.7886389560499822
20,0.0,0.0,5.2632313767207215,0.7145837355932968
21,0.0,0.0,5.162581799340305,0.6856581836602298
22,0.0,0.0,5.149295554389116,0.6491776778022391
23,0.0,0.0,5.160193271760921,0.7230707798953292
24,0.0,0.0,5.1821488173833075,0.7736329818396275
25,0.0,0.0,5.3069501340194325,0.7570914819014721
26,0.0,0.0,5.0725399573827765,0.5456819551987702
27,0.0,0.0,4.994889848330423,0.46103623646456804
28,0.0,0.0,4.996636931830166,0.3888953034489144
29,0.0,0.0,5.004661456352596,0.3891378635444204
30,0.0,0.0,4.935181099829514,0.32684988780538804
31,0.0,0.0,4.977728976298539,0.34277896706436994
32,0.0,0.0,5.046053347283383,0.34832619157793754
33,0.0,0.0,5.120228868063632,0.34243596037094576
34,0.0,0.0,5.09886219833654,0.3651121329625334
35,0.0,0.0,5.069139773089635,0.37515555714923843
36,0.0,0.0,5.106267903144013,0.32202686304995254
37,0.0,0.0,5.0850725730117885,0.27700386271096467
38,0.0,0.0,5.066707654813106,0.2770466888732907
39,0.0,0.0,5.108900776272468,0.2758432436275562
40,0.0,0.0,5.123961228900981,0.23849485965535802
41,0.0,0.0,5.139048865242764,0.2617451838486114
42,0.0,0.0,5.090984291137191,0.2890378118845928
43,0.0,0.0,5.154990275956743,0.3165858860578138
44,0.0,0.0,5.192213125079507,0.3209817556766135
45,0.0,0.0,5.156197901224274,0.34023026553870417
46,0.0,0.0,5.173737242245477,0.3430675162405543
47,0.0,0.0,5.0858814949514795,0.383235226902956
48,0.0,0.0,4.984470512592659,0.4512025788051543
49,0.0,0.0,5.008342192408625,0.46893113494563377
50,0.0,0.0,5.056363463948234,0.46901157299506896
51,0.0,0.0,5.056424635241195,0.48056429378576315
52,0.0,0.0,5.062383378620978,0.4477516569701299
53,0.0,0.0,4.975516623048732,0.379206632110866
54,0.0,0.0,5.014213151742588,0.3908651816996896
55,0.0,0.0,4.971414758069213,0.4157711514018735
56,0.0,0.0,4.9700569179606875,0.4285132217317879
57,0.0,0.0,4.956448856775985,0.4302845753699162
58,0.0,0.0,4.923142511366049,0.4964320846618257
59,0.0,0.0,4.836737513979559,0.41382267587900473
60,0.0,0.0,4.884773649184558,0.4539914912296945
61,0.0,0.0,4.829980118281033,0.36514058292698515
62,0.0,0.0,4.865929576100714,0.404493588276402
63,0.0,0.0,4.888851792001629,0.41355842240226764
64,0.0,0.0,4.879634982943114,0.4156470296415008
65,0.0,0.0,4.873802674509074,0.4138324249213698
66,0.0,0.0,4.866276571899922,0.4470097342406413
67,0.0,0.0,4.88496426327097,0.4744051842197408
68,0.0,0.0,4.97517760102644,0.5031637172464808
69,0.0,0.0,5.008948262983737,0.4064079925535834
70,0.0,0.0,4.8879137343765455,0.45389766003956306
71,0.0,0.0,4.880988183742442,0.49403406804806843
72,0.0,0.0,4.915865681385383,0.42504851506786895
73,0.0,0.0,4.99057691713611,0.3720224171459839
74,0.0,0.0,4.996703640415405,0.3974502429041668
75,0.0,0.0,4.932389428302257,0.4720882306331757
76,0.0,0.0,4.969640624272761,0.4433693650274514
77,0.0,0.0,4.987209308645794,0.45220651681609864
78,0.0,0.0,5.063302727567225,0.4808215633662195
79,0.0,0.0,5.038197992557186,0.4903997543277868
80,0.0,0.0,5.082103768492488,0.48525910558572427
81,0.0,0.0,4.994326050354113,0.5439109813807523
82,0.0,0.0,4.912439137719203,0.5158946770766661
83,0.0,0.0,5.102912568810711,0.5746967754970015
84,0.0,0.0,5.12100223982132,0.5109219857057883
85,0.0,0.0,5.160257223240201,0.513615777259127
86,0.0,0.0,5.0878988645885395,0.5452252649299617
87,0.0,0.0,4.99100000007123,0.5760713032193882
88,0.0,0.0,4.910115483097852,0.5616618823588571
89,0.0,0.0,4.919279496685601,0.5787372055844291
90,0.0,0.0,4.991586534392534,0.5862507493526524
91,0.0,0.0,5.099630597400836,0.5987990679557792
92,0.0,0.0,5.019798413496026,0.5778556547423939
93,0.0,0.0,5.0635779704973425,0.5488053916183817
94,0.0,0.0,5.032421371526515,0.4993335088184731
95,0.0,0.0,5.029745980292687,0.56996808257184
96,0.0,0.0,4.938924237528603,0.5340662992777822
97,0.0,0.0,4.831761273064011,0.48514088237861275
98,0.0,0.0,4.901113737680907,0.44121065157557626
99,0.0,0.0,4.864054257739406,0.4229294018313663
100,0.0,0.0,4.911778318559214,0.4869451295498709
