Generation,Ave_Fitness,Std_Fitness,Ave_Threshold,Std_Threhold
101,0.0,0.0,5.014834541870837,0.518450217718254
102,0.0,0.0,5.056015732755318,0.468290798406563
103,0.0,0.0,4.942048636302626,0.43831365191096006
104,0.0,0.0,4.995456895105651,0.48058320785393766
105,0.0,0.0,4.984592610613519,0.4836259503427275
106,0.0,0.0,4.952718771468892,0.40951426154845844
107,0.0,0.0,5.059122511204781,0.40488859200507143
108,0.0,0.0,5.047523487061619,0.3928600750046723
109,0.0,0.0,5.037610307649259,0.4433759636130663
110,0.0,0.0,5.076488301374772,0.44830960982007123
111,0.0,0.0,5.076366362161468,0.4595629237983522
112,0.0,0.0,5.088406067392352,0.35149018889239064
113,0.0,0.0,5.130194827857097,0.32696931162913184
114,0.0,0.0,5.162127890890219,0.30237829507320657
115,0.0,0.0,5.156799990473282,0.3128087598536189
